Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",13.2,"(+/- 2.8 )",8.0,"(+/- 2.4 )",12.9,"(+/- 2.4 )",10.8,"(+/- 2.1 )",9.9,"(+/- 2.5 )",10.2,"(+/- 1.9 )",11.9,"(+/- 3.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",10.1,"(+/- 0.8 )",10.2,"(+/- 0.8 )",11.0,"(+/- 0.9 )",8.1,"(+/- 0.7 )",9.0,"(+/- 0.9 )",7.1,"(+/- 0.6 )",8.4,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",11.7,"(+/- 1.8 )",5.8,"(+/- 1.2 )",8.1,"(+/- 1.2 )",7.7,"(+/- 1.0 )",6.7,"(+/- 1.2 )",5.4,"(+/- 1.0 )",9.2,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",8.3,"(+/- 1.3 )",5.0,"(+/- 1.1 )",8.3,"(+/- 1.2 )",7.1,"(+/- 1.0 )",6.9,"(+/- 1.3 )",5.4,"(+/- 0.8 )",6.6,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",15.8,"(+/- 1.4 )",24.3,"(+/- 2.0 )",24.5,"(+/- 1.9 )",18.9,"(+/- 1.7 )",20.2,"(+/- 1.8 )",18.5,"(+/- 1.9 )",18.3,"(+/- 1.6 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",182470,"(+/- 6091 )",214921,"(+/- 5221 )",172537,"(+/- 4168 )",229576,"(+/- 6071 )",206778,"(+/- 4975 )",206109,"(+/- 5907 )",170823,"(+/- 5917 )"
Education,"School Enrollment","Nursery school, preschool",12650,"(+/- 2051 )",10220,"(+/- 1663 )",8299,"(+/- 1513 )",15052,"(+/- 2068 )",9383,"(+/- 1543 )",11484,"(+/- 2054 )",9072,"(+/- 1341 )"
Education,"School Enrollment",Kindergarten,8625,"(+/- 1510 )",8208,"(+/- 1720 )",9823,"(+/- 1824 )",10277,"(+/- 1487 )",11415,"(+/- 1862 )",9100,"(+/- 1587 )",8245,"(+/- 1476 )"
Education,"School Enrollment","Elementary school (grades 1-8)",68449,"(+/- 2796 )",70865,"(+/- 3251 )",75659,"(+/- 3381 )",101129,"(+/- 2981 )",83362,"(+/- 3310 )",91667,"(+/- 3780 )",76048,"(+/- 3892 )"
Education,"School Enrollment","High school (grades 9-12)",35806,"(+/- 2245 )",40813,"(+/- 2752 )",39556,"(+/- 2894 )",54840,"(+/- 3205 )",42210,"(+/- 2163 )",50172,"(+/- 2454 )",36657,"(+/- 2627 )"
Education,"School Enrollment","College or graduate school",56940,"(+/- 4460 )",84815,"(+/- 4588 )",39200,"(+/- 3402 )",48278,"(+/- 3969 )",60408,"(+/- 4963 )",43686,"(+/- 3112 )",40801,"(+/- 4061 )"
Education,"Educational Attainment","Population 25 years and over",612547,"(+/- 4013 )",567016,"(+/- 6230 )",545183,"(+/- 4510 )",617902,"(+/- 5892 )",568441,"(+/- 2019 )",567510,"(+/- 6710 )",565583,"(+/- 5130 )"
Education,"Educational Attainment","Less than 9th grade",24268,"(+/- 3157 )",8529,"(+/- 2142 )",13615,"(+/- 2032 )",23272,"(+/- 2811 )",14088,"(+/- 2565 )",26991,"(+/- 2947 )",24268,"(+/- 3612 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",27575,"(+/- 3143 )",13063,"(+/- 1972 )",27628,"(+/- 3356 )",28274,"(+/- 2885 )",17641,"(+/- 2623 )",25078,"(+/- 3588 )",31684,"(+/- 3297 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",96253,"(+/- 6024 )",82599,"(+/- 5105 )",143631,"(+/- 6074 )",135995,"(+/- 5905 )",117423,"(+/- 5576 )",104539,"(+/- 6060 )",133933,"(+/- 6440 )"
Education,"Educational Attainment","Some college, no degree",97474,"(+/- 4502 )",95250,"(+/- 4552 )",118548,"(+/- 6000 )",133795,"(+/- 5882 )",133435,"(+/- 7243 )",106399,"(+/- 5429 )",108537,"(+/- 5240 )"
Education,"Educational Attainment","Associate's degree",34226,"(+/- 3466 )",41017,"(+/- 4059 )",51510,"(+/- 3614 )",58415,"(+/- 4138 )",57368,"(+/- 4198 )",45847,"(+/- 3093 )",45774,"(+/- 3357 )"
Education,"Educational Attainment","Bachelor's degree",199596,"(+/- 6125 )",188126,"(+/- 6291 )",122669,"(+/- 5978 )",149957,"(+/- 5051 )",139221,"(+/- 5644 )",164803,"(+/- 5692 )",142937,"(+/- 5827 )"
Education,"Educational Attainment","Graduate or professional degree",133155,"(+/- 5913 )",138432,"(+/- 5605 )",67582,"(+/- 4511 )",88194,"(+/- 4795 )",89265,"(+/- 4754 )",93853,"(+/- 5291 )",78450,"(+/- 4059 )"
Education,"Educational Attainment","Percent high school graduate or higher",91.5,"(+/- 0.7 )",96.2,"(+/- 0.5 )",92.4,"(+/- 0.6 )",91.7,"(+/- 0.6 )",94.4,"(+/- 0.6 )",90.8,"(+/- 0.8 )",90.1,"(+/- 0.8 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",54.3,"(+/- 1.2 )",57.6,"(+/- 1.2 )",34.9,"(+/- 1.2 )",38.5,"(+/- 1.0 )",40.2,"(+/- 1.2 )",45.6,"(+/- 1.2 )",39.1,"(+/- 1.1 )"

"Source: 2021 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",533304,G,380032,G,264450,G,260447,G,279503,G,349049,G,299756,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",238,J,131,J,513,G,621,H,127,J,91,H,208,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",5974,G,1737,H,3833,G,5615,G,949,J,823,J,1203,H
Business,"Paid employees for pay period including March 12",Utilities,2311,J,759,G,2168,H,1428,H,348,J,678,J,1573,J
Business,"Paid employees for pay period including March 12",Construction,27569,G,23266,G,24804,G,29975,G,17558,G,23075,G,34259,G
Business,"Paid employees for pay period including March 12",Manufacturing,19371,G,34072,G,12964,G,24520,G,12897,G,8979,G,17277,G
Business,"Paid employees for pay period including March 12","Wholesale trade",25719,G,17456,G,7386,G,9981,G,6220,G,18885,G,14764,G
Business,"Paid employees for pay period including March 12","Retail trade",43251,G,47000,G,39351,G,37680,G,35855,G,41062,G,39913,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",33584,H,5497,G,8177,G,5917,G,6712,G,12001,G,19374,G
Business,"Paid employees for pay period including March 12",Information,18625,G,19632,G,3847,G,8455,H,9242,G,28371,H,6070,H
Business,"Paid employees for pay period including March 12","Finance and insurance",30879,G,10441,G,7730,G,9647,G,13393,H,29613,G,16996,H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",15762,G,8910,G,7245,G,4375,G,4774,G,5903,G,5054,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",57234,G,41981,G,12038,G,16355,G,26072,G,28837,G,25044,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",19818,G,8668,G,2012,G,5288,H,1912,H,9861,H,6954,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",45081,G,17448,G,14481,G,18706,G,20697,G,25609,G,19732,G
Business,"Paid employees for pay period including March 12","Educational services",19894,G,6830,G,3409,G,4250,G,9076,H,6861,G,5420,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",65879,G,45455,G,48251,G,34173,G,45180,G,54067,G,37168,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",14018,G,16887,G,9840,G,2928,G,5173,G,5642,G,3758,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",64578,G,57786,G,45095,G,28447,G,37877,G,34714,G,32083,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",23467,G,16004,G,11266,G,12063,G,25418,G,13929,G,12882,G
Business,"Paid employees for pay period including March 12","Industries not classified",52,G,72,H,40,J,23,J,23,J,48,J,24,G
Business,"Annual payroll ($1,000)","Total for all sectors",35779425,G,23094774,G,11272407,G,13637664,G,13543944,G,22425189,G,15301903,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",6460,H,4585,G,25116,G,29403,G,7785,J,4275,H,12469,H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",929450,G,117749,H,300793,G,349708,G,86838,J,68380,H,95582,H
Business,"Annual payroll ($1,000)",Utilities,304661,J,77984,G,211433,H,136628,H,30928,J,72167,J,203403,J
Business,"Annual payroll ($1,000)",Construction,1839305,G,1492378,G,1462247,G,2083260,G,1063237,G,1670313,G,2232935,G
Business,"Annual payroll ($1,000)",Manufacturing,998953,G,2811604,H,649243,G,1373884,G,865618,G,527304,G,1143694,G
Business,"Annual payroll ($1,000)","Wholesale trade",1765174,G,2095470,G,411955,G,727307,G,433599,G,1568323,G,983549,G
Business,"Annual payroll ($1,000)","Retail trade",1498146,G,1491677,G,1277963,G,1187220,G,1157228,G,1430282,G,1337653,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",2419855,H,249708,H,360113,G,333383,G,325927,G,523726,H,890674,G
Business,"Annual payroll ($1,000)",Information,2243751,G,2649181,G,176538,G,755122,H,606318,G,3285477,H,531615,G
Business,"Annual payroll ($1,000)","Finance and insurance",4177867,G,979544,G,626476,G,771519,G,1085666,H,2914905,G,858800,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",1013766,G,484283,G,332686,G,242328,G,227666,G,380679,G,262069,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",6205571,G,4018331,G,754267,G,1550632,G,2221720,G,2766342,G,2165946,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",3090211,G,1050447,G,140229,G,467625,G,145159,H,1012750,H,581227,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",1701477,G,750969,G,495773,G,780745,G,930546,G,1302153,G,855575,G
Business,"Annual payroll ($1,000)","Educational services",796333,G,205051,G,103915,G,145175,H,294182,H,292297,G,185021,G
Business,"Annual payroll ($1,000)","Health care and social assistance",4035718,G,2425114,G,2424752,G,1746957,G,2308357,G,3093090,G,1852651,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",610584,G,479150,H,215306,G,67118,G,99937,G,313351,J,68843,G
Business,"Annual payroll ($1,000)","Accommodation and food services",1263221,G,1153678,G,943431,G,494624,G,688483,G,659878,G,585116,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",875507,G,555197,G,358850,G,393859,G,964359,G,538711,G,454149,G
Business,"Annual payroll ($1,000)","Industries not classified",3415,G,2674,H,1321,G,1167,H,391,G,786,H,932,G
Business,"Total Establishments","Total for all sectors",31589,X,31733,X,26666,X,21472,X,21142,X,21775,X,20734,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",11,X,59,X,102,X,128,X,30,X,8,X,22,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",239,X,93,X,256,X,263,X,25,X,95,X,65,X
Business,"Total Establishments",Utilities,38,X,51,X,127,X,115,X,32,X,24,X,34,X
Business,"Total Establishments",Construction,2203,X,3293,X,4121,X,2750,X,2407,X,2087,X,2804,X
Business,"Total Establishments",Manufacturing,926,X,1075,X,765,X,718,X,538,X,372,X,727,X
Business,"Total Establishments","Wholesale trade",1496,X,1082,X,851,X,932,X,610,X,921,X,1044,X
Business,"Total Establishments","Retail trade",2858,X,3287,X,3361,X,2318,X,2402,X,1990,X,2229,X
Business,"Total Establishments","Transportation and warehousing",626,X,379,X,707,X,773,X,391,X,613,X,616,X
Business,"Total Establishments",Information,830,X,795,X,429,X,439,X,391,X,607,X,358,X
Business,"Total Establishments","Finance and insurance",2024,X,1615,X,1187,X,1331,X,1373,X,1810,X,1222,X
Business,"Total Establishments","Real estate and rental and leasing",2664,X,2668,X,2107,X,1367,X,1739,X,1645,X,1307,X
Business,"Total Establishments","Professional, scientific, and technical services",6065,X,6054,X,3079,X,2765,X,3010,X,3541,X,2921,X
Business,"Total Establishments","Management of companies and enterprises",314,X,142,X,84,X,84,X,83,X,197,X,119,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",1632,X,1648,X,1472,X,1162,X,1127,X,1247,X,1179,X
Business,"Total Establishments","Educational services",549,X,602,X,300,X,278,X,332,X,393,X,316,X
Business,"Total Establishments","Health care and social assistance",3014,X,3010,X,2338,X,2102,X,2447,X,2506,X,2040,X
Business,"Total Establishments","Arts, entertainment, and recreation",566,X,745,X,596,X,304,X,401,X,312,X,289,X
Business,"Total Establishments","Accommodation and food services",2734,X,2620,X,2477,X,1591,X,1770,X,1589,X,1577,X
Business,"Total Establishments","Other services (except public administration)",2749,X,2478,X,2264,X,2012,X,2010,X,1791,X,1843,X
Business,"Total Establishments","Industries not classified",51,X,37,X,43,X,40,X,24,X,27,X,22,X

"Source: 2020 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
