Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
Workers,"Class of Worker","Private wage and salary workers",236893,"(+/- 5244 )",312746,"(+/- 7637 )",310691,"(+/- 5983 )",239682,"(+/- 4972 )",230251,"(+/- 6270 )",287208,"(+/- 6712 )",264529,"(+/- 5894 )",295074,"(+/- 4991 )",306164,"(+/- 6181 )",285058,"(+/- 5971 )",331053,"(+/- 6887 )",276024,"(+/- 8433 )",217227,"(+/- 7174 )",246246,"(+/- 6945 )"
Workers,"Class of Worker","Government workers",45110,"(+/- 2859 )",32137,"(+/- 3278 )",37302,"(+/- 2846 )",39677,"(+/- 2412 )",30488,"(+/- 2896 )",34232,"(+/- 2757 )",39560,"(+/- 3016 )",55655,"(+/- 3238 )",31261,"(+/- 2910 )",37775,"(+/- 3047 )",35103,"(+/- 2781 )",51577,"(+/- 3798 )",26643,"(+/- 2500 )",28933,"(+/- 3423 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",22682,"(+/- 1881 )",17987,"(+/- 1886 )",17208,"(+/- 2266 )",18314,"(+/- 2083 )",19034,"(+/- 2395 )",18132,"(+/- 2215 )",18208,"(+/- 1984 )",15292,"(+/- 1921 )",17036,"(+/- 2025 )",18750,"(+/- 2254 )",17466,"(+/- 1994 )",16248,"(+/- 2062 )",13294,"(+/- 1919 )",14982,"(+/- 2195 )"
Workers,"Class of Worker","Unpaid family workers",1139,"(+/- 572 )",948,"(+/- 472 )",1428,"(+/- 1327 )",870,"(+/- 402 )",422,"(+/- 427 )",490,"(+/- 321 )",430,"(+/- 240 )",445,"(+/- 319 )",221,"(+/- 156 )",1046,"(+/- 399 )",295,"(+/- 247 )",174,"(+/- 183 )",134,"(+/- 136 )",644,"(+/- 405 )"
Housing,"Housing Occupancy","Total housing units",437340,"(+/- 1386 )",327965,"(+/- 3432 )",311188,"(+/- 3327 )",345187,"(+/- 2231 )",317615,"(+/- 2034 )",332287,"(+/- 1244 )",309476,"(+/- 2038 )",311079,"(+/- 3114 )",322241,"(+/- 4705 )",314681,"(+/- 3815 )",320120,"(+/- 4521 )",309437,"(+/- 5067 )",316522,"(+/- 5335 )",315246,"(+/- 6156 )"
Housing,"Housing Occupancy","Occupied housing units",306685,"(+/- 3915 )",288674,"(+/- 4601 )",289969,"(+/- 3439 )",283353,"(+/- 3690 )",282817,"(+/- 3381 )",287908,"(+/- 3776 )",279665,"(+/- 2851 )",291660,"(+/- 3351 )",309101,"(+/- 4486 )",289474,"(+/- 4259 )",306144,"(+/- 4318 )",293657,"(+/- 5186 )",264634,"(+/- 5451 )",278057,"(+/- 5870 )"
Housing,"Housing Occupancy","Vacant housing units",130655,"(+/- 3723 )",39291,"(+/- 3110 )",21219,"(+/- 2550 )",61834,"(+/- 2827 )",34798,"(+/- 2646 )",44379,"(+/- 3679 )",29811,"(+/- 2808 )",19419,"(+/- 2053 )",13140,"(+/- 2467 )",25207,"(+/- 2461 )",13976,"(+/- 2333 )",15780,"(+/- 2510 )",51888,"(+/- 3276 )",37189,"(+/- 3080 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",0.8,"(+/- 0.2 )",0.5,"(+/- 0.3 )",0.8,"(+/- 0.4 )",1.0,"(+/- 0.3 )",1.3,"(+/- 0.5 )",0.4,"(+/- 0.2 )",0.3,"(+/- 0.2 )",0.5,"(+/- 0.3 )",0.6,"(+/- 0.3 )",0.6,"(+/- 0.3 )",0.2,"(+/- 0.2 )",0.7,"(+/- 0.4 )",2.9,"(+/- 0.6 )",1.4,"(+/- 0.5 )"
Housing,"Housing Occupancy","Rental vacancy rate",6.3,"(+/- 2.2 )",4.6,"(+/- 1.6 )",4.8,"(+/- 1.6 )",5.6,"(+/- 1.5 )",4.0,"(+/- 1.3 )",5.5,"(+/- 1.6 )",4.7,"(+/- 1.6 )",4.8,"(+/- 1.5 )",2.9,"(+/- 1.1 )",1.7,"(+/- 0.7 )",5.1,"(+/- 1.4 )",4.1,"(+/- 1.3 )",3.2,"(+/- 0.7 )",4.1,"(+/- 1.1 )"
Housing,"Housing Tenure","Occupied housing units",306685,"(+/- 3915 )",288674,"(+/- 4601 )",289969,"(+/- 3439 )",283353,"(+/- 3690 )",282817,"(+/- 3381 )",287908,"(+/- 3776 )",279665,"(+/- 2851 )",291660,"(+/- 3351 )",309101,"(+/- 4486 )",289474,"(+/- 4259 )",306144,"(+/- 4318 )",293657,"(+/- 5186 )",264634,"(+/- 5451 )",278057,"(+/- 5870 )"
Housing,"Housing Tenure",Owner-occupied,249021,"(+/- 3580 )",218470,"(+/- 4076 )",218259,"(+/- 3986 )",222231,"(+/- 4115 )",203811,"(+/- 4051 )",211372,"(+/- 3503 )",220713,"(+/- 3414 )",219191,"(+/- 3792 )",225928,"(+/- 4706 )",234129,"(+/- 4640 )",238527,"(+/- 3924 )",190176,"(+/- 5021 )",150181,"(+/- 4406 )",164338,"(+/- 5527 )"
Housing,"Housing Tenure",Renter-occupied,57664,"(+/- 2752 )",70204,"(+/- 3993 )",71710,"(+/- 3704 )",61122,"(+/- 3135 )",79006,"(+/- 4398 )",76536,"(+/- 3009 )",58952,"(+/- 3082 )",72469,"(+/- 3563 )",83173,"(+/- 4160 )",55345,"(+/- 3373 )",67617,"(+/- 3500 )",103481,"(+/- 4460 )",114453,"(+/- 4796 )",113719,"(+/- 5291 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.30,"(+/- 0.03 )",2.69,"(+/- 0.04 )",2.68,"(+/- 0.04 )",2.46,"(+/- 0.03 )",2.41,"(+/- 0.04 )",2.59,"(+/- 0.05 )",2.58,"(+/- 0.03 )",2.64,"(+/- 0.04 )",2.36,"(+/- 0.04 )",2.57,"(+/- 0.04 )",2.59,"(+/- 0.04 )",2.60,"(+/- 0.05 )",2.60,"(+/- 0.06 )",2.51,"(+/- 0.06 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",1.98,"(+/- 0.07 )",2.19,"(+/- 0.10 )",2.13,"(+/- 0.08 )",2.04,"(+/- 0.07 )",2.07,"(+/- 0.08 )",2.07,"(+/- 0.08 )",2.07,"(+/- 0.08 )",2.01,"(+/- 0.06 )",2.07,"(+/- 0.07 )",2.08,"(+/- 0.11 )",2.00,"(+/- 0.08 )",2.17,"(+/- 0.07 )",2.39,"(+/- 0.09 )",2.21,"(+/- 0.08 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",306685,"(+/- 3915 )",288674,"(+/- 4601 )",289969,"(+/- 3439 )",283353,"(+/- 3690 )",282817,"(+/- 3381 )",287908,"(+/- 3776 )",279665,"(+/- 2851 )",291660,"(+/- 3351 )",309101,"(+/- 4486 )",289474,"(+/- 4259 )",306144,"(+/- 4318 )",293657,"(+/- 5186 )",264634,"(+/- 5451 )",278057,"(+/- 5870 )"
Housing,"Year Householder Moved into Unit","Moved in 2019 or later",62395,"(+/- 2687 )",66410,"(+/- 4240 )",71533,"(+/- 3495 )",65739,"(+/- 3355 )",64039,"(+/- 3624 )",73817,"(+/- 3318 )",59437,"(+/- 2885 )",78649,"(+/- 3687 )",71573,"(+/- 4154 )",55703,"(+/- 4180 )",67199,"(+/- 3852 )",80400,"(+/- 4081 )",59250,"(+/- 4072 )",67622,"(+/- 4555 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 to 2018",60293,"(+/- 3019 )",69988,"(+/- 4186 )",69297,"(+/- 4452 )",59272,"(+/- 2928 )",57025,"(+/- 3528 )",57129,"(+/- 2759 )",57532,"(+/- 3119 )",59494,"(+/- 2873 )",65994,"(+/- 3283 )",59945,"(+/- 3701 )",66286,"(+/- 4090 )",61648,"(+/- 3744 )",61266,"(+/- 4062 )",61072,"(+/- 4481 )"
Housing,"Year Householder Moved into Unit","Moved in 2014 to 2014",38921,"(+/- 2343 )",41703,"(+/- 2518 )",39896,"(+/- 2748 )",32430,"(+/- 1996 )",38254,"(+/- 2775 )",39886,"(+/- 2867 )",39239,"(+/- 2402 )",37011,"(+/- 2671 )",42659,"(+/- 3164 )",39705,"(+/- 3453 )",44820,"(+/- 3179 )",37906,"(+/- 2561 )",41705,"(+/- 3469 )",42405,"(+/- 3018 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",57795,"(+/- 2917 )",46773,"(+/- 2947 )",47168,"(+/- 2707 )",48451,"(+/- 2469 )",49159,"(+/- 2869 )",45259,"(+/- 2647 )",48662,"(+/- 2448 )",50933,"(+/- 2701 )",46165,"(+/- 3237 )",57792,"(+/- 3588 )",53037,"(+/- 3469 )",47713,"(+/- 2928 )",37837,"(+/- 2951 )",41510,"(+/- 3298 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",42591,"(+/- 2744 )",33051,"(+/- 2084 )",29575,"(+/- 2303 )",38139,"(+/- 2327 )",32246,"(+/- 2262 )",35335,"(+/- 2080 )",34548,"(+/- 2157 )",33065,"(+/- 2130 )",38256,"(+/- 2723 )",44115,"(+/- 2739 )",40985,"(+/- 2473 )",30842,"(+/- 2815 )",25369,"(+/- 2484 )",29247,"(+/- 2709 )"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier",44690,"(+/- 2080 )",30749,"(+/- 1816 )",32500,"(+/- 2134 )",39322,"(+/- 1765 )",42094,"(+/- 2331 )",36482,"(+/- 2290 )",40247,"(+/- 1913 )",32508,"(+/- 2048 )",44454,"(+/- 3227 )",32214,"(+/- 1924 )",33817,"(+/- 2676 )",35148,"(+/- 2796 )",39207,"(+/- 2608 )",36201,"(+/- 2776 )"
Housing,Value,"Owner-occupied units",249021,"(+/- 3580 )",218470,"(+/- 4076 )",218259,"(+/- 3986 )",222231,"(+/- 4115 )",203811,"(+/- 4051 )",211372,"(+/- 3503 )",220713,"(+/- 3414 )",219191,"(+/- 3792 )",225928,"(+/- 4706 )",234129,"(+/- 4640 )",238527,"(+/- 3924 )",190176,"(+/- 5021 )",150181,"(+/- 4406 )",164338,"(+/- 5527 )"
Housing,Value,"Less than $50,000",23572,"(+/- 1967 )",16527,"(+/- 1829 )",14251,"(+/- 1877 )",22763,"(+/- 1957 )",33241,"(+/- 2749 )",14835,"(+/- 1873 )",18963,"(+/- 1989 )",11540,"(+/- 1414 )",10098,"(+/- 1386 )",16540,"(+/- 1772 )",9981,"(+/- 1276 )",9831,"(+/- 1523 )",30534,"(+/- 2508 )",23235,"(+/- 2465 )"
Housing,Value,"$50,000 to $99,999",42637,"(+/- 1822 )",18394,"(+/- 1808 )",17592,"(+/- 2045 )",36198,"(+/- 2348 )",42537,"(+/- 2760 )",23475,"(+/- 2424 )",23816,"(+/- 1855 )",13551,"(+/- 1674 )",18564,"(+/- 1931 )",20063,"(+/- 1719 )",4488,"(+/- 870 )",14412,"(+/- 1621 )",38976,"(+/- 2568 )",28195,"(+/- 2538 )"
Housing,Value,"$100,000 to $149,999",39646,"(+/- 2060 )",24379,"(+/- 2511 )",23972,"(+/- 1962 )",42718,"(+/- 2197 )",36535,"(+/- 2938 )",30988,"(+/- 2345 )",33235,"(+/- 2599 )",20926,"(+/- 2145 )",35811,"(+/- 2812 )",24979,"(+/- 2138 )",9285,"(+/- 1346 )",35782,"(+/- 2713 )",29808,"(+/- 2667 )",19240,"(+/- 2498 )"
Housing,Value,"$150,000 to $199,999",37699,"(+/- 2344 )",37156,"(+/- 2635 )",35204,"(+/- 2663 )",41095,"(+/- 2404 )",34918,"(+/- 2863 )",38270,"(+/- 2936 )",37755,"(+/- 2434 )",26037,"(+/- 2447 )",50565,"(+/- 3137 )",37151,"(+/- 2929 )",24986,"(+/- 2416 )",37017,"(+/- 2601 )",26957,"(+/- 2476 )",19688,"(+/- 2305 )"
Housing,Value,"$200,000 to $299,999",48693,"(+/- 2522 )",65185,"(+/- 3461 )",61992,"(+/- 3719 )",43709,"(+/- 2495 )",33984,"(+/- 2609 )",53734,"(+/- 3016 )",55150,"(+/- 3049 )",50215,"(+/- 3124 )",61439,"(+/- 3183 )",57329,"(+/- 3111 )",65190,"(+/- 2990 )",41278,"(+/- 2856 )",16088,"(+/- 1857 )",29114,"(+/- 2410 )"
Housing,Value,"$300,000 to $499,999",37412,"(+/- 2455 )",44215,"(+/- 2942 )",46565,"(+/- 3167 )",27053,"(+/- 1803 )",17623,"(+/- 2001 )",35800,"(+/- 2564 )",37357,"(+/- 2629 )",71859,"(+/- 3192 )",32816,"(+/- 2204 )",60671,"(+/- 3121 )",81826,"(+/- 3382 )",35083,"(+/- 2663 )",6306,"(+/- 1114 )",32088,"(+/- 2519 )"
Housing,Value,"$500,000 to $999,999",14956,"(+/- 1276 )",10615,"(+/- 1398 )",15363,"(+/- 1800 )",7253,"(+/- 1104 )",3803,"(+/- 750 )",12131,"(+/- 1549 )",12422,"(+/- 1798 )",22977,"(+/- 1783 )",13304,"(+/- 1251 )",15446,"(+/- 1719 )",36974,"(+/- 2536 )",14479,"(+/- 1464 )",1132,"(+/- 544 )",11438,"(+/- 1357 )"
Housing,Value,"$1,000,000 or more",4406,"(+/- 859 )",1999,"(+/- 588 )",3320,"(+/- 746 )",1442,"(+/- 636 )",1170,"(+/- 625 )",2139,"(+/- 616 )",2015,"(+/- 601 )",2086,"(+/- 711 )",3331,"(+/- 712 )",1950,"(+/- 552 )",5797,"(+/- 1048 )",2294,"(+/- 809 )",380,"(+/- 344 )",1340,"(+/- 487 )"
Housing,Value,"Median (dollars)",171200,"(+/- 3596 )",218100,"(+/- 4632 )",229000,"(+/- 4291 )",159500,"(+/- 2693 )",134900,"(+/- 4494 )",197200,"(+/- 4343 )",194400,"(+/- 4927 )",275600,"(+/- 4880 )",197800,"(+/- 3508 )",231100,"(+/- 4966 )",311200,"(+/- 5896 )",196900,"(+/- 4978 )",109000,"(+/- 3934 )",173400,"(+/- 6616 )"
Housing,"Mortgage Status","Owner-occupied units",249021,"(+/- 3580 )",218470,"(+/- 4076 )",218259,"(+/- 3986 )",222231,"(+/- 4115 )",203811,"(+/- 4051 )",211372,"(+/- 3503 )",220713,"(+/- 3414 )",219191,"(+/- 3792 )",225928,"(+/- 4706 )",234129,"(+/- 4640 )",238527,"(+/- 3924 )",190176,"(+/- 5021 )",150181,"(+/- 4406 )",164338,"(+/- 5527 )"
Housing,"Mortgage Status","Housing units with a mortgage",132792,"(+/- 3782 )",131925,"(+/- 3998 )",136196,"(+/- 4326 )",118222,"(+/- 3802 )",110251,"(+/- 3989 )",125097,"(+/- 3657 )",138270,"(+/- 3770 )",145042,"(+/- 3947 )",145536,"(+/- 4305 )",141908,"(+/- 4262 )",154459,"(+/- 4229 )",113075,"(+/- 3887 )",68474,"(+/- 3261 )",88500,"(+/- 4661 )"
Housing,"Mortgage Status","Housing units without a mortgage",116229,"(+/- 3040 )",86545,"(+/- 3520 )",82063,"(+/- 3516 )",104009,"(+/- 3233 )",93560,"(+/- 3068 )",86275,"(+/- 3449 )",82443,"(+/- 3221 )",74149,"(+/- 3025 )",80392,"(+/- 3337 )",92221,"(+/- 3579 )",84068,"(+/- 3408 )",77101,"(+/- 4111 )",81707,"(+/- 3833 )",75838,"(+/- 4013 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",132792,"(+/- 3782 )",131925,"(+/- 3998 )",136196,"(+/- 4326 )",118222,"(+/- 3802 )",110251,"(+/- 3989 )",125097,"(+/- 3657 )",138270,"(+/- 3770 )",145042,"(+/- 3947 )",145536,"(+/- 4305 )",141908,"(+/- 4262 )",154459,"(+/- 4229 )",113075,"(+/- 3887 )",68474,"(+/- 3261 )",88500,"(+/- 4661 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",3620,"(+/- 710 )",3094,"(+/- 801 )",1126,"(+/- 477 )",2241,"(+/- 567 )",1535,"(+/- 430 )",1536,"(+/- 468 )",1373,"(+/- 420 )",1010,"(+/- 428 )",1561,"(+/- 590 )",2206,"(+/- 668 )",1384,"(+/- 631 )",659,"(+/- 307 )",1013,"(+/- 576 )",1949,"(+/- 906 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",49112,"(+/- 2494 )",32582,"(+/- 2342 )",32190,"(+/- 2614 )",40813,"(+/- 2356 )",40780,"(+/- 2554 )",31694,"(+/- 2363 )",33047,"(+/- 2353 )",18884,"(+/- 2001 )",30911,"(+/- 2219 )",28149,"(+/- 2208 )",15047,"(+/- 1733 )",18467,"(+/- 1950 )",23347,"(+/- 2416 )",16951,"(+/- 2156 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",43767,"(+/- 2111 )",55627,"(+/- 3290 )",50609,"(+/- 3441 )",43082,"(+/- 3175 )",40226,"(+/- 3029 )",46947,"(+/- 2830 )",51053,"(+/- 2986 )",43304,"(+/- 2596 )",56028,"(+/- 3655 )",46358,"(+/- 2649 )",39058,"(+/- 2744 )",39467,"(+/- 2341 )",30035,"(+/- 2182 )",26372,"(+/- 2450 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",21470,"(+/- 1756 )",25264,"(+/- 2176 )",27878,"(+/- 1951 )",18317,"(+/- 1846 )",18029,"(+/- 2049 )",25184,"(+/- 2508 )",29535,"(+/- 2368 )",37229,"(+/- 2196 )",29859,"(+/- 2566 )",35269,"(+/- 2531 )",38836,"(+/- 2489 )",26129,"(+/- 2247 )",9864,"(+/- 1661 )",19283,"(+/- 1840 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",6850,"(+/- 1127 )",8502,"(+/- 1301 )",13738,"(+/- 1768 )",8036,"(+/- 1276 )",5498,"(+/- 1170 )",10158,"(+/- 1383 )",13143,"(+/- 1687 )",22516,"(+/- 1895 )",13566,"(+/- 1666 )",16973,"(+/- 2177 )",26188,"(+/- 2591 )",13624,"(+/- 1661 )",3168,"(+/- 833 )",11623,"(+/- 1561 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",4161,"(+/- 853 )",3378,"(+/- 809 )",5057,"(+/- 840 )",3314,"(+/- 949 )",1879,"(+/- 572 )",4667,"(+/- 1003 )",5568,"(+/- 1196 )",11097,"(+/- 1270 )",5145,"(+/- 956 )",7890,"(+/- 1418 )",14733,"(+/- 1755 )",6742,"(+/- 1299 )",568,"(+/- 257 )",5784,"(+/- 1012 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",3812,"(+/- 736 )",3478,"(+/- 771 )",5598,"(+/- 1022 )",2419,"(+/- 585 )",2304,"(+/- 863 )",4911,"(+/- 882 )",4551,"(+/- 977 )",11002,"(+/- 1540 )",8466,"(+/- 1062 )",5063,"(+/- 1312 )",19213,"(+/- 2141 )",7987,"(+/- 1206 )",479,"(+/- 390 )",6538,"(+/- 1144 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1132,"(+/- 20 )",1245,"(+/- 21 )",1340,"(+/- 25 )",1170,"(+/- 23 )",1137,"(+/- 22 )",1301,"(+/- 26 )",1316,"(+/- 27 )",1611,"(+/- 30 )",1359,"(+/- 20 )",1433,"(+/- 26 )",1767,"(+/- 38 )",1475,"(+/- 29 )",1145,"(+/- 27 )",1478,"(+/- 46 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",116229,"(+/- 3040 )",86545,"(+/- 3520 )",82063,"(+/- 3516 )",104009,"(+/- 3233 )",93560,"(+/- 3068 )",86275,"(+/- 3449 )",82443,"(+/- 3221 )",74149,"(+/- 3025 )",80392,"(+/- 3337 )",92221,"(+/- 3579 )",84068,"(+/- 3408 )",77101,"(+/- 4111 )",81707,"(+/- 3833 )",75838,"(+/- 4013 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",14308,"(+/- 1626 )",6450,"(+/- 1096 )",5054,"(+/- 1033 )",11236,"(+/- 1109 )",7235,"(+/- 1337 )",6950,"(+/- 1142 )",6419,"(+/- 1291 )",3402,"(+/- 803 )",3526,"(+/- 875 )",5339,"(+/- 756 )",1826,"(+/- 597 )",2764,"(+/- 849 )",5917,"(+/- 1271 )",5437,"(+/- 1200 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",38207,"(+/- 2388 )",20353,"(+/- 2074 )",18841,"(+/- 1830 )",27008,"(+/- 1741 )",25571,"(+/- 2239 )",19910,"(+/- 1659 )",16887,"(+/- 1814 )",9258,"(+/- 1296 )",12956,"(+/- 1544 )",18052,"(+/- 1697 )",6648,"(+/- 892 )",9242,"(+/- 1438 )",21108,"(+/- 1935 )",14604,"(+/- 1770 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",37312,"(+/- 2283 )",32164,"(+/- 2420 )",27789,"(+/- 2370 )",37400,"(+/- 2648 )",32742,"(+/- 2284 )",31250,"(+/- 2283 )",27188,"(+/- 1932 )",22535,"(+/- 1794 )",35090,"(+/- 2539 )",32105,"(+/- 2494 )",22950,"(+/- 2103 )",23936,"(+/- 2017 )",32810,"(+/- 2843 )",23396,"(+/- 2435 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",14278,"(+/- 1175 )",15820,"(+/- 1577 )",16042,"(+/- 1858 )",17777,"(+/- 1316 )",17684,"(+/- 1978 )",16492,"(+/- 2062 )",19263,"(+/- 2035 )",18627,"(+/- 1628 )",15669,"(+/- 1743 )",21173,"(+/- 1803 )",22990,"(+/- 1881 )",20057,"(+/- 2615 )",14737,"(+/- 1714 )",14797,"(+/- 1718 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",6773,"(+/- 1007 )",6884,"(+/- 1327 )",8293,"(+/- 1448 )",7027,"(+/- 934 )",7199,"(+/- 1677 )",6387,"(+/- 979 )",6735,"(+/- 1140 )",11803,"(+/- 1356 )",5294,"(+/- 871 )",9996,"(+/- 1501 )",14112,"(+/- 1508 )",10976,"(+/- 1604 )",4656,"(+/- 914 )",7743,"(+/- 1369 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",5351,"(+/- 769 )",4874,"(+/- 957 )",6044,"(+/- 947 )",3561,"(+/- 753 )",3129,"(+/- 837 )",5286,"(+/- 1011 )",5951,"(+/- 1222 )",8524,"(+/- 1164 )",7857,"(+/- 1244 )",5556,"(+/- 1138 )",15542,"(+/- 1760 )",10126,"(+/- 1421 )",2479,"(+/- 705 )",9861,"(+/- 1199 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",424,"(+/- 9 )",494,"(+/- 13 )",527,"(+/- 11 )",466,"(+/- 9 )",475,"(+/- 12 )",505,"(+/- 12 )",523,"(+/- 15 )",618,"(+/- 15 )",525,"(+/- 13 )",539,"(+/- 11 )",684,"(+/- 16 )",623,"(+/- 17 )",469,"(+/- 9 )",553,"(+/- 17 )"
Housing,"Gross Rent","Occupied units paying rent",51024,"(+/- 2621 )",66967,"(+/- 3868 )",69444,"(+/- 3642 )",55686,"(+/- 2953 )",74951,"(+/- 4319 )",71509,"(+/- 2829 )",55542,"(+/- 3005 )",69952,"(+/- 3436 )",79815,"(+/- 3912 )",51533,"(+/- 3265 )",64999,"(+/- 3569 )",99987,"(+/- 4318 )",107611,"(+/- 4972 )",108074,"(+/- 4977 )"
Housing,"Gross Rent","Less than $500",9539,"(+/- 1162 )",5794,"(+/- 1059 )",8728,"(+/- 1627 )",9154,"(+/- 1409 )",10903,"(+/- 1790 )",9056,"(+/- 1506 )",5036,"(+/- 943 )",4129,"(+/- 1054 )",6047,"(+/- 1276 )",4922,"(+/- 942 )",2926,"(+/- 728 )",6036,"(+/- 1284 )",11933,"(+/- 1653 )",10919,"(+/- 1946 )"
Housing,"Gross Rent","$500 to $999",25528,"(+/- 2256 )",30789,"(+/- 2919 )",27924,"(+/- 2904 )",31620,"(+/- 2514 )",44889,"(+/- 3151 )",39352,"(+/- 3136 )",29435,"(+/- 2484 )",28687,"(+/- 2281 )",27407,"(+/- 2878 )",23332,"(+/- 2348 )",17695,"(+/- 2126 )",31283,"(+/- 2677 )",49861,"(+/- 3335 )",36715,"(+/- 2994 )"
Housing,"Gross Rent","$1,000 to $1,499",12304,"(+/- 1738 )",24751,"(+/- 2403 )",22203,"(+/- 1898 )",11802,"(+/- 1884 )",16408,"(+/- 2351 )",18870,"(+/- 2602 )",16971,"(+/- 1985 )",25767,"(+/- 3042 )",34026,"(+/- 2738 )",17020,"(+/- 2440 )",22935,"(+/- 2476 )",42343,"(+/- 3417 )",37776,"(+/- 3260 )",45513,"(+/- 4206 )"
Housing,"Gross Rent","$1,500 to $1,999",2400,"(+/- 714 )",3447,"(+/- 1044 )",7641,"(+/- 1825 )",2439,"(+/- 909 )",1545,"(+/- 863 )",2977,"(+/- 1348 )",2727,"(+/- 954 )",8329,"(+/- 1396 )",9628,"(+/- 1658 )",5195,"(+/- 1390 )",13691,"(+/- 1932 )",12923,"(+/- 1767 )",6542,"(+/- 1198 )",11451,"(+/- 1890 )"
Housing,"Gross Rent","$2,000 to $2,499",463,"(+/- 326 )",623,"(+/- 495 )",1644,"(+/- 644 )",485,"(+/- 289 )",1023,"(+/- 444 )",684,"(+/- 452 )",205,"(+/- 190 )",1574,"(+/- 559 )",1492,"(+/- 651 )",595,"(+/- 475 )",4721,"(+/- 1192 )",4329,"(+/- 1125 )",1310,"(+/- 601 )",2314,"(+/- 740 )"
Housing,"Gross Rent","$2,500 to $2,999",34,"(+/- 58 )",521,"(+/- 588 )",363,"(+/- 263 )",0,"(+/- 181 )",0,"(+/- 181 )",0,"(+/- 181 )",138,"(+/- 133 )",635,"(+/- 475 )",342,"(+/- 280 )",47,"(+/- 77 )",1198,"(+/- 484 )",1601,"(+/- 685 )",109,"(+/- 109 )",514,"(+/- 364 )"
Housing,"Gross Rent","$3,000 or more",756,"(+/- 338 )",1042,"(+/- 846 )",941,"(+/- 518 )",186,"(+/- 171 )",183,"(+/- 137 )",570,"(+/- 499 )",1030,"(+/- 576 )",831,"(+/- 440 )",873,"(+/- 425 )",422,"(+/- 365 )",1833,"(+/- 681 )",1472,"(+/- 555 )",80,"(+/- 109 )",648,"(+/- 519 )"
Housing,"Gross Rent","Median (dollars)",786,"(+/- 35 )",964,"(+/- 21 )",974,"(+/- 26 )",813,"(+/- 21 )",809,"(+/- 30 )",855,"(+/- 26 )",904,"(+/- 27 )",1032,"(+/- 29 )",1075,"(+/- 24 )",962,"(+/- 30 )",1239,"(+/- 42 )",1127,"(+/- 19 )",940,"(+/- 18 )",1059,"(+/- 24 )"
Housing,"Gross Rent","No rent paid",6640,"(+/- 1106 )",3237,"(+/- 976 )",2266,"(+/- 668 )",5436,"(+/- 1191 )",4055,"(+/- 983 )",5027,"(+/- 1126 )",3410,"(+/- 884 )",2517,"(+/- 752 )",3358,"(+/- 873 )",3812,"(+/- 954 )",2618,"(+/- 747 )",3494,"(+/- 846 )",6842,"(+/- 1229 )",5645,"(+/- 1172 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Total households",306685,"(+/- 3915 )",288674,"(+/- 4601 )",289969,"(+/- 3439 )",283353,"(+/- 3690 )",282817,"(+/- 3381 )",287908,"(+/- 3776 )",279665,"(+/- 2851 )",291660,"(+/- 3351 )",309101,"(+/- 4486 )",289474,"(+/- 4259 )",306144,"(+/- 4318 )",293657,"(+/- 5186 )",264634,"(+/- 5451 )",278057,"(+/- 5870 )"
