Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Socioeconomic,"Health Insurance Coverage","With private health insurance",456325,"(+/- 13563 )",613126,"(+/- 12671 )",607903,"(+/- 11571 )",517621,"(+/- 9264 )",530110,"(+/- 11870 )",571968,"(+/- 11044 )",511854,"(+/- 9716 )",422937,"(+/- 10429 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",246504,"(+/- 8874 )",201440,"(+/- 8191 )",235266,"(+/- 9559 )",255811,"(+/- 7246 )",246727,"(+/- 7927 )",231413,"(+/- 7130 )",285696,"(+/- 8666 )",291789,"(+/- 7825 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",70875,"(+/- 6438 )",26520,"(+/- 3310 )",56356,"(+/- 5223 )",83618,"(+/- 7294 )",93296,"(+/- 6776 )",67335,"(+/- 5682 )",91560,"(+/- 6304 )",81338,"(+/- 5390 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",159899,"(+/- 4744 )",172512,"(+/- 5716 )",196685,"(+/- 5553 )",186990,"(+/- 3303 )",181307,"(+/- 5808 )",200824,"(+/- 5850 )",190495,"(+/- 2603 )",173460,"(+/- 3862 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",6795,"(+/- 2147 )",3163,"(+/- 873 )",8454,"(+/- 2172 )",17935,"(+/- 3375 )",13338,"(+/- 3371 )",13192,"(+/- 2682 )",11984,"(+/- 2564 )",10760,"(+/- 2510 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",14.3,"(+/- 1.7 )",3.5,"(+/- 0.8 )",5.8,"(+/- 1.0 )",8.4,"(+/- 1.1 )",9.2,"(+/- 1.3 )",7.1,"(+/- 1.0 )",9.3,"(+/- 1.3 )",11.4,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",24.4,"(+/- 2.9 )",4.7,"(+/- 1.4 )",9.9,"(+/- 1.9 )",13.2,"(+/- 2.1 )",16.1,"(+/- 2.3 )",11.1,"(+/- 2.1 )",14.4,"(+/- 2.3 )",19.1,"(+/- 2.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",22.4,"(+/- 6.8 )",7.9,"(+/- 4.1 )",12.9,"(+/- 5.2 )",14.9,"(+/- 4.7 )",11.1,"(+/- 3.9 )",15.4,"(+/- 6.5 )",18.4,"(+/- 5.8 )",18.0,"(+/- 4.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",4.0,"(+/- 1.3 )",2.1,"(+/- 0.6 )",3.3,"(+/- 0.9 )",5.1,"(+/- 0.9 )",4.0,"(+/- 0.9 )",3.1,"(+/- 0.5 )",5.3,"(+/- 1.0 )",5.9,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",4.7,"(+/- 2.4 )",2.5,"(+/- 1.1 )",4.3,"(+/- 1.8 )",7.4,"(+/- 1.9 )",6.4,"(+/- 1.9 )",3.5,"(+/- 1.0 )",8.0,"(+/- 2.2 )",7.6,"(+/- 2.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",0.7,"(+/- 1.2 )",3.8,"(+/- 3.1 )",7.9,"(+/- 5.8 )",5.5,"(+/- 3.2 )",1.9,"(+/- 1.9 )",4.6,"(+/- 2.6 )",6.4,"(+/- 3.5 )",4.3,"(+/- 4.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",30.0,"(+/- 4.1 )",13.0,"(+/- 4.2 )",18.6,"(+/- 4.4 )",26.1,"(+/- 4.5 )",23.3,"(+/- 3.7 )",28.0,"(+/- 5.7 )",28.9,"(+/- 5.3 )",35.9,"(+/- 4.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",42.0,"(+/- 6.0 )",16.6,"(+/- 6.1 )",27.7,"(+/- 6.3 )",35.0,"(+/- 6.1 )",32.7,"(+/- 5.5 )",35.2,"(+/- 7.5 )",33.6,"(+/- 6.5 )",48.1,"(+/- 6.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",52.3,"(+/- 15.9 )",39.8,"(+/- 24.9 )",22.3,"(+/- 12.4 )",53.2,"(+/- 15.0 )",28.7,"(+/- 12.0 )",38.4,"(+/- 18.5 )",45.3,"(+/- 15.1 )",60.7,"(+/- 12.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",18.2,"(+/- 1.4 )",5.7,"(+/- 0.7 )",8.3,"(+/- 0.9 )",14.8,"(+/- 1.3 )",13.8,"(+/- 1.1 )",10.8,"(+/- 0.9 )",14.5,"(+/- 1.2 )",16.4,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",27.1,"(+/- 3.4 )",5.3,"(+/- 1.7 )",10.6,"(+/- 1.9 )",17.0,"(+/- 2.8 )",19.1,"(+/- 3.0 )",13.7,"(+/- 2.2 )",17.1,"(+/- 2.5 )",21.3,"(+/- 2.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",26.7,"(+/- 3.4 )",5.0,"(+/- 1.6 )",10.4,"(+/- 1.9 )",16.3,"(+/- 2.7 )",19.0,"(+/- 3.0 )",13.1,"(+/- 2.2 )",16.6,"(+/- 2.4 )",21.1,"(+/- 2.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",26.1,"(+/- 5.1 )",6.9,"(+/- 3.4 )",12.5,"(+/- 3.9 )",18.6,"(+/- 3.9 )",20.2,"(+/- 4.6 )",15.9,"(+/- 3.9 )",21.5,"(+/- 4.4 )",21.5,"(+/- 4.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",27.0,"(+/- 4.0 )",4.4,"(+/- 1.7 )",9.7,"(+/- 1.9 )",15.5,"(+/- 2.7 )",18.6,"(+/- 3.0 )",12.2,"(+/- 2.3 )",14.9,"(+/- 2.5 )",21.0,"(+/- 2.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",15.8,"(+/- 1.1 )",5.8,"(+/- 0.7 )",7.6,"(+/- 0.8 )",14.1,"(+/- 1.0 )",12.3,"(+/- 0.9 )",9.8,"(+/- 0.7 )",13.8,"(+/- 1.1 )",15.0,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",13.5,"(+/- 1.7 )",6.6,"(+/- 1.1 )",6.7,"(+/- 1.2 )",10.2,"(+/- 1.3 )",9.5,"(+/- 1.4 )",7.8,"(+/- 0.9 )",10.3,"(+/- 1.4 )",12.3,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",15.7,"(+/- 1.8 )",3.4,"(+/- 0.8 )",6.0,"(+/- 1.0 )",9.8,"(+/- 1.4 )",10.6,"(+/- 1.5 )",7.7,"(+/- 1.0 )",10.7,"(+/- 1.4 )",12.5,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",24.2,"(+/- 1.9 )",16.5,"(+/- 1.7 )",19.5,"(+/- 2.0 )",34.5,"(+/- 2.3 )",23.5,"(+/- 1.7 )",24.6,"(+/- 1.7 )",29.2,"(+/- 2.3 )",32.4,"(+/- 2.4 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",161582,"(+/- 5634 )",181270,"(+/- 6330 )",189203,"(+/- 6363 )",196414,"(+/- 5474 )",171645,"(+/- 6374 )",196361,"(+/- 5645 )",194561,"(+/- 4234 )",165275,"(+/- 4937 )"
Education,"School Enrollment","Nursery school, preschool",6202,"(+/- 1160 )",15039,"(+/- 2009 )",12214,"(+/- 2079 )",9283,"(+/- 1897 )",11696,"(+/- 1825 )",10681,"(+/- 1510 )",10875,"(+/- 1867 )",10871,"(+/- 1875 )"
Education,"School Enrollment",Kindergarten,8963,"(+/- 2069 )",9000,"(+/- 1461 )",11154,"(+/- 1841 )",7854,"(+/- 1398 )",9237,"(+/- 1904 )",9310,"(+/- 1579 )",9209,"(+/- 1585 )",7869,"(+/- 1362 )"
Education,"School Enrollment","Elementary school (grades 1-8)",65725,"(+/- 3171 )",71608,"(+/- 3650 )",83812,"(+/- 3595 )",78995,"(+/- 2700 )",79302,"(+/- 3424 )",86793,"(+/- 3690 )",82337,"(+/- 2624 )",76481,"(+/- 2931 )"
Education,"School Enrollment","High school (grades 9-12)",30989,"(+/- 2291 )",40933,"(+/- 2926 )",45155,"(+/- 3137 )",42118,"(+/- 3004 )",34015,"(+/- 2444 )",46484,"(+/- 2856 )",36567,"(+/- 2088 )",38257,"(+/- 2303 )"
Education,"School Enrollment","College or graduate school",49703,"(+/- 3973 )",44690,"(+/- 3909 )",36868,"(+/- 3147 )",58164,"(+/- 3955 )",37395,"(+/- 3734 )",43093,"(+/- 3346 )",55573,"(+/- 3476 )",31797,"(+/- 2968 )"
Education,"Educational Attainment","Population 25 years and over",493885,"(+/- 6733 )",544874,"(+/- 8551 )",565341,"(+/- 6409 )",518025,"(+/- 4248 )",542486,"(+/- 5301 )",531110,"(+/- 5869 )",535963,"(+/- 2690 )",494950,"(+/- 4349 )"
Education,"Educational Attainment","Less than 9th grade",12887,"(+/- 2066 )",8060,"(+/- 1906 )",10091,"(+/- 1673 )",17099,"(+/- 2627 )",13105,"(+/- 2137 )",13289,"(+/- 1580 )",16182,"(+/- 2535 )",17264,"(+/- 1900 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",36674,"(+/- 3668 )",13732,"(+/- 2170 )",34577,"(+/- 3847 )",27369,"(+/- 2774 )",31463,"(+/- 3080 )",24461,"(+/- 2079 )",32494,"(+/- 3198 )",46638,"(+/- 2818 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",128593,"(+/- 5753 )",100518,"(+/- 5977 )",181124,"(+/- 5979 )",182802,"(+/- 6313 )",166019,"(+/- 6043 )",173363,"(+/- 5915 )",171561,"(+/- 7022 )",199914,"(+/- 6044 )"
Education,"Educational Attainment","Some college, no degree",109152,"(+/- 6956 )",89651,"(+/- 5320 )",118255,"(+/- 6580 )",103846,"(+/- 5336 )",116262,"(+/- 4784 )",111639,"(+/- 5344 )",128646,"(+/- 6137 )",98424,"(+/- 5272 )"
Education,"Educational Attainment","Associate's degree",38358,"(+/- 3997 )",40938,"(+/- 3398 )",58985,"(+/- 3908 )",47120,"(+/- 3708 )",46231,"(+/- 4183 )",41967,"(+/- 3100 )",38383,"(+/- 3555 )",38855,"(+/- 3553 )"
Education,"Educational Attainment","Bachelor's degree",96303,"(+/- 5347 )",170362,"(+/- 5908 )",105725,"(+/- 5023 )",84021,"(+/- 5287 )",105990,"(+/- 5730 )",105223,"(+/- 4438 )",95890,"(+/- 4866 )",59701,"(+/- 4000 )"
Education,"Educational Attainment","Graduate or professional degree",71918,"(+/- 3876 )",121613,"(+/- 5521 )",56584,"(+/- 4093 )",55768,"(+/- 3810 )",63416,"(+/- 4182 )",61168,"(+/- 4151 )",52807,"(+/- 4182 )",34154,"(+/- 2879 )"
Education,"Educational Attainment","Percent high school graduate or higher",90.0,"(+/- 0.9 )",96.0,"(+/- 0.5 )",92.1,"(+/- 0.8 )",91.4,"(+/- 0.7 )",91.8,"(+/- 0.7 )",92.9,"(+/- 0.5 )",90.9,"(+/- 0.7 )",87.1,"(+/- 0.7 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",34.1,"(+/- 1.3 )",53.6,"(+/- 1.2 )",28.7,"(+/- 1.1 )",27.0,"(+/- 1.2 )",31.2,"(+/- 1.1 )",31.3,"(+/- 1.0 )",27.7,"(+/- 1.3 )",19.0,"(+/- 1.0 )"

"Source: 2021 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",425542,G,451060,G,246993,G,207827,G,420141,G,218314,G,317263,G,205281,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",487,J,67,G,141,G,164,G,73,H,320,H,225,H,605,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",0,N,234,H,478,H,265,J,174,J,308,G,284,G,1653,H
Business,"Paid employees for pay period including March 12",Utilities,4820,J,1328,H,2479,J,1521,H,2196,J,1363,G,1426,G,1640,J
Business,"Paid employees for pay period including March 12",Construction,19625,G,22410,G,19504,G,10697,G,25588,G,11573,G,13692,G,8972,G
Business,"Paid employees for pay period including March 12",Manufacturing,47184,G,18390,G,39353,G,25959,G,41211,G,31231,G,40578,G,32291,G
Business,"Paid employees for pay period including March 12","Wholesale trade",26882,G,16368,G,10665,G,7703,G,34288,H,9479,G,15881,G,8757,G
Business,"Paid employees for pay period including March 12","Retail trade",28129,G,52469,G,41575,G,34628,G,41507,G,35163,G,43122,G,33420,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",23391,G,6248,G,8742,G,7809,G,12775,G,9700,G,19540,G,8574,G
Business,"Paid employees for pay period including March 12",Information,9414,H,12950,H,5507,H,2572,G,10202,G,3202,G,7050,G,2618,H
Business,"Paid employees for pay period including March 12","Finance and insurance",19860,H,39562,G,8784,G,12052,G,26417,G,9714,G,10845,G,7369,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",5966,G,7189,G,2764,G,2748,G,5745,G,3364,G,5527,G,2562,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",26860,G,44679,G,9016,G,9424,G,46427,H,7511,G,12743,G,4681,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",24420,G,36943,H,3460,H,1466,G,8966,G,2726,G,9767,G,1679,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",30675,G,29193,G,10562,G,7681,G,20881,G,10207,G,16193,G,5640,G
Business,"Paid employees for pay period including March 12","Educational services",36379,H,11855,G,5350,H,3791,G,9108,G,4366,G,5122,G,781,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",61894,G,75557,H,33674,G,41148,G,65761,G,37375,G,55247,G,51051,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",6276,G,9971,G,3509,G,2132,G,7714,G,3491,G,6801,G,1587,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",38101,G,45057,G,29310,G,26879,G,40418,G,26928,G,38712,G,22660,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",14984,G,20553,G,12075,G,9150,G,20589,G,10237,G,14440,G,8600,G
Business,"Paid employees for pay period including March 12","Industries not classified",167,J,37,G,45,H,38,H,101,J,56,J,68,J,141,J
Business,"Annual payroll ($1,000)","Total for all sectors",24976759,G,26971043,G,10422532,G,8320277,G,23831709,G,9129254,G,12930169,G,7499288,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",11566,J,1502,G,2689,H,6279,G,3231,H,11685,G,5957,H,30664,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",0,N,16325,G,26421,G,15536,J,16776,J,17669,G,19289,G,107251,H
Business,"Annual payroll ($1,000)",Utilities,527580,J,139209,H,282776,J,144748,H,261097,J,147607,H,139225,G,147946,H
Business,"Annual payroll ($1,000)",Construction,1474875,G,1520954,G,1170193,G,577897,G,1887085,G,759376,G,701582,G,451006,G
Business,"Annual payroll ($1,000)",Manufacturing,3584893,H,1124259,G,2183426,G,1206225,G,2770739,G,1764118,G,1873126,G,1386240,G
Business,"Annual payroll ($1,000)","Wholesale trade",2024218,H,1381670,G,613415,G,377052,G,1449180,G,550971,G,834860,G,442948,G
Business,"Annual payroll ($1,000)","Retail trade",858710,G,1524136,G,1312804,G,986479,G,1201139,G,914330,G,1217954,G,914230,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",977858,G,316448,G,421348,G,305190,G,572903,G,414338,G,979187,G,379094,G
Business,"Annual payroll ($1,000)",Information,770925,H,1281712,H,242690,H,123922,G,852795,H,137370,G,369355,G,129314,H
Business,"Annual payroll ($1,000)","Finance and insurance",1919424,H,4463435,G,556358,G,984806,H,2511757,G,616643,G,637977,G,365016,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",299609,G,466126,G,125002,G,106119,G,387923,G,147415,G,189297,G,85015,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",2241197,G,3783305,G,424479,G,424946,G,4440940,H,421836,G,785121,G,206103,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",2659900,G,3396697,H,225905,H,122887,G,986622,G,282500,H,685105,G,100069,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",1021978,G,1276776,G,379907,G,245693,G,808077,G,380104,G,470589,G,165025,G
Business,"Annual payroll ($1,000)","Educational services",2339246,H,386795,G,134039,H,97103,H,306783,G,116270,G,125365,H,17772,G
Business,"Annual payroll ($1,000)","Health care and social assistance",2744329,H,4366181,H,1420285,G,1923252,G,3507227,G,1702818,G,2736253,G,1996918,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",339131,H,179474,G,60327,G,35729,G,503950,H,48665,G,119558,G,31734,G
Business,"Annual payroll ($1,000)","Accommodation and food services",617976,G,717692,G,464899,G,406453,G,693706,G,410447,G,647347,G,333949,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",559043,G,625235,G,374825,G,229466,G,667771,G,284119,G,391337,G,207866,G
Business,"Annual payroll ($1,000)","Industries not classified",2018,H,3112,G,744,G,495,H,2008,G,973,H,1685,H,1128,G
Business,"Total Establishments","Total for all sectors",19726,X,24474,X,17586,X,15963,X,20301,X,16389,X,19339,X,16279,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",3,X,11,X,31,X,52,X,14,X,56,X,39,X,107,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",0,N,16,X,31,X,42,X,12,X,43,X,24,X,67,X
Business,"Total Establishments",Utilities,30,X,20,X,54,X,63,X,27,X,62,X,47,X,75,X
Business,"Total Establishments",Construction,962,X,1803,X,2474,X,1899,X,1510,X,1706,X,1849,X,1428,X
Business,"Total Establishments",Manufacturing,743,X,539,X,778,X,613,X,745,X,534,X,776,X,823,X
Business,"Total Establishments","Wholesale trade",1104,X,1221,X,764,X,564,X,1048,X,784,X,859,X,659,X
Business,"Total Establishments","Retail trade",1966,X,2650,X,2504,X,2392,X,2495,X,2255,X,2960,X,2695,X
Business,"Total Establishments","Transportation and warehousing",545,X,546,X,544,X,576,X,585,X,695,X,782,X,761,X
Business,"Total Establishments",Information,340,X,454,X,273,X,288,X,422,X,283,X,329,X,272,X
Business,"Total Establishments","Finance and insurance",805,X,2440,X,1191,X,1056,X,1285,X,1252,X,1325,X,1094,X
Business,"Total Establishments","Real estate and rental and leasing",803,X,1314,X,746,X,720,X,982,X,777,X,1026,X,561,X
Business,"Total Establishments","Professional, scientific, and technical services",1780,X,3184,X,1341,X,1164,X,2458,X,1327,X,1577,X,894,X
Business,"Total Establishments","Management of companies and enterprises",267,X,518,X,73,X,50,X,175,X,74,X,127,X,74,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",906,X,1433,X,1020,X,761,X,987,X,819,X,931,X,564,X
Business,"Total Establishments","Educational services",247,X,354,X,178,X,139,X,250,X,167,X,161,X,94,X
Business,"Total Establishments","Health care and social assistance",5082,X,3619,X,1920,X,2002,X,3041,X,2063,X,2022,X,2637,X
Business,"Total Establishments","Arts, entertainment, and recreation",262,X,445,X,273,X,224,X,312,X,247,X,375,X,174,X
Business,"Total Establishments","Accommodation and food services",1786,X,1788,X,1481,X,1471,X,1775,X,1350,X,1945,X,1385,X
Business,"Total Establishments","Other services (except public administration)",1835,X,2068,X,1878,X,1847,X,2095,X,1827,X,2111,X,1765,X
Business,"Total Establishments","Industries not classified",259,X,51,X,32,X,40,X,83,X,68,X,74,X,150,X

"Source: 2020 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
