Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",691725,"(+/- 8940 )",702894,"(+/- 18028 )",703055,"(+/- 18380 )",702649,"(+/- 14887 )",745516,"(+/- 13864 )",722740,"(+/- 14044 )",676959,"(+/- 14191 )",744491,"(+/- 12509 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",530150,"(+/- 11942 )",527021,"(+/- 17072 )",559656,"(+/- 16653 )",529277,"(+/- 15671 )",629379,"(+/- 15759 )",547145,"(+/- 15363 )",474325,"(+/- 12884 )",623808,"(+/- 12312 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",284373,"(+/- 7481 )",280611,"(+/- 14320 )",249407,"(+/- 13346 )",282201,"(+/- 12802 )",234174,"(+/- 9210 )",277075,"(+/- 9656 )",308016,"(+/- 14153 )",226527,"(+/- 8184 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",36892,"(+/- 3476 )",43423,"(+/- 5846 )",37411,"(+/- 4583 )",76098,"(+/- 6860 )",45570,"(+/- 5924 )",47046,"(+/- 6740 )",39975,"(+/- 5197 )",42854,"(+/- 4456 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",166024,"(+/- 4767 )",172111,"(+/- 8702 )",172096,"(+/- 9575 )",192921,"(+/- 6515 )",186606,"(+/- 6910 )",185680,"(+/- 7299 )",172809,"(+/- 7307 )",189743,"(+/- 7379 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",9184,"(+/- 2078 )",8331,"(+/- 2930 )",4907,"(+/- 1798 )",12703,"(+/- 2965 )",6903,"(+/- 2317 )",6284,"(+/- 1874 )",9367,"(+/- 3107 )",4708,"(+/- 1324 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",6.4,"(+/- 1.0 )",9.3,"(+/- 1.5 )",5.9,"(+/- 1.1 )",7.2,"(+/- 0.9 )",5.0,"(+/- 0.9 )",8.3,"(+/- 1.1 )",12.3,"(+/- 1.9 )",5.2,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",10.6,"(+/- 1.9 )",15.9,"(+/- 2.8 )",9.3,"(+/- 2.1 )",11.5,"(+/- 1.8 )",6.2,"(+/- 1.4 )",12.5,"(+/- 2.1 )",18.6,"(+/- 3.5 )",8.2,"(+/- 1.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",8.9,"(+/- 4.4 )",12.8,"(+/- 7.1 )",10.7,"(+/- 5.7 )",11.7,"(+/- 5.4 )",1.9,"(+/- 2.0 )",13.1,"(+/- 5.1 )",14.8,"(+/- 6.8 )",6.1,"(+/- 3.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",3.0,"(+/- 0.7 )",3.5,"(+/- 1.1 )",3.3,"(+/- 0.9 )",4.1,"(+/- 0.9 )",2.7,"(+/- 0.7 )",4.6,"(+/- 1.0 )",5.0,"(+/- 1.5 )",2.8,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",3.1,"(+/- 1.1 )",4.8,"(+/- 2.2 )",3.9,"(+/- 1.8 )",6.7,"(+/- 1.8 )",3.0,"(+/- 1.3 )",6.0,"(+/- 2.1 )",5.7,"(+/- 2.7 )",3.8,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",3.3,"(+/- 2.4 )",1.8,"(+/- 2.0 )",4.2,"(+/- 4.0 )",3.8,"(+/- 3.4 )",0.4,"(+/- 0.7 )",3.9,"(+/- 4.0 )",1.3,"(+/- 2.1 )",4.5,"(+/- 4.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",20.1,"(+/- 5.0 )",21.1,"(+/- 4.2 )",15.2,"(+/- 4.1 )",14.1,"(+/- 2.8 )",13.4,"(+/- 3.1 )",23.7,"(+/- 4.7 )",26.2,"(+/- 4.1 )",14.9,"(+/- 3.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",29.3,"(+/- 7.5 )",31.8,"(+/- 6.8 )",20.3,"(+/- 5.7 )",19.9,"(+/- 4.6 )",15.7,"(+/- 4.6 )",31.4,"(+/- 6.6 )",35.8,"(+/- 5.7 )",22.4,"(+/- 5.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",37.7,"(+/- 25.5 )",40.9,"(+/- 20.1 )",34.7,"(+/- 20.8 )",28.9,"(+/- 16.1 )",7.7,"(+/- 9.1 )",36.1,"(+/- 16.2 )",45.3,"(+/- 18.9 )",19.6,"(+/- 20.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",9.4,"(+/- 1.0 )",11.8,"(+/- 1.3 )",8.1,"(+/- 1.1 )",10.5,"(+/- 1.1 )",7.6,"(+/- 0.9 )",11.5,"(+/- 1.3 )",16.7,"(+/- 1.8 )",7.1,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",12.1,"(+/- 2.2 )",18.2,"(+/- 3.3 )",11.1,"(+/- 3.1 )",14.5,"(+/- 2.6 )",7.8,"(+/- 1.9 )",15.8,"(+/- 2.9 )",23.5,"(+/- 4.4 )",9.4,"(+/- 2.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",11.9,"(+/- 2.2 )",17.8,"(+/- 3.2 )",10.8,"(+/- 3.0 )",14.0,"(+/- 2.6 )",7.6,"(+/- 1.9 )",15.6,"(+/- 2.9 )",23.5,"(+/- 4.5 )",9.2,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",11.9,"(+/- 3.1 )",17.7,"(+/- 5.1 )",11.9,"(+/- 4.0 )",17.5,"(+/- 4.7 )",7.5,"(+/- 2.6 )",14.7,"(+/- 3.9 )",29.4,"(+/- 6.9 )",11.3,"(+/- 3.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",11.9,"(+/- 2.5 )",17.9,"(+/- 3.4 )",10.3,"(+/- 3.1 )",12.8,"(+/- 2.7 )",7.6,"(+/- 2.2 )",15.9,"(+/- 3.1 )",21.4,"(+/- 4.5 )",8.6,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",8.7,"(+/- 0.8 )",10.0,"(+/- 0.9 )",7.3,"(+/- 0.8 )",9.2,"(+/- 0.8 )",7.5,"(+/- 0.8 )",10.3,"(+/- 1.1 )",14.7,"(+/- 1.3 )",6.5,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",8.4,"(+/- 1.3 )",8.3,"(+/- 1.4 )",7.7,"(+/- 1.3 )",7.8,"(+/- 1.2 )",8.2,"(+/- 1.6 )",9.3,"(+/- 1.3 )",16.2,"(+/- 2.3 )",7.2,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",6.8,"(+/- 1.1 )",9.9,"(+/- 1.5 )",6.2,"(+/- 1.3 )",8.4,"(+/- 1.2 )",5.1,"(+/- 1.0 )",9.4,"(+/- 1.4 )",13.8,"(+/- 2.2 )",5.4,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",22.4,"(+/- 2.2 )",19.2,"(+/- 1.9 )",15.3,"(+/- 1.9 )",18.9,"(+/- 2.1 )",20.9,"(+/- 2.1 )",21.4,"(+/- 2.3 )",26.8,"(+/- 2.3 )",15.5,"(+/- 1.6 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",172816,"(+/- 5775 )",182915,"(+/- 9277 )",183540,"(+/- 9773 )",188891,"(+/- 8508 )",206771,"(+/- 7152 )",187900,"(+/- 8081 )",191095,"(+/- 9273 )",202261,"(+/- 8170 )"
Education,"School Enrollment","Nursery school, preschool",8533,"(+/- 1542 )",6687,"(+/- 1511 )",10743,"(+/- 2344 )",8199,"(+/- 1794 )",8750,"(+/- 1542 )",9131,"(+/- 1754 )",9162,"(+/- 1950 )",11379,"(+/- 2108 )"
Education,"School Enrollment",Kindergarten,7916,"(+/- 1349 )",9455,"(+/- 2182 )",7656,"(+/- 1692 )",10832,"(+/- 1953 )",10112,"(+/- 2161 )",8696,"(+/- 1593 )",11197,"(+/- 2157 )",11234,"(+/- 1722 )"
Education,"School Enrollment","Elementary school (grades 1-8)",71708,"(+/- 3840 )",71979,"(+/- 5524 )",70257,"(+/- 5236 )",80654,"(+/- 4229 )",76036,"(+/- 3893 )",79072,"(+/- 4622 )",67150,"(+/- 4854 )",80912,"(+/- 4810 )"
Education,"School Enrollment","High school (grades 9-12)",41814,"(+/- 2867 )",35706,"(+/- 3725 )",34004,"(+/- 3514 )",41534,"(+/- 3092 )",41866,"(+/- 2956 )",41009,"(+/- 2672 )",38234,"(+/- 2856 )",45652,"(+/- 3169 )"
Education,"School Enrollment","College or graduate school",42845,"(+/- 3368 )",59088,"(+/- 4565 )",60880,"(+/- 4415 )",47672,"(+/- 4657 )",70007,"(+/- 4469 )",49992,"(+/- 4318 )",65352,"(+/- 6510 )",53084,"(+/- 4345 )"
Education,"Educational Attainment","Population 25 years and over",517173,"(+/- 6363 )",532714,"(+/- 11053 )",527524,"(+/- 11821 )",545148,"(+/- 9049 )",549554,"(+/- 8460 )",549512,"(+/- 8252 )",497858,"(+/- 9661 )",553777,"(+/- 9285 )"
Education,"Educational Attainment","Less than 9th grade",11579,"(+/- 1723 )",17864,"(+/- 2485 )",15433,"(+/- 2923 )",34039,"(+/- 3514 )",22889,"(+/- 3205 )",23214,"(+/- 3536 )",16088,"(+/- 2630 )",19089,"(+/- 3064 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",29561,"(+/- 2446 )",33837,"(+/- 4127 )",21292,"(+/- 3132 )",29305,"(+/- 3856 )",23481,"(+/- 3143 )",33561,"(+/- 3169 )",29588,"(+/- 3472 )",19998,"(+/- 2701 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",155360,"(+/- 5730 )",150112,"(+/- 7539 )",96187,"(+/- 6783 )",144633,"(+/- 6439 )",139087,"(+/- 6847 )",132778,"(+/- 5236 )",113357,"(+/- 5885 )",87533,"(+/- 4815 )"
Education,"Educational Attainment","Some college, no degree",101205,"(+/- 5754 )",109139,"(+/- 6785 )",89704,"(+/- 4827 )",106773,"(+/- 6400 )",111213,"(+/- 6438 )",82705,"(+/- 4890 )",89431,"(+/- 6256 )",70181,"(+/- 4344 )"
Education,"Educational Attainment","Associate's degree",40772,"(+/- 3948 )",41688,"(+/- 3994 )",32767,"(+/- 3420 )",33694,"(+/- 3578 )",42685,"(+/- 3100 )",39695,"(+/- 3926 )",32670,"(+/- 3301 )",30871,"(+/- 3272 )"
Education,"Educational Attainment","Bachelor's degree",106854,"(+/- 5258 )",103252,"(+/- 5471 )",137798,"(+/- 6908 )",116382,"(+/- 6771 )",113615,"(+/- 6355 )",122422,"(+/- 6222 )",109867,"(+/- 5845 )",146343,"(+/- 5982 )"
Education,"Educational Attainment","Graduate or professional degree",71842,"(+/- 4987 )",76822,"(+/- 5380 )",134343,"(+/- 6459 )",80322,"(+/- 5223 )",96584,"(+/- 4510 )",115137,"(+/- 4752 )",106857,"(+/- 5280 )",179762,"(+/- 5843 )"
Education,"Educational Attainment","Percent high school graduate or higher",92.0,"(+/- 0.6 )",90.3,"(+/- 0.9 )",93.0,"(+/- 0.8 )",88.4,"(+/- 1.0 )",91.6,"(+/- 0.8 )",89.7,"(+/- 0.9 )",90.8,"(+/- 0.8 )",92.9,"(+/- 0.8 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",34.6,"(+/- 1.3 )",33.8,"(+/- 1.2 )",51.6,"(+/- 1.5 )",36.1,"(+/- 1.4 )",38.2,"(+/- 1.2 )",43.2,"(+/- 1.2 )",43.5,"(+/- 1.3 )",58.9,"(+/- 1.1 )"

"Source: 2021 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",203994,G,354454,G,399454,G,206109,G,224879,G,299670,G,308709,G,342472,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",314,G,272,J,15,G,4,J,82,G,165,G,40,H,81,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",160,G,229,H,0,N,0,N,146,H,464,H,15,G,106,H
Business,"Paid employees for pay period including March 12",Utilities,968,H,951,J,2679,J,349,J,1905,G,670,H,1649,J,303,J
Business,"Paid employees for pay period including March 12",Construction,15627,G,27645,G,21361,G,18576,G,31315,G,19625,G,8897,G,21625,G
Business,"Paid employees for pay period including March 12",Manufacturing,17543,H,22244,G,19015,H,4598,G,4809,G,18488,G,5750,G,6859,G
Business,"Paid employees for pay period including March 12","Wholesale trade",7838,G,25821,G,15757,G,8592,G,5299,G,9474,G,5993,H,8111,H
Business,"Paid employees for pay period including March 12","Retail trade",33865,G,52082,G,42826,G,31043,G,32413,G,44963,G,23944,G,32385,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",9218,G,22716,G,18224,H,12136,H,5925,H,11271,G,3974,H,4330,G
Business,"Paid employees for pay period including March 12",Information,2384,G,6272,G,12559,G,5232,G,2780,H,7756,H,4304,G,8530,G
Business,"Paid employees for pay period including March 12","Finance and insurance",5471,G,13292,G,14411,G,4937,G,4014,G,13469,G,21311,H,18325,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2585,G,8234,H,8014,G,5739,G,5993,H,4051,G,6799,G,10283,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",9414,G,42309,G,53073,H,19465,G,35193,G,40787,G,33713,G,52634,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",1100,G,10297,G,14987,H,1689,H,2354,H,4536,H,8759,J,12639,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",11353,G,26687,G,24942,G,16319,G,16524,G,18901,G,17370,G,38145,G
Business,"Paid employees for pay period including March 12","Educational services",4766,H,4534,H,16232,H,4077,G,3143,G,5782,H,35526,H,10988,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",37248,G,40371,G,64954,G,27485,G,32681,G,49074,G,86972,H,60628,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",4659,G,4845,G,10169,G,4065,G,2311,G,5965,G,5737,H,7451,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",29250,G,32788,G,40277,G,29910,G,27321,G,31363,G,23609,G,27049,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",10206,G,12854,G,19896,G,11826,G,10578,G,12842,G,14327,G,21965,G
Business,"Paid employees for pay period including March 12","Industries not classified",25,H,11,J,60,J,67,G,93,H,24,H,20,J,35,H
Business,"Annual payroll ($1,000)","Total for all sectors",8700815,G,20868190,G,24388486,G,9446156,G,11581306,G,16191488,G,20544026,G,23395230,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",12876,G,11870,J,365,J,224,G,2875,G,8038,H,1088,H,3662,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",10916,G,15501,H,0,N,0,N,8822,G,26645,H,704,H,6877,H
Business,"Annual payroll ($1,000)",Utilities,106535,H,107235,J,418212,J,36224,J,250154,G,74908,H,200471,J,34530,J
Business,"Annual payroll ($1,000)",Construction,824464,G,1975605,G,1424379,G,1248633,G,2094163,G,1244427,G,561429,G,1492571,G
Business,"Annual payroll ($1,000)",Manufacturing,1097469,H,1437121,G,1563152,H,260184,G,292888,G,1276001,G,582135,H,410411,H
Business,"Annual payroll ($1,000)","Wholesale trade",470412,G,1759907,G,1183697,G,515418,G,391275,G,676618,G,483073,H,905041,H
Business,"Annual payroll ($1,000)","Retail trade",1033132,G,1629017,G,1306955,G,892761,G,977259,G,1350614,G,689143,G,1045839,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",386303,G,1154963,G,1049702,H,475306,H,232620,G,506549,G,204349,G,238874,G
Business,"Annual payroll ($1,000)",Information,121905,G,521519,G,1348245,G,414635,H,238504,H,668413,H,331933,G,972993,G
Business,"Annual payroll ($1,000)","Finance and insurance",388922,G,1373594,G,1634777,G,411621,G,329481,G,1142361,G,3401790,H,2593546,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",122751,G,508958,H,488146,G,275125,G,347941,H,210439,G,468113,G,1040583,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",632486,G,4664683,H,5626761,H,1621484,G,2980289,G,4117602,G,3292236,G,5226844,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",107880,G,1032953,G,1445936,G,188616,G,239943,H,382667,H,891644,H,1675483,J
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",503181,G,1155884,G,1112780,G,640735,G,664420,G,788414,G,800402,G,1610089,G
Business,"Annual payroll ($1,000)","Educational services",139152,G,151193,H,650778,H,139727,G,108076,G,201069,H,2451284,J,494324,G
Business,"Annual payroll ($1,000)","Health care and social assistance",1779050,G,1984116,H,3396800,G,1241569,G,1548657,G,2424472,G,5168217,H,3591100,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",106611,G,351406,H,277666,G,77494,H,48567,G,94855,G,119839,H,146859,G
Business,"Annual payroll ($1,000)","Accommodation and food services",559034,G,572550,G,696849,G,557183,G,440287,G,526596,G,387227,G,488655,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",297049,G,459851,G,760815,G,447004,G,383462,G,469585,G,507630,G,1415030,G
Business,"Annual payroll ($1,000)","Industries not classified",687,H,264,G,1875,G,2213,G,1623,H,1215,H,1319,G,1919,G
Business,"Total Establishments","Total for all sectors",17527,X,16574,X,21350,X,13326,X,14558,X,19275,X,15459,X,20941,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",77,X,5,X,5,X,3,X,16,X,47,X,11,X,21,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",15,X,4,X,0,N,0,N,10,X,13,X,3,X,3,X
Business,"Total Establishments",Utilities,39,X,24,X,42,X,11,X,21,X,24,X,32,X,19,X
Business,"Total Establishments",Construction,2507,X,1602,X,1698,X,1537,X,2009,X,1771,X,999,X,2119,X
Business,"Total Establishments",Manufacturing,493,X,459,X,458,X,213,X,241,X,476,X,235,X,317,X
Business,"Total Establishments","Wholesale trade",661,X,921,X,917,X,473,X,402,X,737,X,415,X,531,X
Business,"Total Establishments","Retail trade",2342,X,2265,X,2436,X,1904,X,1825,X,2439,X,1989,X,1872,X
Business,"Total Establishments","Transportation and warehousing",602,X,694,X,526,X,390,X,413,X,493,X,230,X,283,X
Business,"Total Establishments",Information,238,X,241,X,457,X,208,X,227,X,333,X,245,X,453,X
Business,"Total Establishments","Finance and insurance",857,X,847,X,1182,X,598,X,590,X,971,X,949,X,1246,X
Business,"Total Establishments","Real estate and rental and leasing",889,X,803,X,1135,X,750,X,634,X,855,X,857,X,1277,X
Business,"Total Establishments","Professional, scientific, and technical services",1696,X,2158,X,3595,X,1679,X,2063,X,3071,X,2731,X,4088,X
Business,"Total Establishments","Management of companies and enterprises",50,X,146,X,185,X,66,X,63,X,432,X,107,X,170,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",1141,X,1050,X,1209,X,824,X,887,X,1230,X,834,X,1268,X
Business,"Total Establishments","Educational services",221,X,187,X,394,X,213,X,206,X,282,X,279,X,463,X
Business,"Total Establishments","Health care and social assistance",1889,X,1867,X,2772,X,1552,X,1884,X,2404,X,2201,X,2857,X
Business,"Total Establishments","Arts, entertainment, and recreation",343,X,229,X,349,X,173,X,194,X,256,X,239,X,338,X
Business,"Total Establishments","Accommodation and food services",1590,X,1564,X,1979,X,1208,X,1312,X,1614,X,1464,X,1416,X
Business,"Total Establishments","Other services (except public administration)",1851,X,1490,X,1968,X,1489,X,1529,X,1797,X,1612,X,2148,X
Business,"Total Establishments","Industries not classified",26,X,18,X,42,X,35,X,32,X,30,X,27,X,52,X

"Source: 2020 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
