Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE","District 39 Estimate","District 39 MOE","District 40 Estimate","District 40 MOE","District 41 Estimate","District 41 MOE","District 42 Estimate","District 42 MOE","District 43 Estimate","District 43 MOE","District 44 Estimate","District 44 MOE","District 45 Estimate","District 45 MOE","District 46 Estimate","District 46 MOE","District 47 Estimate","District 47 MOE","District 48 Estimate","District 48 MOE","District 49 Estimate","District 49 MOE","District 50 Estimate","District 50 MOE","District 51 Estimate","District 51 MOE","District 52 Estimate","District 52 MOE","District 53 Estimate","District 53 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",9.2,"(+/- 1.4 )",6.6,"(+/- 1.0 )",8.9,"(+/- 1.2 )",5.7,"(+/- 0.9 )",7.1,"(+/- 1.2 )",11.3,"(+/- 1.6 )",6.9,"(+/- 1.1 )",12.2,"(+/- 1.5 )",9.4,"(+/- 1.2 )",9.4,"(+/- 1.4 )",6.3,"(+/- 1.1 )",6.8,"(+/- 1.2 )",8.1,"(+/- 1.2 )",4.6,"(+/- 1.0 )",4.5,"(+/- 0.8 )",22.4,"(+/- 1.9 )",4.7,"(+/- 0.8 )",3.0,"(+/- 0.6 )",5.3,"(+/- 0.8 )",7.4,"(+/- 1.2 )",20.1,"(+/- 1.8 )",11.8,"(+/- 1.3 )",12.4,"(+/- 1.6 )",8.4,"(+/- 1.2 )",7.9,"(+/- 1.1 )",6.5,"(+/- 0.9 )",8.1,"(+/- 1.1 )",8.3,"(+/- 1.2 )",13.6,"(+/- 1.2 )",8.1,"(+/- 1.1 )",11.2,"(+/- 1.7 )",9.2,"(+/- 1.2 )",5.9,"(+/- 1.1 )",17.9,"(+/- 1.4 )",10.3,"(+/- 1.2 )",11.5,"(+/- 1.3 )",11.0,"(+/- 1.5 )",7.6,"(+/- 1.0 )",7.1,"(+/- 1.0 )",15.6,"(+/- 1.4 )",8.9,"(+/- 1.2 )",6.2,"(+/- 1.1 )",12.2,"(+/- 1.4 )",14.8,"(+/- 1.4 )",6.7,"(+/- 1.1 )",9.1,"(+/- 1.4 )",11.1,"(+/- 1.3 )",6.3,"(+/- 0.9 )",4.7,"(+/- 1.0 )",7.3,"(+/- 1.1 )",13.0,"(+/- 1.6 )",5.7,"(+/- 1.0 )",7.1,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",16.2,"(+/- 2.7 )",10.6,"(+/- 1.9 )",13.3,"(+/- 2.2 )",7.7,"(+/- 1.9 )",12.1,"(+/- 2.4 )",17.2,"(+/- 2.8 )",9.5,"(+/- 1.8 )",15.4,"(+/- 2.6 )",12.5,"(+/- 2.0 )",12.8,"(+/- 2.0 )",10.3,"(+/- 2.1 )",9.0,"(+/- 2.2 )",12.6,"(+/- 2.3 )",5.1,"(+/- 1.2 )",5.4,"(+/- 1.2 )",29.9,"(+/- 2.9 )",5.0,"(+/- 1.3 )",4.1,"(+/- 1.2 )",7.6,"(+/- 1.5 )",10.3,"(+/- 1.9 )",27.1,"(+/- 2.7 )",16.1,"(+/- 2.2 )",18.3,"(+/- 2.7 )",13.8,"(+/- 2.4 )",11.2,"(+/- 1.9 )",9.9,"(+/- 1.6 )",11.0,"(+/- 1.9 )",11.2,"(+/- 2.4 )",18.3,"(+/- 1.9 )",12.4,"(+/- 2.2 )",14.9,"(+/- 2.8 )",13.4,"(+/- 2.3 )",6.8,"(+/- 2.0 )",25.9,"(+/- 2.6 )",14.0,"(+/- 1.9 )",20.7,"(+/- 2.8 )",17.4,"(+/- 2.6 )",10.1,"(+/- 1.8 )",10.1,"(+/- 1.7 )",21.4,"(+/- 2.2 )",12.2,"(+/- 2.0 )",8.5,"(+/- 1.9 )",18.8,"(+/- 2.7 )",21.2,"(+/- 2.1 )",7.3,"(+/- 1.7 )",13.0,"(+/- 2.1 )",16.3,"(+/- 2.3 )",8.9,"(+/- 1.6 )",7.2,"(+/- 1.8 )",9.8,"(+/- 1.9 )",17.8,"(+/- 2.6 )",7.8,"(+/- 2.1 )",11.6,"(+/- 2.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",16.6,"(+/- 5.8 )",7.6,"(+/- 5.2 )",5.9,"(+/- 3.3 )",8.5,"(+/- 3.9 )",9.9,"(+/- 6.4 )",13.0,"(+/- 5.9 )",10.7,"(+/- 5.7 )",16.8,"(+/- 8.1 )",5.6,"(+/- 3.4 )",9.2,"(+/- 3.8 )",7.7,"(+/- 4.6 )",6.2,"(+/- 3.2 )",5.0,"(+/- 2.4 )",2.7,"(+/- 2.5 )",4.5,"(+/- 2.8 )",19.9,"(+/- 6.2 )",2.7,"(+/- 2.2 )",5.1,"(+/- 3.4 )",7.3,"(+/- 4.3 )",11.1,"(+/- 4.6 )",31.2,"(+/- 6.5 )",11.7,"(+/- 4.9 )",18.0,"(+/- 6.5 )",13.2,"(+/- 6.0 )",8.6,"(+/- 5.6 )",6.1,"(+/- 3.4 )",10.8,"(+/- 4.3 )",14.2,"(+/- 6.1 )",14.6,"(+/- 5.8 )",13.5,"(+/- 6.8 )",16.5,"(+/- 7.3 )",7.1,"(+/- 3.4 )",2.9,"(+/- 2.9 )",15.7,"(+/- 6.3 )",16.3,"(+/- 7.0 )",16.6,"(+/- 6.4 )",9.5,"(+/- 4.3 )",5.1,"(+/- 4.1 )",6.8,"(+/- 4.4 )",13.2,"(+/- 5.7 )",5.5,"(+/- 3.5 )",4.9,"(+/- 4.6 )",11.9,"(+/- 5.6 )",20.1,"(+/- 7.6 )",5.6,"(+/- 3.3 )",14.7,"(+/- 9.2 )",12.5,"(+/- 5.7 )",5.6,"(+/- 3.3 )",2.7,"(+/- 1.8 )",10.1,"(+/- 4.0 )",16.0,"(+/- 6.8 )",11.8,"(+/- 6.8 )",13.6,"(+/- 7.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",4.2,"(+/- 1.0 )",3.6,"(+/- 0.9 )",5.7,"(+/- 1.3 )",3.8,"(+/- 0.7 )",3.6,"(+/- 1.0 )",7.2,"(+/- 1.3 )",4.7,"(+/- 1.1 )",7.4,"(+/- 1.4 )",5.9,"(+/- 1.2 )",5.9,"(+/- 1.2 )",3.8,"(+/- 0.8 )",3.8,"(+/- 1.0 )",5.1,"(+/- 1.0 )",3.0,"(+/- 0.9 )",3.0,"(+/- 0.6 )",14.9,"(+/- 2.0 )",3.8,"(+/- 0.8 )",2.0,"(+/- 0.6 )",3.4,"(+/- 0.7 )",4.7,"(+/- 1.0 )",11.7,"(+/- 1.6 )",7.8,"(+/- 1.5 )",6.9,"(+/- 1.4 )",4.6,"(+/- 1.1 )",5.1,"(+/- 1.1 )",4.4,"(+/- 1.0 )",6.7,"(+/- 1.1 )",6.3,"(+/- 1.0 )",9.3,"(+/- 1.4 )",5.1,"(+/- 1.1 )",5.8,"(+/- 1.2 )",5.5,"(+/- 1.1 )",4.1,"(+/- 1.0 )",10.9,"(+/- 1.9 )",5.8,"(+/- 1.1 )",7.2,"(+/- 1.4 )",6.1,"(+/- 1.5 )",5.2,"(+/- 1.0 )",4.7,"(+/- 0.9 )",9.6,"(+/- 1.5 )",5.6,"(+/- 1.1 )",3.6,"(+/- 0.9 )",7.0,"(+/- 1.3 )",9.0,"(+/- 1.6 )",4.2,"(+/- 0.8 )",5.7,"(+/- 1.3 )",8.1,"(+/- 1.2 )",4.5,"(+/- 0.9 )",2.4,"(+/- 0.8 )",5.0,"(+/- 1.1 )",8.2,"(+/- 1.6 )",4.1,"(+/- 0.9 )",3.4,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",6.3,"(+/- 2.1 )",4.8,"(+/- 1.5 )",7.8,"(+/- 2.5 )",4.4,"(+/- 1.4 )",5.0,"(+/- 2.1 )",9.9,"(+/- 2.4 )",6.8,"(+/- 2.0 )",8.5,"(+/- 2.3 )",7.2,"(+/- 2.0 )",7.5,"(+/- 1.7 )",6.0,"(+/- 1.7 )",4.8,"(+/- 1.8 )",7.3,"(+/- 2.1 )",2.7,"(+/- 1.1 )",2.7,"(+/- 0.9 )",18.2,"(+/- 3.1 )",4.0,"(+/- 1.3 )",2.4,"(+/- 1.0 )",4.4,"(+/- 1.2 )",5.8,"(+/- 1.6 )",14.9,"(+/- 2.4 )",10.6,"(+/- 2.9 )",10.0,"(+/- 2.5 )",7.0,"(+/- 2.5 )",5.5,"(+/- 1.7 )",6.6,"(+/- 1.8 )",8.2,"(+/- 2.0 )",6.8,"(+/- 1.9 )",11.0,"(+/- 2.0 )",6.9,"(+/- 2.1 )",6.1,"(+/- 1.9 )",6.4,"(+/- 1.8 )",3.9,"(+/- 1.5 )",13.0,"(+/- 2.9 )",6.3,"(+/- 1.9 )",12.1,"(+/- 3.4 )",8.9,"(+/- 2.6 )",7.0,"(+/- 1.6 )",5.3,"(+/- 1.4 )",11.9,"(+/- 2.4 )",7.4,"(+/- 1.9 )",4.0,"(+/- 1.3 )",10.1,"(+/- 2.6 )",11.4,"(+/- 2.2 )",3.9,"(+/- 1.4 )",7.2,"(+/- 1.9 )",11.2,"(+/- 2.3 )",5.6,"(+/- 1.5 )",3.2,"(+/- 1.6 )",6.1,"(+/- 2.1 )",10.2,"(+/- 2.7 )",5.2,"(+/- 2.1 )",5.4,"(+/- 2.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",5.8,"(+/- 4.6 )",2.6,"(+/- 2.5 )",2.4,"(+/- 2.7 )",4.3,"(+/- 3.2 )",0.0,"(+/- 2.3 )",7.7,"(+/- 5.0 )",10.0,"(+/- 6.6 )",14.4,"(+/- 8.6 )",1.2,"(+/- 1.5 )",2.7,"(+/- 2.4 )",6.2,"(+/- 4.4 )",2.4,"(+/- 2.1 )",1.3,"(+/- 1.5 )",0.4,"(+/- 0.7 )",1.6,"(+/- 1.8 )",11.5,"(+/- 5.7 )",2.6,"(+/- 2.1 )",3.1,"(+/- 3.2 )",3.0,"(+/- 2.7 )",6.1,"(+/- 4.7 )",21.8,"(+/- 8.5 )",6.0,"(+/- 4.6 )",11.3,"(+/- 6.2 )",3.6,"(+/- 3.1 )",2.2,"(+/- 2.8 )",4.4,"(+/- 4.0 )",6.8,"(+/- 3.5 )",7.1,"(+/- 3.9 )",3.8,"(+/- 2.7 )",12.3,"(+/- 7.4 )",6.7,"(+/- 5.1 )",3.8,"(+/- 3.6 )",1.6,"(+/- 2.0 )",7.6,"(+/- 6.2 )",6.3,"(+/- 4.9 )",3.2,"(+/- 2.8 )",5.3,"(+/- 4.0 )",5.4,"(+/- 4.8 )",4.7,"(+/- 3.7 )",5.1,"(+/- 5.0 )",4.1,"(+/- 3.8 )",1.6,"(+/- 1.7 )",0.5,"(+/- 0.9 )",6.5,"(+/- 4.6 )",1.9,"(+/- 2.4 )",6.6,"(+/- 6.1 )",7.1,"(+/- 5.0 )",2.2,"(+/- 1.8 )",1.7,"(+/- 1.6 )",4.5,"(+/- 3.2 )",9.2,"(+/- 6.8 )",8.7,"(+/- 6.4 )",10.8,"(+/- 9.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",25.4,"(+/- 4.9 )",20.3,"(+/- 5.3 )",20.7,"(+/- 4.0 )",16.2,"(+/- 5.2 )",16.9,"(+/- 4.1 )",23.6,"(+/- 4.5 )",16.3,"(+/- 4.0 )",23.5,"(+/- 4.6 )",21.8,"(+/- 3.8 )",22.2,"(+/- 4.6 )",15.4,"(+/- 3.9 )",19.0,"(+/- 4.4 )",16.2,"(+/- 3.7 )",10.1,"(+/- 2.8 )",12.8,"(+/- 3.6 )",38.8,"(+/- 4.0 )",10.0,"(+/- 3.0 )",9.2,"(+/- 3.1 )",11.7,"(+/- 3.0 )",14.3,"(+/- 3.5 )",40.3,"(+/- 4.9 )",24.9,"(+/- 3.4 )",28.7,"(+/- 4.9 )",24.0,"(+/- 4.4 )",16.8,"(+/- 3.9 )",16.6,"(+/- 3.8 )",11.3,"(+/- 2.5 )",16.2,"(+/- 4.3 )",23.0,"(+/- 2.9 )",20.4,"(+/- 3.6 )",24.9,"(+/- 5.0 )",15.8,"(+/- 2.8 )",15.9,"(+/- 5.2 )",29.3,"(+/- 3.8 )",22.2,"(+/- 3.7 )",26.5,"(+/- 4.1 )",21.9,"(+/- 3.5 )",13.4,"(+/- 3.4 )",15.7,"(+/- 3.2 )",27.0,"(+/- 3.2 )",18.5,"(+/- 3.5 )",18.1,"(+/- 4.2 )",20.9,"(+/- 3.3 )",25.1,"(+/- 3.3 )",19.3,"(+/- 4.9 )",19.1,"(+/- 4.5 )",19.4,"(+/- 3.5 )",15.6,"(+/- 3.3 )",17.9,"(+/- 4.2 )",17.6,"(+/- 4.1 )",25.5,"(+/- 3.8 )",15.6,"(+/- 5.6 )",18.2,"(+/- 3.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",35.4,"(+/- 7.1 )",32.0,"(+/- 8.9 )",28.9,"(+/- 6.3 )",19.7,"(+/- 8.2 )",24.9,"(+/- 6.5 )",33.1,"(+/- 6.6 )",19.7,"(+/- 5.9 )",27.5,"(+/- 6.5 )",26.7,"(+/- 5.3 )",28.5,"(+/- 6.0 )",23.8,"(+/- 6.4 )",21.4,"(+/- 6.5 )",24.0,"(+/- 6.1 )",14.7,"(+/- 4.8 )",20.2,"(+/- 6.5 )",49.2,"(+/- 5.4 )",14.4,"(+/- 6.1 )",16.2,"(+/- 6.3 )",16.1,"(+/- 4.8 )",19.5,"(+/- 5.4 )",51.2,"(+/- 5.9 )",30.3,"(+/- 4.4 )",37.9,"(+/- 6.6 )",34.7,"(+/- 6.5 )",26.4,"(+/- 6.4 )",24.3,"(+/- 5.7 )",16.8,"(+/- 4.6 )",26.5,"(+/- 9.1 )",33.4,"(+/- 5.4 )",33.5,"(+/- 6.9 )",34.2,"(+/- 7.3 )",23.5,"(+/- 4.6 )",18.3,"(+/- 8.1 )",43.7,"(+/- 5.7 )",30.7,"(+/- 5.3 )",39.3,"(+/- 6.1 )",34.8,"(+/- 5.9 )",15.5,"(+/- 4.7 )",27.7,"(+/- 6.2 )",38.2,"(+/- 4.2 )",24.5,"(+/- 5.3 )",26.8,"(+/- 6.7 )",30.6,"(+/- 5.6 )",36.1,"(+/- 4.7 )",21.7,"(+/- 7.0 )",27.1,"(+/- 6.8 )",29.7,"(+/- 5.7 )",23.9,"(+/- 6.6 )",26.3,"(+/- 6.0 )",22.8,"(+/- 6.2 )",35.0,"(+/- 5.7 )",20.5,"(+/- 9.3 )",26.0,"(+/- 6.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",29.5,"(+/- 15.2 )",27.5,"(+/- 22.2 )",22.8,"(+/- 15.3 )",27.2,"(+/- 18.5 )",29.5,"(+/- 21.0 )",27.4,"(+/- 19.7 )",21.3,"(+/- 17.8 )",19.4,"(+/- 16.4 )",18.5,"(+/- 12.0 )",26.0,"(+/- 12.9 )",20.0,"(+/- 18.7 )",33.1,"(+/- 22.5 )",17.5,"(+/- 11.2 )",20.5,"(+/- 18.9 )",25.8,"(+/- 18.6 )",33.5,"(+/- 13.9 )",7.4,"(+/- 12.9 )",18.4,"(+/- 16.0 )",28.9,"(+/- 18.3 )",24.8,"(+/- 12.7 )",55.1,"(+/- 15.9 )",36.0,"(+/- 20.4 )",47.6,"(+/- 21.7 )",39.5,"(+/- 20.2 )",28.6,"(+/- 17.4 )",14.1,"(+/- 10.7 )",16.4,"(+/- 15.9 )",57.5,"(+/- 24.7 )",33.8,"(+/- 15.0 )",22.7,"(+/- 20.2 )",48.0,"(+/- 19.1 )",14.9,"(+/- 10.7 )",18.9,"(+/- 26.9 )",35.9,"(+/- 15.4 )",47.9,"(+/- 16.8 )",48.5,"(+/- 19.2 )",20.1,"(+/- 11.8 )",0.0,"(+/- 12.7 )",0.0,"(+/- 12.6 )",31.4,"(+/- 13.8 )",13.3,"(+/- 11.0 )",15.4,"(+/- 18.8 )",32.8,"(+/- 17.8 )",32.3,"(+/- 14.3 )",43.2,"(+/- 23.5 )",38.5,"(+/- 23.0 )",30.3,"(+/- 15.4 )",26.9,"(+/- 16.4 )",11.6,"(+/- 11.5 )",25.4,"(+/- 14.8 )",31.9,"(+/- 13.4 )",43.4,"(+/- 27.8 )",23.7,"(+/- 17.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",14.8,"(+/- 1.2 )",11.3,"(+/- 0.9 )",13.3,"(+/- 1.1 )",8.3,"(+/- 0.9 )",10.6,"(+/- 1.1 )",16.1,"(+/- 1.5 )",9.8,"(+/- 1.0 )",15.1,"(+/- 1.6 )",12.2,"(+/- 1.2 )",12.1,"(+/- 1.5 )",9.2,"(+/- 1.1 )",11.6,"(+/- 1.0 )",12.7,"(+/- 1.2 )",6.9,"(+/- 0.8 )",6.5,"(+/- 0.8 )",25.2,"(+/- 1.7 )",6.2,"(+/- 0.6 )",5.5,"(+/- 0.8 )",8.3,"(+/- 0.8 )",11.0,"(+/- 1.2 )",22.3,"(+/- 1.8 )",14.9,"(+/- 1.4 )",16.6,"(+/- 1.8 )",14.9,"(+/- 1.3 )",10.4,"(+/- 1.2 )",9.0,"(+/- 0.9 )",11.1,"(+/- 1.0 )",13.0,"(+/- 1.1 )",16.2,"(+/- 1.1 )",11.6,"(+/- 1.1 )",12.9,"(+/- 1.5 )",11.7,"(+/- 1.2 )",9.4,"(+/- 1.1 )",22.7,"(+/- 1.2 )",12.5,"(+/- 1.2 )",15.9,"(+/- 1.5 )",16.5,"(+/- 1.4 )",10.1,"(+/- 1.0 )",9.7,"(+/- 1.0 )",18.3,"(+/- 1.4 )",11.7,"(+/- 1.4 )",7.9,"(+/- 1.1 )",15.0,"(+/- 1.5 )",17.4,"(+/- 1.4 )",8.8,"(+/- 1.0 )",11.6,"(+/- 1.1 )",14.1,"(+/- 1.1 )",9.2,"(+/- 0.8 )",7.6,"(+/- 1.2 )",10.5,"(+/- 1.3 )",16.5,"(+/- 1.6 )",9.0,"(+/- 1.1 )",10.0,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",17.8,"(+/- 2.5 )",12.6,"(+/- 2.2 )",16.8,"(+/- 2.3 )",9.7,"(+/- 2.2 )",13.1,"(+/- 2.7 )",21.6,"(+/- 3.6 )",11.5,"(+/- 2.2 )",18.2,"(+/- 3.2 )",16.8,"(+/- 2.6 )",17.0,"(+/- 2.8 )",12.6,"(+/- 2.4 )",11.0,"(+/- 2.7 )",15.5,"(+/- 2.7 )",5.9,"(+/- 1.5 )",5.7,"(+/- 1.4 )",34.5,"(+/- 3.0 )",5.3,"(+/- 1.5 )",5.0,"(+/- 1.7 )",9.6,"(+/- 1.9 )",12.9,"(+/- 2.7 )",31.3,"(+/- 3.2 )",19.0,"(+/- 2.9 )",23.1,"(+/- 3.7 )",17.7,"(+/- 3.4 )",13.0,"(+/- 2.3 )",12.7,"(+/- 2.2 )",10.9,"(+/- 1.9 )",14.2,"(+/- 3.2 )",21.1,"(+/- 2.4 )",13.8,"(+/- 2.7 )",16.2,"(+/- 3.1 )",16.8,"(+/- 2.8 )",7.3,"(+/- 1.9 )",31.2,"(+/- 3.2 )",17.1,"(+/- 2.5 )",25.2,"(+/- 3.8 )",21.6,"(+/- 3.5 )",12.2,"(+/- 2.1 )",11.3,"(+/- 2.3 )",26.6,"(+/- 2.7 )",15.9,"(+/- 2.9 )",9.9,"(+/- 2.3 )",22.1,"(+/- 3.4 )",24.6,"(+/- 2.4 )",7.8,"(+/- 2.0 )",13.4,"(+/- 2.1 )",17.2,"(+/- 2.6 )",11.7,"(+/- 1.9 )",7.9,"(+/- 2.3 )",10.7,"(+/- 2.5 )",21.2,"(+/- 2.9 )",8.4,"(+/- 2.3 )",12.2,"(+/- 2.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",17.5,"(+/- 2.5 )",11.9,"(+/- 2.2 )",16.2,"(+/- 2.3 )",9.4,"(+/- 2.2 )",12.7,"(+/- 2.7 )",21.4,"(+/- 3.6 )",11.1,"(+/- 2.2 )",18.0,"(+/- 3.2 )",16.4,"(+/- 2.6 )",16.8,"(+/- 2.8 )",12.4,"(+/- 2.4 )",10.7,"(+/- 2.8 )",15.2,"(+/- 2.7 )",5.6,"(+/- 1.6 )",5.6,"(+/- 1.4 )",34.2,"(+/- 3.0 )",5.1,"(+/- 1.5 )",4.7,"(+/- 1.7 )",9.3,"(+/- 1.9 )",12.6,"(+/- 2.7 )",31.2,"(+/- 3.2 )",18.9,"(+/- 2.9 )",23.1,"(+/- 3.7 )",17.3,"(+/- 3.3 )",12.8,"(+/- 2.4 )",12.0,"(+/- 2.2 )",10.6,"(+/- 1.9 )",14.1,"(+/- 3.2 )",20.6,"(+/- 2.4 )",13.5,"(+/- 2.7 )",16.1,"(+/- 3.1 )",16.3,"(+/- 2.8 )",7.0,"(+/- 2.0 )",30.9,"(+/- 3.3 )",16.9,"(+/- 2.6 )",25.0,"(+/- 3.8 )",21.2,"(+/- 3.5 )",11.7,"(+/- 2.2 )",10.9,"(+/- 2.3 )",26.2,"(+/- 2.7 )",15.5,"(+/- 2.9 )",9.8,"(+/- 2.3 )",21.8,"(+/- 3.4 )",24.3,"(+/- 2.4 )",7.5,"(+/- 2.1 )",13.1,"(+/- 2.1 )",16.9,"(+/- 2.5 )",11.4,"(+/- 1.9 )",7.7,"(+/- 2.2 )",10.5,"(+/- 2.4 )",20.9,"(+/- 3.0 )",8.4,"(+/- 2.3 )",12.0,"(+/- 2.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",20.4,"(+/- 4.8 )",9.9,"(+/- 3.5 )",18.9,"(+/- 4.1 )",10.5,"(+/- 3.8 )",11.7,"(+/- 4.0 )",20.7,"(+/- 5.0 )",12.9,"(+/- 4.4 )",20.2,"(+/- 6.0 )",17.6,"(+/- 4.0 )",17.3,"(+/- 3.8 )",14.9,"(+/- 4.0 )",9.4,"(+/- 4.1 )",9.1,"(+/- 3.1 )",4.9,"(+/- 2.0 )",4.8,"(+/- 2.4 )",34.1,"(+/- 4.9 )",3.6,"(+/- 1.8 )",4.6,"(+/- 2.2 )",10.8,"(+/- 3.5 )",15.7,"(+/- 4.2 )",31.9,"(+/- 4.7 )",18.9,"(+/- 4.4 )",29.1,"(+/- 6.1 )",20.6,"(+/- 4.9 )",10.2,"(+/- 3.9 )",9.8,"(+/- 2.9 )",9.5,"(+/- 2.8 )",18.3,"(+/- 5.8 )",20.5,"(+/- 4.2 )",12.2,"(+/- 4.5 )",14.1,"(+/- 4.0 )",13.6,"(+/- 3.8 )",5.7,"(+/- 3.4 )",26.6,"(+/- 5.7 )",18.3,"(+/- 4.0 )",26.4,"(+/- 5.7 )",18.1,"(+/- 4.3 )",8.2,"(+/- 2.9 )",10.4,"(+/- 3.9 )",26.4,"(+/- 4.3 )",12.7,"(+/- 4.3 )",7.9,"(+/- 3.2 )",22.0,"(+/- 4.5 )",22.2,"(+/- 4.7 )",8.8,"(+/- 3.4 )",13.3,"(+/- 4.6 )",15.6,"(+/- 4.0 )",11.9,"(+/- 3.7 )",7.6,"(+/- 3.6 )",12.5,"(+/- 3.5 )",19.8,"(+/- 4.7 )",11.0,"(+/- 5.9 )",14.7,"(+/- 5.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",16.6,"(+/- 2.6 )",12.5,"(+/- 2.4 )",15.2,"(+/- 2.3 )",9.1,"(+/- 2.3 )",13.1,"(+/- 3.0 )",21.6,"(+/- 3.9 )",10.5,"(+/- 2.3 )",17.2,"(+/- 3.1 )",16.0,"(+/- 2.6 )",16.6,"(+/- 3.2 )",11.6,"(+/- 2.5 )",11.2,"(+/- 3.1 )",17.3,"(+/- 3.1 )",5.9,"(+/- 1.9 )",5.8,"(+/- 1.5 )",34.3,"(+/- 3.4 )",5.7,"(+/- 1.8 )",4.8,"(+/- 2.0 )",8.8,"(+/- 2.0 )",11.6,"(+/- 2.7 )",31.0,"(+/- 3.5 )",18.9,"(+/- 2.9 )",20.8,"(+/- 3.7 )",16.1,"(+/- 3.5 )",13.7,"(+/- 2.5 )",12.7,"(+/- 2.5 )",11.0,"(+/- 2.1 )",12.7,"(+/- 3.3 )",20.7,"(+/- 2.4 )",14.0,"(+/- 3.2 )",16.8,"(+/- 3.4 )",17.2,"(+/- 3.1 )",7.4,"(+/- 2.0 )",32.3,"(+/- 3.5 )",16.5,"(+/- 2.9 )",24.5,"(+/- 3.9 )",22.5,"(+/- 4.2 )",12.8,"(+/- 2.5 )",11.1,"(+/- 2.4 )",26.2,"(+/- 2.8 )",16.4,"(+/- 2.9 )",10.4,"(+/- 2.5 )",21.8,"(+/- 3.4 )",25.0,"(+/- 2.6 )",7.0,"(+/- 2.0 )",13.0,"(+/- 2.2 )",17.3,"(+/- 2.7 )",11.2,"(+/- 2.1 )",7.7,"(+/- 2.1 )",9.8,"(+/- 2.4 )",21.2,"(+/- 3.3 )",7.3,"(+/- 2.2 )",11.0,"(+/- 2.2 )"
