Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Socioeconomic,"Health Insurance Coverage","With public coverage",244029,"(+/- 7867 )",225701,"(+/- 7594 )",263055,"(+/- 6827 )",311197,"(+/- 9331 )",216706,"(+/- 7455 )",251583,"(+/- 7410 )",286591,"(+/- 6692 )",249197,"(+/- 7941 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",34703,"(+/- 4004 )",35573,"(+/- 3773 )",45769,"(+/- 4614 )",54989,"(+/- 4987 )",30902,"(+/- 4195 )",32133,"(+/- 3111 )",44831,"(+/- 3062 )",33271,"(+/- 4572 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",167502,"(+/- 4405 )",177720,"(+/- 2797 )",165175,"(+/- 2312 )",182914,"(+/- 3569 )",160778,"(+/- 3866 )",159853,"(+/- 2399 )",162898,"(+/- 2159 )",174892,"(+/- 1713 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",4082,"(+/- 1611 )",6031,"(+/- 1602 )",11574,"(+/- 2005 )",5256,"(+/- 1612 )",5033,"(+/- 2005 )",5596,"(+/- 1402 )",10145,"(+/- 1370 )",6707,"(+/- 2593 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",5.8,"(+/- 0.8 )",5.4,"(+/- 0.8 )",6.9,"(+/- 0.7 )",18.0,"(+/- 1.8 )",3.4,"(+/- 0.7 )",5.9,"(+/- 0.7 )",5.9,"(+/- 0.6 )",5.6,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",9.7,"(+/- 1.7 )",9.4,"(+/- 1.7 )",10.4,"(+/- 1.5 )",26.1,"(+/- 2.9 )",5.0,"(+/- 1.3 )",10.8,"(+/- 1.8 )",10.2,"(+/- 1.4 )",8.6,"(+/- 1.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",13.8,"(+/- 4.7 )",5.9,"(+/- 4.3 )",10.3,"(+/- 3.2 )",19.8,"(+/- 6.9 )",3.7,"(+/- 3.0 )",11.2,"(+/- 4.3 )",6.4,"(+/- 2.4 )",9.0,"(+/- 3.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.6,"(+/- 0.7 )",2.3,"(+/- 0.6 )",3.9,"(+/- 0.5 )",7.4,"(+/- 1.5 )",1.8,"(+/- 0.5 )",2.7,"(+/- 0.5 )",3.2,"(+/- 0.4 )",2.6,"(+/- 0.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",2.8,"(+/- 1.4 )",4.0,"(+/- 1.5 )",4.6,"(+/- 0.9 )",10.5,"(+/- 2.8 )",2.1,"(+/- 0.9 )",3.6,"(+/- 1.1 )",3.5,"(+/- 0.9 )",2.7,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",1.1,"(+/- 1.4 )",0.9,"(+/- 0.8 )",3.9,"(+/- 2.2 )",6.7,"(+/- 7.4 )",1.6,"(+/- 2.1 )",2.0,"(+/- 1.6 )",2.9,"(+/- 1.8 )",0.5,"(+/- 0.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",21.2,"(+/- 3.7 )",20.1,"(+/- 4.7 )",23.5,"(+/- 3.6 )",31.5,"(+/- 3.7 )",10.5,"(+/- 3.8 )",22.7,"(+/- 4.4 )",21.7,"(+/- 3.1 )",18.8,"(+/- 4.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",29.5,"(+/- 5.3 )",27.4,"(+/- 6.5 )",29.4,"(+/- 5.1 )",38.2,"(+/- 4.4 )",13.5,"(+/- 5.5 )",31.0,"(+/- 6.0 )",31.4,"(+/- 5.0 )",25.5,"(+/- 6.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",52.8,"(+/- 16.8 )",32.6,"(+/- 22.6 )",34.0,"(+/- 14.2 )",32.3,"(+/- 12.8 )",3.1,"(+/- 5.7 )",46.8,"(+/- 19.1 )",23.0,"(+/- 12.6 )",33.9,"(+/- 15.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",8.7,"(+/- 0.9 )",11.0,"(+/- 0.9 )",12.3,"(+/- 0.8 )",21.8,"(+/- 1.5 )",6.2,"(+/- 0.7 )",9.5,"(+/- 0.8 )",9.3,"(+/- 0.7 )",8.4,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",12.0,"(+/- 2.2 )",12.2,"(+/- 2.3 )",12.8,"(+/- 1.7 )",29.3,"(+/- 3.2 )",6.1,"(+/- 1.6 )",12.0,"(+/- 1.9 )",11.5,"(+/- 1.6 )",9.8,"(+/- 1.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",11.8,"(+/- 2.2 )",11.9,"(+/- 2.3 )",12.5,"(+/- 1.7 )",29.0,"(+/- 3.2 )",5.7,"(+/- 1.6 )",11.8,"(+/- 1.9 )",10.8,"(+/- 1.6 )",9.4,"(+/- 1.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",15.3,"(+/- 3.6 )",12.6,"(+/- 2.9 )",15.5,"(+/- 2.6 )",28.5,"(+/- 4.8 )",6.5,"(+/- 2.6 )",10.6,"(+/- 2.5 )",10.4,"(+/- 2.1 )",11.7,"(+/- 3.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",10.7,"(+/- 2.4 )",11.7,"(+/- 2.6 )",11.5,"(+/- 1.8 )",29.2,"(+/- 3.4 )",5.5,"(+/- 1.6 )",12.2,"(+/- 2.2 )",11.0,"(+/- 1.8 )",8.7,"(+/- 1.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",7.8,"(+/- 0.8 )",10.7,"(+/- 0.8 )",12.2,"(+/- 0.8 )",19.3,"(+/- 1.3 )",6.2,"(+/- 0.7 )",8.8,"(+/- 0.7 )",8.7,"(+/- 0.5 )",8.0,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",7.3,"(+/- 1.1 )",6.3,"(+/- 1.0 )",10.4,"(+/- 1.0 )",15.7,"(+/- 2.2 )",7.3,"(+/- 1.3 )",8.2,"(+/- 1.2 )",8.0,"(+/- 0.7 )",8.4,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",6.2,"(+/- 1.0 )",6.5,"(+/- 1.1 )",7.7,"(+/- 0.8 )",19.3,"(+/- 1.9 )",3.4,"(+/- 0.7 )",6.4,"(+/- 0.8 )",6.3,"(+/- 0.7 )",5.7,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",19.7,"(+/- 2.1 )",23.4,"(+/- 1.9 )",27.3,"(+/- 1.9 )",28.5,"(+/- 1.7 )",17.4,"(+/- 1.9 )",20.4,"(+/- 1.6 )",20.5,"(+/- 1.3 )",18.7,"(+/- 1.6 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",167510,"(+/- 4628 )",197794,"(+/- 4566 )",177956,"(+/- 4655 )",182089,"(+/- 5045 )",164054,"(+/- 4663 )",159479,"(+/- 3575 )",148667,"(+/- 3135 )",168151,"(+/- 3598 )"
Education,"School Enrollment","Nursery school, preschool",7845,"(+/- 1480 )",10802,"(+/- 1432 )",8434,"(+/- 1135 )",5097,"(+/- 1100 )",7081,"(+/- 1298 )",7482,"(+/- 1009 )",7629,"(+/- 1035 )",9635,"(+/- 1328 )"
Education,"School Enrollment",Kindergarten,10135,"(+/- 1628 )",8490,"(+/- 1543 )",8439,"(+/- 1260 )",14687,"(+/- 2207 )",10572,"(+/- 1810 )",8303,"(+/- 1072 )",8808,"(+/- 983 )",8218,"(+/- 1274 )"
Education,"School Enrollment","Elementary school (grades 1-8)",71626,"(+/- 3697 )",74029,"(+/- 2488 )",69179,"(+/- 2237 )",76615,"(+/- 3224 )",68596,"(+/- 2775 )",68643,"(+/- 2202 )",70825,"(+/- 1918 )",78034,"(+/- 2232 )"
Education,"School Enrollment","High school (grades 9-12)",41649,"(+/- 2689 )",36204,"(+/- 2095 )",34544,"(+/- 1558 )",37874,"(+/- 2658 )",39082,"(+/- 2010 )",37089,"(+/- 2257 )",37329,"(+/- 1343 )",37518,"(+/- 1759 )"
Education,"School Enrollment","College or graduate school",36255,"(+/- 3007 )",68269,"(+/- 4105 )",57360,"(+/- 3931 )",47816,"(+/- 3120 )",38723,"(+/- 2861 )",37962,"(+/- 2778 )",24076,"(+/- 2007 )",34746,"(+/- 2943 )"
Education,"Educational Attainment","Population 25 years and over",504887,"(+/- 4542 )",536373,"(+/- 2195 )",489399,"(+/- 3183 )",442247,"(+/- 3827 )",528076,"(+/- 4538 )",514498,"(+/- 2440 )",534723,"(+/- 2803 )",526136,"(+/- 1840 )"
Education,"Educational Attainment","Less than 9th grade",12564,"(+/- 1886 )",9933,"(+/- 1878 )",12872,"(+/- 2027 )",20220,"(+/- 2546 )",8505,"(+/- 1638 )",9461,"(+/- 1413 )",12580,"(+/- 1312 )",11820,"(+/- 1918 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",21485,"(+/- 2579 )",15684,"(+/- 1772 )",16768,"(+/- 1637 )",33589,"(+/- 3003 )",18206,"(+/- 2126 )",23334,"(+/- 2485 )",22383,"(+/- 1948 )",22670,"(+/- 2593 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",145707,"(+/- 6807 )",118250,"(+/- 4841 )",162484,"(+/- 4638 )",129171,"(+/- 4828 )",134776,"(+/- 4439 )",173741,"(+/- 5207 )",182577,"(+/- 4237 )",175650,"(+/- 4635 )"
Education,"Educational Attainment","Some college, no degree",109021,"(+/- 5070 )",91924,"(+/- 4056 )",98715,"(+/- 3333 )",84520,"(+/- 5038 )",99971,"(+/- 3863 )",102707,"(+/- 3792 )",112037,"(+/- 3352 )",95421,"(+/- 3707 )"
Education,"Educational Attainment","Associate's degree",54706,"(+/- 3418 )",54834,"(+/- 3656 )",68472,"(+/- 3206 )",33229,"(+/- 2971 )",54079,"(+/- 3010 )",61211,"(+/- 3035 )",69639,"(+/- 2914 )",64945,"(+/- 3684 )"
Education,"Educational Attainment","Bachelor's degree",105378,"(+/- 4886 )",151521,"(+/- 5606 )",88558,"(+/- 3681 )",87388,"(+/- 4524 )",144904,"(+/- 4818 )",97035,"(+/- 3879 )",91008,"(+/- 3416 )",110675,"(+/- 4395 )"
Education,"Educational Attainment","Graduate or professional degree",56026,"(+/- 4025 )",94227,"(+/- 4861 )",41530,"(+/- 2661 )",54130,"(+/- 3461 )",67635,"(+/- 3631 )",47009,"(+/- 2754 )",44499,"(+/- 2758 )",44955,"(+/- 2664 )"
Education,"Educational Attainment","Percent high school graduate or higher",93.3,"(+/- 0.6 )",95.2,"(+/- 0.5 )",93.9,"(+/- 0.5 )",87.8,"(+/- 0.9 )",94.9,"(+/- 0.5 )",93.6,"(+/- 0.6 )",93.5,"(+/- 0.4 )",93.4,"(+/- 0.6 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",32.0,"(+/- 1.2 )",45.8,"(+/- 1.3 )",26.6,"(+/- 0.8 )",32.0,"(+/- 1.3 )",40.2,"(+/- 1.0 )",28.0,"(+/- 0.8 )",25.3,"(+/- 0.8 )",29.6,"(+/- 1.0 )"

"Source: 2021 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",266343,G,384679,G,282046,G,312082,G,410704,G,315537,G,256273,G,324179,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",78,G,1382,H,305,G,0,N,204,J,385,G,829,G,578,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",77,G,292,H,1011,G,0,N,213,J,3387,J,421,H,372,G
Business,"Paid employees for pay period including March 12",Utilities,1115,J,1969,G,1758,G,1513,J,2046,J,1312,G,1286,H,1724,H
Business,"Paid employees for pay period including March 12",Construction,12728,G,19142,G,12770,G,7020,G,21629,G,16699,G,13119,G,19773,G
Business,"Paid employees for pay period including March 12",Manufacturing,54613,G,44484,G,52654,G,33154,G,65132,G,87334,G,61842,G,72260,G
Business,"Paid employees for pay period including March 12","Wholesale trade",15496,G,18216,G,11113,G,14647,G,27960,G,11693,G,9600,G,14911,G
Business,"Paid employees for pay period including March 12","Retail trade",44030,G,45446,G,38159,G,21414,G,49080,G,35670,G,35936,G,39397,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",14839,G,12077,G,20968,G,9223,G,14100,G,11241,G,13816,G,15151,G
Business,"Paid employees for pay period including March 12",Information,2669,H,20102,H,4810,H,8454,H,7132,G,3023,H,2665,G,4724,G
Business,"Paid employees for pay period including March 12","Finance and insurance",5947,G,27988,G,14372,G,29717,H,21202,G,11800,G,10275,G,16447,H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2773,G,5444,G,2478,G,4599,G,5624,G,2788,G,1717,G,2739,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",7230,G,32146,G,7334,G,17732,G,19188,G,11086,G,5949,G,10672,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",6102,H,6833,G,7713,H,14356,H,19731,H,9005,G,2700,H,11123,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",13919,G,17249,G,11223,G,19673,G,21832,G,11245,G,7882,G,14426,G
Business,"Paid employees for pay period including March 12","Educational services",3742,H,5101,G,3125,G,16048,H,15409,G,6443,H,1872,G,5901,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",35985,G,63696,G,48825,H,65523,H,63468,G,44552,G,47413,G,44374,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",5086,G,6555,G,4773,G,6149,G,7424,G,5907,G,3788,G,5599,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",28938,G,40083,G,27687,G,30664,G,32592,G,28774,G,25315,G,30676,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",10959,G,16430,G,10949,G,12163,G,16722,G,13167,G,9830,G,13292,G
Business,"Paid employees for pay period including March 12","Industries not classified",17,J,44,H,19,J,25,H,16,G,26,H,18,G,40,G
Business,"Annual payroll ($1,000)","Total for all sectors",12223506,G,21531622,G,12587841,G,18155286,G,22017979,G,15302986,G,11159438,G,15696513,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",2613,G,94892,H,11848,G,0,N,7096,J,18850,G,36157,G,29820,H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",4012,G,24892,H,75166,G,0,N,19666,H,514072,J,27130,H,23669,H
Business,"Annual payroll ($1,000)",Utilities,128679,J,249746,G,158983,G,241259,J,211149,J,162011,G,120254,H,183077,H
Business,"Annual payroll ($1,000)",Construction,878890,G,1325355,G,939836,G,516208,G,1573038,G,1076671,G,849100,G,1332706,G
Business,"Annual payroll ($1,000)",Manufacturing,3301004,G,2599833,G,2690227,G,2010562,G,3965201,G,5057384,G,3237487,G,4156676,G
Business,"Annual payroll ($1,000)","Wholesale trade",1017364,G,1138994,G,644086,G,1237136,H,2067684,G,720882,G,532478,G,908681,G
Business,"Annual payroll ($1,000)","Retail trade",1370197,H,1522634,G,1034366,G,607585,G,1387982,G,969019,G,1038762,G,1079782,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",606087,G,540723,G,1012653,G,371309,G,662861,G,514322,G,583187,H,779243,G
Business,"Annual payroll ($1,000)",Information,98836,H,1964920,H,356358,H,672645,J,581868,H,132745,H,115751,G,267453,G
Business,"Annual payroll ($1,000)","Finance and insurance",425708,G,2600805,G,972460,H,3162167,G,2146826,G,897327,G,657281,G,1247305,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",116654,G,272583,G,93188,G,251158,G,273588,G,100932,G,61997,G,121096,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",419046,G,2731948,G,401875,G,1638546,G,1433732,G,706215,G,305759,G,708857,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",654603,H,802002,G,506515,H,1552913,H,1523047,H,951301,G,172690,H,890264,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",535668,G,656736,G,415657,G,758785,G,855659,G,392103,G,288128,G,497315,G
Business,"Annual payroll ($1,000)","Educational services",89136,H,127999,G,97485,G,546421,H,1061752,H,146545,G,43160,G,151642,G
Business,"Annual payroll ($1,000)","Health care and social assistance",1770024,G,3567804,G,2450294,H,3373330,H,3153130,H,2125419,H,2407010,G,2161740,H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",88360,G,115007,G,72763,G,308554,G,91880,G,90009,G,63620,G,359396,H
Business,"Annual payroll ($1,000)","Accommodation and food services",420063,G,621572,G,361697,G,467784,G,462318,G,404307,G,371203,G,445399,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",296219,G,572351,G,291936,G,438028,G,539013,G,322094,G,247899,G,351264,G
Business,"Annual payroll ($1,000)","Industries not classified",343,G,826,G,448,H,585,G,489,G,778,H,385,G,1128,J
Business,"Total Establishments","Total for all sectors",15499,X,19474,X,16777,X,13578,X,21270,X,16654,X,19047,X,18377,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",24,X,47,X,77,X,0,N,25,X,55,X,219,X,76,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",8,X,20,X,25,X,0,N,16,X,26,X,28,X,22,X
Business,"Total Establishments",Utilities,27,X,26,X,63,X,21,X,37,X,34,X,95,X,60,X
Business,"Total Establishments",Construction,1690,X,1852,X,1692,X,641,X,2197,X,1652,X,2311,X,2011,X
Business,"Total Establishments",Manufacturing,1014,X,827,X,926,X,665,X,1411,X,1225,X,1249,X,1207,X
Business,"Total Establishments","Wholesale trade",746,X,909,X,688,X,510,X,1382,X,740,X,697,X,907,X
Business,"Total Establishments","Retail trade",2067,X,2358,X,2283,X,1584,X,2464,X,2160,X,2665,X,2476,X
Business,"Total Establishments","Transportation and warehousing",747,X,602,X,812,X,441,X,636,X,688,X,996,X,789,X
Business,"Total Establishments",Information,198,X,484,X,328,X,245,X,353,X,248,X,321,X,275,X
Business,"Total Establishments","Finance and insurance",787,X,1218,X,1113,X,710,X,1546,X,1051,X,1013,X,1187,X
Business,"Total Establishments","Real estate and rental and leasing",574,X,972,X,616,X,610,X,781,X,516,X,592,X,580,X
Business,"Total Establishments","Professional, scientific, and technical services",1139,X,2273,X,1068,X,1329,X,1978,X,1108,X,1127,X,1269,X
Business,"Total Establishments","Management of companies and enterprises",86,X,144,X,116,X,150,X,204,X,118,X,58,X,134,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",857,X,1005,X,716,X,965,X,1180,X,859,X,816,X,1057,X
Business,"Total Establishments","Educational services",174,X,309,X,159,X,246,X,274,X,165,X,148,X,191,X
Business,"Total Establishments","Health care and social assistance",1867,X,1931,X,1915,X,2299,X,2704,X,2031,X,1972,X,1942,X
Business,"Total Establishments","Arts, entertainment, and recreation",326,X,450,X,324,X,206,X,376,X,362,X,397,X,394,X
Business,"Total Establishments","Accommodation and food services",1589,X,2018,X,1944,X,1498,X,1702,X,1756,X,2308,X,1947,X
Business,"Total Establishments","Other services (except public administration)",1558,X,1998,X,1892,X,1440,X,1977,X,1840,X,2011,X,1832,X
Business,"Total Establishments","Industries not classified",21,X,31,X,20,X,16,X,27,X,20,X,24,X,21,X

"Source: 2020 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
