Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE"
People,Ancestry,Welsh,5039,"(+/- 1640 )",3977,"(+/- 1284 )",3976,"(+/- 1178 )",4556,"(+/- 2170 )",2692,"(+/- 1146 )",3674,"(+/- 1029 )",3397,"(+/- 1113 )",6483,"(+/- 1777 )",2914,"(+/- 1872 )",2005,"(+/- 1241 )",4324,"(+/- 1268 )",5091,"(+/- 1736 )",4766,"(+/- 1513 )",3593,"(+/- 1034 )",3024,"(+/- 979 )",4937,"(+/- 1277 )",4394,"(+/- 1194 )",2983,"(+/- 1075 )",3714,"(+/- 1072 )",527,"(+/- 469 )",2228,"(+/- 829 )",3376,"(+/- 964 )",736,"(+/- 378 )",263,"(+/- 221 )",774,"(+/- 664 )",616,"(+/- 466 )",1131,"(+/- 744 )"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",5654,"(+/- 2463 )",6314,"(+/- 2207 )",11959,"(+/- 5214 )",9520,"(+/- 3912 )",12294,"(+/- 3634 )",11384,"(+/- 3556 )",21874,"(+/- 5184 )",17647,"(+/- 3661 )",37488,"(+/- 7431 )",62002,"(+/- 8292 )",12836,"(+/- 4866 )",9407,"(+/- 3055 )",10923,"(+/- 3630 )",22448,"(+/- 4833 )",20159,"(+/- 4909 )",12070,"(+/- 5278 )",13366,"(+/- 3710 )",38222,"(+/- 7329 )",23712,"(+/- 4539 )",184394,"(+/- 12226 )",79069,"(+/- 9180 )",59381,"(+/- 8424 )",53328,"(+/- 9238 )",146747,"(+/- 13089 )",12031,"(+/- 3732 )",25432,"(+/- 6454 )",9400,"(+/- 2584 )"
People,"Veteran Status","Civilian population 18 years and over",615771,"(+/- 3005 )",591151,"(+/- 10100 )",613824,"(+/- 6127 )",692075,"(+/- 13465 )",575851,"(+/- 13646 )",675065,"(+/- 9978 )",639193,"(+/- 14060 )",652306,"(+/- 2878 )",774665,"(+/- 19702 )",649853,"(+/- 16149 )",718426,"(+/- 10035 )",668135,"(+/- 7448 )",609027,"(+/- 7305 )",638961,"(+/- 10831 )",638894,"(+/- 14305 )",730390,"(+/- 11074 )",672785,"(+/- 10463 )",663154,"(+/- 9554 )",723194,"(+/- 9587 )",588836,"(+/- 13135 )",642538,"(+/- 9531 )",646155,"(+/- 9498 )",596230,"(+/- 8763 )",581211,"(+/- 14116 )",612556,"(+/- 12296 )",615183,"(+/- 13025 )",590815,"(+/- 14383 )"
People,"Veteran Status","Civilian veterans",104184,"(+/- 4635 )",56615,"(+/- 3592 )",66681,"(+/- 5811 )",72414,"(+/- 5556 )",51772,"(+/- 4023 )",68351,"(+/- 4311 )",42343,"(+/- 3314 )",86689,"(+/- 4941 )",47359,"(+/- 4614 )",39713,"(+/- 4475 )",93735,"(+/- 5147 )",67520,"(+/- 4401 )",52126,"(+/- 3090 )",35449,"(+/- 2724 )",47956,"(+/- 4269 )",72834,"(+/- 4615 )",67883,"(+/- 4391 )",60239,"(+/- 4833 )",56892,"(+/- 3937 )",20740,"(+/- 2462 )",32643,"(+/- 2880 )",29367,"(+/- 2441 )",21490,"(+/- 2750 )",16362,"(+/- 2665 )",16066,"(+/- 2225 )",16228,"(+/- 2184 )",13231,"(+/- 1961 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",777332,"(+/- 4709 )",711781,"(+/- 12912 )",752731,"(+/- 8082 )",877154,"(+/- 18234 )",717081,"(+/- 17587 )",806692,"(+/- 12415 )",783790,"(+/- 17818 )",787493,"(+/- 3282 )",995328,"(+/- 25146 )",855176,"(+/- 21160 )",834420,"(+/- 13324 )",822959,"(+/- 8780 )",713423,"(+/- 8824 )",802942,"(+/- 15109 )",811725,"(+/- 20179 )",897760,"(+/- 16708 )",785810,"(+/- 13462 )",803067,"(+/- 11906 )",858611,"(+/- 13115 )",750099,"(+/- 14956 )",795117,"(+/- 11998 )",778452,"(+/- 10449 )",763515,"(+/- 10015 )",727530,"(+/- 17957 )",755329,"(+/- 15447 )",776698,"(+/- 16705 )",723868,"(+/- 19293 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",131135,"(+/- 7599 )",125576,"(+/- 7780 )",102359,"(+/- 6969 )",97950,"(+/- 7446 )",114566,"(+/- 6952 )",145707,"(+/- 6940 )",82277,"(+/- 6894 )",134049,"(+/- 7925 )",133287,"(+/- 10599 )",87338,"(+/- 7065 )",143322,"(+/- 7757 )",132582,"(+/- 5900 )",109032,"(+/- 5999 )",94454,"(+/- 5782 )",106669,"(+/- 6785 )",124157,"(+/- 7565 )",145800,"(+/- 8848 )",108092,"(+/- 8307 )",117270,"(+/- 6536 )",88540,"(+/- 6406 )",97191,"(+/- 5632 )",89851,"(+/- 5752 )",76232,"(+/- 6007 )",79568,"(+/- 5058 )",79885,"(+/- 4913 )",82347,"(+/- 6329 )",77131,"(+/- 5501 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",177081,"(+/- 1023 )",154616,"(+/- 5848 )",158021,"(+/- 4222 )",189775,"(+/- 7774 )",165500,"(+/- 7876 )",138116,"(+/- 4685 )",147972,"(+/- 6211 )",138730,"(+/- 1241 )",226871,"(+/- 9972 )",209602,"(+/- 8787 )",131401,"(+/- 6314 )",160328,"(+/- 4823 )",113262,"(+/- 4530 )",167651,"(+/- 8683 )",178813,"(+/- 9431 )",173993,"(+/- 8550 )",128991,"(+/- 5078 )",146032,"(+/- 5226 )",140994,"(+/- 5740 )",171478,"(+/- 8414 )",155206,"(+/- 7399 )",136664,"(+/- 7176 )",168428,"(+/- 7874 )",153361,"(+/- 8498 )",147425,"(+/- 8426 )",166603,"(+/- 8542 )",135607,"(+/- 9242 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",9848,"(+/- 2025 )",11110,"(+/- 2635 )",6535,"(+/- 1821 )",7847,"(+/- 2101 )",11371,"(+/- 2924 )",6442,"(+/- 1813 )",6014,"(+/- 1492 )",9888,"(+/- 2756 )",14425,"(+/- 3306 )",9438,"(+/- 2427 )",5719,"(+/- 1653 )",9834,"(+/- 2156 )",7220,"(+/- 1973 )",6855,"(+/- 1492 )",9061,"(+/- 2758 )",9607,"(+/- 2414 )",7782,"(+/- 2054 )",3985,"(+/- 1317 )",4813,"(+/- 1149 )",7761,"(+/- 2536 )",4734,"(+/- 1328 )",5795,"(+/- 1557 )",6260,"(+/- 1381 )",5069,"(+/- 1676 )",3819,"(+/- 1226 )",6639,"(+/- 2109 )",3812,"(+/- 1172 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",461460,"(+/- 4478 )",404181,"(+/- 8945 )",461873,"(+/- 5882 )",531286,"(+/- 12407 )",450359,"(+/- 13136 )",453887,"(+/- 8903 )",514996,"(+/- 12965 )",442273,"(+/- 2407 )",613153,"(+/- 18396 )",540946,"(+/- 15489 )",400465,"(+/- 9842 )",467824,"(+/- 6637 )",423988,"(+/- 6298 )",522900,"(+/- 10392 )",496994,"(+/- 13674 )",483729,"(+/- 10601 )",393573,"(+/- 10095 )",443545,"(+/- 8715 )",442282,"(+/- 8282 )",462957,"(+/- 13097 )",437143,"(+/- 9216 )",473898,"(+/- 9806 )",459581,"(+/- 8627 )",465061,"(+/- 13250 )",464305,"(+/- 11550 )",480119,"(+/- 12067 )",453782,"(+/- 11449 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",70833,"(+/- 5715 )",58684,"(+/- 5386 )",51503,"(+/- 5616 )",46874,"(+/- 5055 )",63742,"(+/- 5470 )",64212,"(+/- 5348 )",43242,"(+/- 5326 )",56463,"(+/- 5578 )",65933,"(+/- 7839 )",46705,"(+/- 5228 )",52952,"(+/- 4891 )",59104,"(+/- 4236 )",46790,"(+/- 3736 )",50139,"(+/- 3899 )",53897,"(+/- 4554 )",44462,"(+/- 4613 )",56986,"(+/- 6131 )",40111,"(+/- 4928 )",41402,"(+/- 3869 )",41932,"(+/- 4173 )",35489,"(+/- 3746 )",34225,"(+/- 3770 )",31742,"(+/- 3816 )",39107,"(+/- 4218 )",30303,"(+/- 3708 )",37350,"(+/- 4597 )",28927,"(+/- 3586 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",138791,"(+/- 1687 )",152984,"(+/- 3906 )",132837,"(+/- 3271 )",156093,"(+/- 5429 )",101222,"(+/- 4599 )",214689,"(+/- 4216 )",120822,"(+/- 4036 )",206490,"(+/- 1788 )",155304,"(+/- 5236 )",104628,"(+/- 5157 )",302554,"(+/- 4680 )",194807,"(+/- 3606 )",176173,"(+/- 3630 )",112391,"(+/- 4605 )",135918,"(+/- 6157 )",240038,"(+/- 5679 )",263246,"(+/- 6491 )",213490,"(+/- 5370 )",275335,"(+/- 5917 )",115664,"(+/- 5775 )",202768,"(+/- 6843 )",167890,"(+/- 7235 )",135506,"(+/- 6323 )",109108,"(+/- 5109 )",143599,"(+/- 5930 )",129976,"(+/- 6551 )",134479,"(+/- 6653 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",50454,"(+/- 3171 )",55782,"(+/- 3563 )",44321,"(+/- 3346 )",43229,"(+/- 3194 )",39453,"(+/- 3017 )",75053,"(+/- 3918 )",33021,"(+/- 2998 )",67698,"(+/- 4474 )",52929,"(+/- 4615 )",31195,"(+/- 3315 )",84651,"(+/- 5360 )",63644,"(+/- 3515 )",55022,"(+/- 3283 )",37460,"(+/- 3502 )",43711,"(+/- 3686 )",70088,"(+/- 4569 )",81032,"(+/- 4552 )",63996,"(+/- 4919 )",71055,"(+/- 4535 )",38847,"(+/- 3798 )",56968,"(+/- 4111 )",49831,"(+/- 4010 )",38230,"(+/- 3658 )",35392,"(+/- 3407 )",45763,"(+/- 3829 )",38358,"(+/- 3742 )",44392,"(+/- 4212 )"
People,"Residence 1 Year Ago","Population 1 year and over",811057,"(+/- 2389 )",740617,"(+/- 12871 )",767903,"(+/- 7487 )",882832,"(+/- 18027 )",740075,"(+/- 18535 )",809030,"(+/- 12135 )",780703,"(+/- 17347 )",787704,"(+/- 3258 )",993100,"(+/- 25307 )",854257,"(+/- 21381 )",845366,"(+/- 13283 )",824622,"(+/- 9024 )",718119,"(+/- 8678 )",802768,"(+/- 15101 )",812025,"(+/- 20235 )",900671,"(+/- 16461 )",798110,"(+/- 12965 )",802454,"(+/- 11494 )",857399,"(+/- 13432 )",754898,"(+/- 15333 )",789305,"(+/- 12175 )",778064,"(+/- 10226 )",760109,"(+/- 9887 )",728415,"(+/- 17507 )",754176,"(+/- 15310 )",776420,"(+/- 16335 )",720485,"(+/- 18825 )"
People,"Residence 1 Year Ago","Same house",671569,"(+/- 12519 )",625527,"(+/- 15792 )",638175,"(+/- 11367 )",730662,"(+/- 20118 )",633011,"(+/- 16865 )",710110,"(+/- 14595 )",657936,"(+/- 17557 )",674405,"(+/- 12485 )",872142,"(+/- 27868 )",735044,"(+/- 22125 )",738748,"(+/- 14384 )",719158,"(+/- 11687 )",620765,"(+/- 10136 )",657761,"(+/- 15410 )",686913,"(+/- 19254 )",758217,"(+/- 18547 )",701650,"(+/- 13789 )",720773,"(+/- 12870 )",727821,"(+/- 16661 )",657229,"(+/- 15920 )",697987,"(+/- 13883 )",661848,"(+/- 14638 )",669266,"(+/- 12306 )",640925,"(+/- 16890 )",652128,"(+/- 15821 )",697727,"(+/- 17797 )",614070,"(+/- 19879 )"
People,"Residence 1 Year Ago","Different house (in the U.S. or abroad)",139488,"(+/- 11905 )",115090,"(+/- 8442 )",129728,"(+/- 10862 )",152170,"(+/- 18128 )",107064,"(+/- 9808 )",98920,"(+/- 9055 )",122767,"(+/- 10236 )",113299,"(+/- 11850 )",120958,"(+/- 11939 )",119213,"(+/- 15618 )",106618,"(+/- 10061 )",105464,"(+/- 9470 )",97354,"(+/- 8154 )",145007,"(+/- 13187 )",125112,"(+/- 12779 )",142454,"(+/- 9678 )",96460,"(+/- 8243 )",81681,"(+/- 8646 )",129578,"(+/- 10383 )",97669,"(+/- 12111 )",91318,"(+/- 7299 )",116216,"(+/- 9842 )",90843,"(+/- 9320 )",87490,"(+/- 10764 )",102048,"(+/- 8713 )",78693,"(+/- 9946 )",106415,"(+/- 9976 )"
People,"Residence 1 Year Ago","Different house in the U.S.",136390,"(+/- 11833 )",112404,"(+/- 8157 )",123716,"(+/- 10380 )",148882,"(+/- 17962 )",105452,"(+/- 9930 )",95557,"(+/- 9114 )",118177,"(+/- 10081 )",108034,"(+/- 12335 )",114622,"(+/- 11748 )",111924,"(+/- 15457 )",105804,"(+/- 9998 )",102411,"(+/- 9327 )",93324,"(+/- 7991 )",138796,"(+/- 12639 )",121666,"(+/- 12557 )",137482,"(+/- 9292 )",93975,"(+/- 8107 )",78522,"(+/- 8439 )",124105,"(+/- 10544 )",93667,"(+/- 12035 )",82197,"(+/- 6905 )",107699,"(+/- 9161 )",81252,"(+/- 8859 )",81297,"(+/- 10678 )",94148,"(+/- 7943 )",72699,"(+/- 9228 )",97104,"(+/- 9258 )"
People,"Residence 1 Year Ago","Same county",60557,"(+/- 9164 )",44856,"(+/- 5753 )",53674,"(+/- 6552 )",71259,"(+/- 13263 )",61236,"(+/- 9064 )",38142,"(+/- 6179 )",53496,"(+/- 6641 )",52832,"(+/- 8190 )",49441,"(+/- 6331 )",69438,"(+/- 12693 )",35206,"(+/- 5939 )",47452,"(+/- 7089 )",54060,"(+/- 5442 )",84627,"(+/- 10620 )",71645,"(+/- 10402 )",69045,"(+/- 6407 )",39521,"(+/- 5583 )",35333,"(+/- 6009 )",55303,"(+/- 7816 )",69395,"(+/- 11609 )",49810,"(+/- 6294 )",64418,"(+/- 8407 )",51029,"(+/- 7691 )",55656,"(+/- 9287 )",65468,"(+/- 8254 )",58546,"(+/- 8548 )",69138,"(+/- 8012 )"
People,"Residence 1 Year Ago","Different county",75833,"(+/- 7547 )",67548,"(+/- 7196 )",70042,"(+/- 8333 )",77623,"(+/- 12426 )",44216,"(+/- 5403 )",57415,"(+/- 7484 )",64681,"(+/- 7475 )",55202,"(+/- 10659 )",65181,"(+/- 8403 )",42486,"(+/- 6988 )",70598,"(+/- 8085 )",54959,"(+/- 6684 )",39264,"(+/- 5396 )",54169,"(+/- 6190 )",50021,"(+/- 6695 )",68437,"(+/- 8210 )",54454,"(+/- 5892 )",43189,"(+/- 6583 )",68802,"(+/- 8045 )",24272,"(+/- 4839 )",32387,"(+/- 4331 )",43281,"(+/- 5480 )",30223,"(+/- 5579 )",25641,"(+/- 5148 )",28680,"(+/- 4768 )",14153,"(+/- 3378 )",27966,"(+/- 4766 )"
People,"Residence 1 Year Ago","Same state",28189,"(+/- 4880 )",43442,"(+/- 5507 )",49908,"(+/- 6637 )",30671,"(+/- 6829 )",26942,"(+/- 4436 )",33789,"(+/- 5747 )",44555,"(+/- 6007 )",19933,"(+/- 4527 )",43407,"(+/- 6795 )",18655,"(+/- 3752 )",38722,"(+/- 7124 )",29497,"(+/- 4997 )",17277,"(+/- 3059 )",19514,"(+/- 2752 )",25639,"(+/- 4708 )",28879,"(+/- 5059 )",26200,"(+/- 4586 )",22617,"(+/- 5763 )",23647,"(+/- 5429 )",17452,"(+/- 4001 )",9275,"(+/- 1846 )",19251,"(+/- 3296 )",15534,"(+/- 4166 )",14286,"(+/- 3685 )",11433,"(+/- 3574 )",8786,"(+/- 2509 )",8483,"(+/- 2888 )"
People,"Residence 1 Year Ago","Different state",47644,"(+/- 5580 )",24106,"(+/- 4610 )",20134,"(+/- 4764 )",46952,"(+/- 10447 )",17274,"(+/- 3835 )",23626,"(+/- 4501 )",20126,"(+/- 4917 )",35269,"(+/- 8293 )",21774,"(+/- 5231 )",23831,"(+/- 5441 )",31876,"(+/- 5311 )",25462,"(+/- 4702 )",21987,"(+/- 4156 )",34655,"(+/- 5410 )",24382,"(+/- 5205 )",39558,"(+/- 6484 )",28254,"(+/- 3962 )",20572,"(+/- 3417 )",45155,"(+/- 5761 )",6820,"(+/- 2282 )",23112,"(+/- 3912 )",24030,"(+/- 4480 )",14689,"(+/- 3961 )",11355,"(+/- 3302 )",17247,"(+/- 4276 )",5367,"(+/- 1889 )",19483,"(+/- 3805 )"
People,"Residence 1 Year Ago",Abroad,3098,"(+/- 1107 )",2686,"(+/- 1207 )",6012,"(+/- 2762 )",3288,"(+/- 1550 )",1612,"(+/- 745 )",3363,"(+/- 1599 )",4590,"(+/- 1954 )",5265,"(+/- 2185 )",6336,"(+/- 2513 )",7289,"(+/- 3503 )",814,"(+/- 419 )",3053,"(+/- 1328 )",4030,"(+/- 1632 )",6211,"(+/- 2644 )",3446,"(+/- 1538 )",4972,"(+/- 2011 )",2485,"(+/- 1115 )",3159,"(+/- 1333 )",5473,"(+/- 1975 )",4002,"(+/- 1551 )",9121,"(+/- 3910 )",8517,"(+/- 2816 )",9591,"(+/- 2978 )",6193,"(+/- 2101 )",7900,"(+/- 2267 )",5994,"(+/- 2836 )",9311,"(+/- 2321 )"
Workers,"Employment Status","Population 16 years and over",664434,"(+/- 2510 )",613376,"(+/- 10424 )",633038,"(+/- 6231 )",724919,"(+/- 13835 )",599477,"(+/- 14389 )",693785,"(+/- 10067 )",657156,"(+/- 14489 )",672110,"(+/- 3179 )",807594,"(+/- 20674 )",673271,"(+/- 17227 )",735109,"(+/- 10306 )",689800,"(+/- 7631 )",624866,"(+/- 7509 )",661519,"(+/- 11477 )",662194,"(+/- 15175 )",754598,"(+/- 12160 )",692441,"(+/- 10859 )",682108,"(+/- 9572 )",739614,"(+/- 10019 )",611227,"(+/- 13906 )",659206,"(+/- 9776 )",663188,"(+/- 9635 )",614294,"(+/- 9352 )",598409,"(+/- 14208 )",635352,"(+/- 12758 )",638130,"(+/- 12707 )",609444,"(+/- 14702 )"
Workers,"Employment Status","In labor force",406250,"(+/- 6642 )",327139,"(+/- 9662 )",357990,"(+/- 8828 )",470527,"(+/- 12772 )",362719,"(+/- 12469 )",367361,"(+/- 9520 )",425216,"(+/- 12653 )",367682,"(+/- 8097 )",495197,"(+/- 15498 )",450150,"(+/- 15612 )",314248,"(+/- 9710 )",394130,"(+/- 9032 )",366885,"(+/- 8024 )",440330,"(+/- 11452 )",412430,"(+/- 11715 )",423932,"(+/- 10409 )",327124,"(+/- 8831 )",386181,"(+/- 8682 )",382073,"(+/- 10636 )",400185,"(+/- 12833 )",387791,"(+/- 10231 )",425259,"(+/- 11233 )",397619,"(+/- 9695 )",372380,"(+/- 11518 )",388644,"(+/- 12265 )",405212,"(+/- 11996 )",397835,"(+/- 11477 )"
Workers,"Employment Status","Civilian labor force",377986,"(+/- 6632 )",324216,"(+/- 9648 )",355353,"(+/- 8847 )",459168,"(+/- 12895 )",356777,"(+/- 12608 )",366452,"(+/- 9556 )",424584,"(+/- 12765 )",365136,"(+/- 8259 )",493959,"(+/- 15542 )",449799,"(+/- 15622 )",314038,"(+/- 9718 )",392793,"(+/- 9157 )",365883,"(+/- 8072 )",436616,"(+/- 11459 )",410380,"(+/- 11635 )",421425,"(+/- 10123 )",326914,"(+/- 8779 )",385723,"(+/- 8610 )",381644,"(+/- 10601 )",399588,"(+/- 12823 )",387642,"(+/- 10201 )",424486,"(+/- 11177 )",397092,"(+/- 9666 )",371415,"(+/- 11608 )",387288,"(+/- 12296 )",402674,"(+/- 12144 )",396397,"(+/- 11738 )"
Workers,"Employment Status",Employed,360755,"(+/- 7722 )",309471,"(+/- 10097 )",339572,"(+/- 8850 )",442366,"(+/- 12829 )",335675,"(+/- 11876 )",349488,"(+/- 9297 )",403158,"(+/- 12185 )",346410,"(+/- 8409 )",465612,"(+/- 14754 )",412999,"(+/- 14685 )",293199,"(+/- 9847 )",374091,"(+/- 9008 )",346619,"(+/- 8040 )",413953,"(+/- 11409 )",386336,"(+/- 11623 )",401862,"(+/- 10653 )",307426,"(+/- 8384 )",364714,"(+/- 9106 )",362941,"(+/- 11327 )",369028,"(+/- 13432 )",362403,"(+/- 10349 )",395392,"(+/- 10526 )",375994,"(+/- 9477 )",340710,"(+/- 12063 )",368073,"(+/- 11729 )",378069,"(+/- 12098 )",376945,"(+/- 11357 )"
Workers,"Employment Status",Unemployed,17231,"(+/- 3024 )",14745,"(+/- 2498 )",15781,"(+/- 2698 )",16802,"(+/- 3217 )",21102,"(+/- 3544 )",16964,"(+/- 2379 )",21426,"(+/- 4114 )",18726,"(+/- 2855 )",28347,"(+/- 4638 )",36800,"(+/- 4501 )",20839,"(+/- 3341 )",18702,"(+/- 2687 )",19264,"(+/- 2441 )",22663,"(+/- 2816 )",24044,"(+/- 3964 )",19563,"(+/- 2975 )",19488,"(+/- 2980 )",21009,"(+/- 3377 )",18703,"(+/- 3129 )",30560,"(+/- 3754 )",25239,"(+/- 3548 )",29094,"(+/- 3411 )",21098,"(+/- 3049 )",30705,"(+/- 4323 )",19215,"(+/- 3114 )",24605,"(+/- 3041 )",19452,"(+/- 2826 )"
Workers,"Employment Status","Armed Forces",28264,"(+/- 2650 )",2923,"(+/- 902 )",2637,"(+/- 1154 )",11359,"(+/- 2580 )",5942,"(+/- 2421 )",909,"(+/- 537 )",632,"(+/- 534 )",2546,"(+/- 979 )",1238,"(+/- 753 )",351,"(+/- 324 )",210,"(+/- 270 )",1337,"(+/- 794 )",1002,"(+/- 512 )",3714,"(+/- 1133 )",2050,"(+/- 1120 )",2507,"(+/- 1240 )",210,"(+/- 217 )",458,"(+/- 380 )",429,"(+/- 336 )",597,"(+/- 585 )",149,"(+/- 170 )",773,"(+/- 594 )",527,"(+/- 545 )",965,"(+/- 536 )",1356,"(+/- 1334 )",2538,"(+/- 949 )",1438,"(+/- 850 )"
Workers,"Employment Status","Not in labor force",258184,"(+/- 6760 )",286237,"(+/- 9362 )",275048,"(+/- 8899 )",254392,"(+/- 10943 )",236758,"(+/- 11124 )",326424,"(+/- 8479 )",231940,"(+/- 9632 )",304428,"(+/- 8542 )",312397,"(+/- 10781 )",223121,"(+/- 12306 )",420861,"(+/- 9196 )",295670,"(+/- 8378 )",257981,"(+/- 8740 )",221189,"(+/- 7732 )",249764,"(+/- 9688 )",330666,"(+/- 9100 )",365317,"(+/- 9023 )",295927,"(+/- 9403 )",357541,"(+/- 10605 )",211042,"(+/- 8643 )",271415,"(+/- 9580 )",237929,"(+/- 8746 )",216675,"(+/- 8437 )",226029,"(+/- 10037 )",246708,"(+/- 8853 )",232918,"(+/- 9426 )",211609,"(+/- 9855 )"
Workers,"Employment Status","Civilian labor force",377986,"(+/- 6632 )",324216,"(+/- 9648 )",355353,"(+/- 8847 )",459168,"(+/- 12895 )",356777,"(+/- 12608 )",366452,"(+/- 9556 )",424584,"(+/- 12765 )",365136,"(+/- 8259 )",493959,"(+/- 15542 )",449799,"(+/- 15622 )",314038,"(+/- 9718 )",392793,"(+/- 9157 )",365883,"(+/- 8072 )",436616,"(+/- 11459 )",410380,"(+/- 11635 )",421425,"(+/- 10123 )",326914,"(+/- 8779 )",385723,"(+/- 8610 )",381644,"(+/- 10601 )",399588,"(+/- 12823 )",387642,"(+/- 10201 )",424486,"(+/- 11177 )",397092,"(+/- 9666 )",371415,"(+/- 11608 )",387288,"(+/- 12296 )",402674,"(+/- 12144 )",396397,"(+/- 11738 )"
Workers,"Employment Status","Unemployment Rate",4.6,"(+/- 0.8 )",4.5,"(+/- 0.8 )",4.4,"(+/- 0.8 )",3.7,"(+/- 0.7 )",5.9,"(+/- 0.9 )",4.6,"(+/- 0.6 )",5.0,"(+/- 0.9 )",5.1,"(+/- 0.8 )",5.7,"(+/- 0.9 )",8.2,"(+/- 0.9 )",6.6,"(+/- 1.1 )",4.8,"(+/- 0.7 )",5.3,"(+/- 0.7 )",5.2,"(+/- 0.6 )",5.9,"(+/- 1.0 )",4.6,"(+/- 0.7 )",6.0,"(+/- 0.9 )",5.4,"(+/- 0.9 )",4.9,"(+/- 0.8 )",7.6,"(+/- 1.0 )",6.5,"(+/- 0.9 )",6.9,"(+/- 0.8 )",5.3,"(+/- 0.8 )",8.3,"(+/- 1.2 )",5.0,"(+/- 0.8 )",6.1,"(+/- 0.8 )",4.9,"(+/- 0.7 )"
Workers,"Commuting to Work","Workers 16 years and over",381345,"(+/- 7945 )",305848,"(+/- 10152 )",335524,"(+/- 8339 )",446078,"(+/- 12485 )",333295,"(+/- 11906 )",344968,"(+/- 9053 )",397517,"(+/- 11970 )",341096,"(+/- 8351 )",457771,"(+/- 14661 )",403901,"(+/- 13465 )",284815,"(+/- 10035 )",370441,"(+/- 9143 )",341722,"(+/- 8300 )",409206,"(+/- 11465 )",380546,"(+/- 11782 )",397453,"(+/- 10823 )",299721,"(+/- 8307 )",357659,"(+/- 9281 )",355537,"(+/- 11143 )",360162,"(+/- 13940 )",354508,"(+/- 10166 )",388044,"(+/- 10127 )",369858,"(+/- 9675 )",336356,"(+/- 12230 )",362970,"(+/- 11851 )",372757,"(+/- 11999 )",370606,"(+/- 11537 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",275996,"(+/- 9289 )",237404,"(+/- 9844 )",240933,"(+/- 8329 )",311062,"(+/- 11192 )",239999,"(+/- 10688 )",249614,"(+/- 9079 )",261021,"(+/- 9688 )",256643,"(+/- 8006 )",339520,"(+/- 14780 )",270428,"(+/- 13601 )",214650,"(+/- 9288 )",249540,"(+/- 7100 )",232468,"(+/- 7517 )",266407,"(+/- 9291 )",274990,"(+/- 11134 )",281097,"(+/- 10813 )",213960,"(+/- 8332 )",264717,"(+/- 8808 )",253109,"(+/- 11288 )",262310,"(+/- 11555 )",244017,"(+/- 7848 )",257985,"(+/- 9975 )",255093,"(+/- 8534 )",237981,"(+/- 9864 )",265696,"(+/- 10154 )",271376,"(+/- 11692 )",221874,"(+/- 9391 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",35169,"(+/- 4638 )",24747,"(+/- 3332 )",30918,"(+/- 4303 )",29747,"(+/- 4553 )",31276,"(+/- 4187 )",29384,"(+/- 4417 )",27878,"(+/- 4090 )",21072,"(+/- 3617 )",39992,"(+/- 4964 )",37104,"(+/- 4885 )",29220,"(+/- 4824 )",29542,"(+/- 3916 )",22788,"(+/- 3750 )",30363,"(+/- 4067 )",28679,"(+/- 3821 )",27639,"(+/- 4115 )",32678,"(+/- 3955 )",28531,"(+/- 4525 )",31992,"(+/- 4437 )",39464,"(+/- 5050 )",36496,"(+/- 4665 )",30261,"(+/- 5730 )",27452,"(+/- 4815 )",25336,"(+/- 3710 )",38577,"(+/- 4179 )",38793,"(+/- 5009 )",30096,"(+/- 4261 )"
