Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE"
Housing,"Gross Rent","Median (dollars)",1012,"(+/- 25 )",868,"(+/- 25 )",824,"(+/- 23 )",889,"(+/- 19 )",1084,"(+/- 36 )",787,"(+/- 24 )",940,"(+/- 18 )",799,"(+/- 19 )",922,"(+/- 19 )"
Housing,"Gross Rent","No rent paid",4227,"(+/- 897 )",3067,"(+/- 875 )",3723,"(+/- 946 )",4977,"(+/- 1372 )",4220,"(+/- 1375 )",5459,"(+/- 1076 )",3987,"(+/- 1118 )",6152,"(+/- 1315 )",4964,"(+/- 1294 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Total households",283879,"(+/- 2981 )",273019,"(+/- 3964 )",299447,"(+/- 3349 )",300397,"(+/- 3551 )",326875,"(+/- 4310 )",289481,"(+/- 3963 )",309675,"(+/- 4266 )",293935,"(+/- 2570 )",303986,"(+/- 3696 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Less than $10,000",16999,"(+/- 2103 )",15479,"(+/- 2099 )",14905,"(+/- 1867 )",16813,"(+/- 2632 )",13618,"(+/- 1993 )",14724,"(+/- 1727 )",21005,"(+/- 3027 )",17331,"(+/- 2196 )",21105,"(+/- 2526 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$10,000 to $14,999",13288,"(+/- 2199 )",10179,"(+/- 1429 )",10286,"(+/- 1611 )",8864,"(+/- 1690 )",8785,"(+/- 1658 )",12049,"(+/- 1941 )",13009,"(+/- 2576 )",13030,"(+/- 1601 )",11066,"(+/- 1761 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$15,000 to $24,999",22640,"(+/- 2559 )",23812,"(+/- 2049 )",21179,"(+/- 2010 )",21496,"(+/- 2737 )",15379,"(+/- 2004 )",25950,"(+/- 2639 )",30101,"(+/- 3466 )",26902,"(+/- 2300 )",22713,"(+/- 2074 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$25,000 to $34,999",25019,"(+/- 2698 )",26689,"(+/- 2421 )",29699,"(+/- 2670 )",27642,"(+/- 2661 )",23756,"(+/- 3477 )",27647,"(+/- 2659 )",32755,"(+/- 4330 )",31225,"(+/- 2576 )",29070,"(+/- 3086 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$35,000 to $49,999",35316,"(+/- 2856 )",34342,"(+/- 2585 )",39064,"(+/- 2904 )",38584,"(+/- 3676 )",37177,"(+/- 3809 )",35229,"(+/- 2493 )",41607,"(+/- 4094 )",39473,"(+/- 2864 )",36963,"(+/- 3601 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$50,000 to $74,999",48860,"(+/- 3532 )",52130,"(+/- 3891 )",62771,"(+/- 3562 )",58230,"(+/- 3738 )",55542,"(+/- 4056 )",59748,"(+/- 3435 )",68285,"(+/- 5378 )",54420,"(+/- 3877 )",56089,"(+/- 3308 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$75,000 to $99,999",35895,"(+/- 2831 )",39812,"(+/- 3028 )",42868,"(+/- 2782 )",42446,"(+/- 3182 )",44788,"(+/- 4058 )",40472,"(+/- 3308 )",39476,"(+/- 4153 )",41370,"(+/- 3247 )",44652,"(+/- 3196 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$100,000 to $149,999",49382,"(+/- 3347 )",43563,"(+/- 3483 )",48170,"(+/- 3139 )",53231,"(+/- 3635 )",51991,"(+/- 3981 )",43987,"(+/- 3314 )",37130,"(+/- 3665 )",42193,"(+/- 2852 )",46763,"(+/- 3749 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$150,000 to $199,000",20644,"(+/- 2354 )",12536,"(+/- 1562 )",17686,"(+/- 2047 )",17744,"(+/- 2546 )",34324,"(+/- 3445 )",18078,"(+/- 2275 )",14206,"(+/- 2639 )",15900,"(+/- 1882 )",18587,"(+/- 2182 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$200,000 or more",15836,"(+/- 2257 )",14477,"(+/- 1902 )",12819,"(+/- 1763 )",15347,"(+/- 2405 )",41515,"(+/- 3598 )",11597,"(+/- 1781 )",12101,"(+/- 1727 )",12091,"(+/- 1771 )",16978,"(+/- 2161 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Median household income (dollars)",64038,"(+/- 2030 )",61214,"(+/- 2012 )",62410,"(+/- 1697 )",64616,"(+/- 1938 )",79304,"(+/- 2456 )",61145,"(+/- 1401 )",54367,"(+/- 1876 )",56956,"(+/- 1410 )",64496,"(+/- 2007 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Mean household income (dollars)",84021,"(+/- 2961 )",79174,"(+/- 2405 )",78961,"(+/- 1980 )",80113,"(+/- 1917 )",113031,"(+/- 4564 )",77732,"(+/- 2171 )",70740,"(+/- 2484 )",76001,"(+/- 2591 )",81146,"(+/- 2382 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",722422,"(+/- 3252 )",720127,"(+/- 4259 )",754108,"(+/- 3568 )",756755,"(+/- 5265 )",811559,"(+/- 8319 )",708658,"(+/- 4479 )",767919,"(+/- 8292 )",701151,"(+/- 3157 )",765176,"(+/- 6094 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",671407,"(+/- 6661 )",653486,"(+/- 7874 )",676072,"(+/- 7744 )",710267,"(+/- 7117 )",762280,"(+/- 10405 )",668527,"(+/- 6046 )",696072,"(+/- 10507 )",649839,"(+/- 5320 )",715529,"(+/- 7759 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",486799,"(+/- 10373 )",477316,"(+/- 9411 )",497647,"(+/- 9488 )",566535,"(+/- 10056 )",612893,"(+/- 12072 )",499039,"(+/- 10693 )",450612,"(+/- 14743 )",481017,"(+/- 8652 )",556625,"(+/- 9428 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",278332,"(+/- 8975 )",263186,"(+/- 7322 )",270538,"(+/- 8726 )",237795,"(+/- 9129 )",242435,"(+/- 9086 )",270994,"(+/- 9395 )",323170,"(+/- 11468 )",269446,"(+/- 7494 )",254232,"(+/- 8868 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",51015,"(+/- 6008 )",66641,"(+/- 7057 )",78036,"(+/- 6996 )",46488,"(+/- 5355 )",49279,"(+/- 6155 )",40131,"(+/- 4427 )",71847,"(+/- 8491 )",51312,"(+/- 4512 )",49647,"(+/- 4988 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",172772,"(+/- 2315 )",188950,"(+/- 2696 )",200600,"(+/- 2289 )",184989,"(+/- 3185 )",205497,"(+/- 5980 )",166146,"(+/- 2913 )",206698,"(+/- 5594 )",169558,"(+/- 2911 )",184535,"(+/- 4283 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",8898,"(+/- 2727 )",16106,"(+/- 3880 )",22123,"(+/- 3566 )",8070,"(+/- 2268 )",7731,"(+/- 2747 )",5851,"(+/- 1782 )",10190,"(+/- 2929 )",12330,"(+/- 2406 )",8834,"(+/- 2200 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",10.6,"(+/- 1.3 )",8.1,"(+/- 1.0 )",7.7,"(+/- 0.8 )",6.8,"(+/- 1.0 )",5.6,"(+/- 0.9 )",7.4,"(+/- 0.9 )",12.4,"(+/- 1.9 )",8.3,"(+/- 1.1 )",8.3,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",18.4,"(+/- 2.9 )",13.8,"(+/- 1.9 )",12.5,"(+/- 1.5 )",10.3,"(+/- 1.8 )",9.1,"(+/- 1.7 )",11.1,"(+/- 1.8 )",19.5,"(+/- 3.3 )",15.1,"(+/- 2.2 )",12.3,"(+/- 2.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",22.6,"(+/- 6.7 )",14.1,"(+/- 4.1 )",13.7,"(+/- 4.7 )",7.1,"(+/- 3.3 )",6.5,"(+/- 3.3 )",12.9,"(+/- 5.1 )",21.0,"(+/- 6.9 )",17.8,"(+/- 6.1 )",11.0,"(+/- 4.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",4.2,"(+/- 0.9 )",4.1,"(+/- 0.8 )",3.4,"(+/- 0.7 )",3.3,"(+/- 0.7 )",2.2,"(+/- 0.6 )",3.5,"(+/- 0.7 )",5.3,"(+/- 1.2 )",4.2,"(+/- 0.9 )",4.3,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",7.1,"(+/- 2.4 )",6.2,"(+/- 1.6 )",5.2,"(+/- 1.3 )",3.9,"(+/- 1.3 )",2.9,"(+/- 1.1 )",3.7,"(+/- 1.1 )",8.0,"(+/- 2.2 )",6.5,"(+/- 2.1 )",5.7,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",4.4,"(+/- 4.9 )",4.9,"(+/- 3.1 )",2.8,"(+/- 2.4 )",2.2,"(+/- 2.0 )",1.8,"(+/- 2.2 )",0.4,"(+/- 0.5 )",8.3,"(+/- 5.9 )",4.9,"(+/- 3.6 )",3.8,"(+/- 2.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",26.0,"(+/- 4.2 )",25.5,"(+/- 4.7 )",26.3,"(+/- 3.7 )",24.1,"(+/- 4.3 )",23.1,"(+/- 4.8 )",23.9,"(+/- 4.4 )",27.4,"(+/- 5.0 )",24.4,"(+/- 3.7 )",24.8,"(+/- 4.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",35.3,"(+/- 6.3 )",32.8,"(+/- 6.3 )",33.2,"(+/- 5.3 )",30.9,"(+/- 5.6 )",32.1,"(+/- 6.9 )",32.9,"(+/- 6.4 )",35.6,"(+/- 7.0 )",33.6,"(+/- 5.1 )",32.7,"(+/- 6.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",52.9,"(+/- 16.3 )",45.5,"(+/- 13.3 )",44.6,"(+/- 16.7 )",33.9,"(+/- 17.4 )",32.5,"(+/- 18.1 )",51.0,"(+/- 17.2 )",41.0,"(+/- 15.6 )",53.0,"(+/- 13.5 )",50.1,"(+/- 20.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",12.9,"(+/- 1.2 )",12.1,"(+/- 1.1 )",11.5,"(+/- 1.0 )",11.6,"(+/- 1.0 )",8.0,"(+/- 0.9 )",11.1,"(+/- 1.0 )",16.8,"(+/- 1.7 )",13.4,"(+/- 1.0 )",12.2,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",19.7,"(+/- 3.2 )",16.5,"(+/- 2.5 )",15.6,"(+/- 2.2 )",12.6,"(+/- 2.0 )",10.1,"(+/- 2.0 )",12.8,"(+/- 2.1 )",23.9,"(+/- 4.3 )",18.8,"(+/- 2.7 )",14.0,"(+/- 2.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",19.5,"(+/- 3.2 )",16.1,"(+/- 2.4 )",15.4,"(+/- 2.2 )",12.2,"(+/- 2.0 )",9.7,"(+/- 2.0 )",12.2,"(+/- 2.1 )",23.6,"(+/- 4.2 )",17.9,"(+/- 2.7 )",14.0,"(+/- 2.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",22.2,"(+/- 4.8 )",18.7,"(+/- 4.0 )",17.1,"(+/- 3.5 )",14.0,"(+/- 3.6 )",9.0,"(+/- 2.6 )",14.2,"(+/- 2.7 )",26.2,"(+/- 6.6 )",21.7,"(+/- 4.7 )",15.2,"(+/- 4.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",18.6,"(+/- 3.5 )",15.2,"(+/- 2.6 )",14.8,"(+/- 2.5 )",11.6,"(+/- 2.0 )",9.9,"(+/- 2.3 )",11.5,"(+/- 2.3 )",22.7,"(+/- 4.2 )",16.5,"(+/- 2.9 )",13.5,"(+/- 2.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",11.0,"(+/- 0.8 )",10.6,"(+/- 0.8 )",10.1,"(+/- 0.8 )",11.4,"(+/- 0.9 )",7.3,"(+/- 0.7 )",10.6,"(+/- 0.8 )",14.4,"(+/- 1.2 )",11.8,"(+/- 0.8 )",11.7,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",8.7,"(+/- 1.3 )",8.6,"(+/- 1.2 )",7.7,"(+/- 1.4 )",8.0,"(+/- 1.4 )",7.5,"(+/- 1.4 )",8.0,"(+/- 0.9 )",12.1,"(+/- 2.0 )",9.4,"(+/- 1.2 )",7.9,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",10.8,"(+/- 1.4 )",9.2,"(+/- 1.2 )",8.9,"(+/- 1.1 )",7.5,"(+/- 1.0 )",5.9,"(+/- 1.0 )",7.5,"(+/- 1.1 )",14.9,"(+/- 2.2 )",9.7,"(+/- 1.3 )",8.6,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",22.6,"(+/- 1.9 )",25.0,"(+/- 2.3 )",22.5,"(+/- 1.9 )",27.8,"(+/- 2.6 )",17.2,"(+/- 1.8 )",26.2,"(+/- 1.9 )",22.8,"(+/- 2.1 )",26.3,"(+/- 2.3 )",25.7,"(+/- 2.2 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",166133,"(+/- 4070 )",176374,"(+/- 4779 )",177636,"(+/- 3770 )",206443,"(+/- 5425 )",202247,"(+/- 6350 )",163944,"(+/- 4618 )",193871,"(+/- 6150 )",160486,"(+/- 4438 )",198752,"(+/- 6416 )"
Education,"School Enrollment","Nursery school, preschool",9756,"(+/- 1932 )",9842,"(+/- 1869 )",10456,"(+/- 1507 )",8774,"(+/- 1516 )",17062,"(+/- 2246 )",9369,"(+/- 1610 )",8417,"(+/- 2176 )",8175,"(+/- 1309 )",9812,"(+/- 1892 )"
Education,"School Enrollment",Kindergarten,9571,"(+/- 1807 )",9760,"(+/- 1812 )",9007,"(+/- 1528 )",8034,"(+/- 1238 )",10851,"(+/- 2240 )",6004,"(+/- 1098 )",10008,"(+/- 2344 )",9136,"(+/- 1501 )",7799,"(+/- 1543 )"
Education,"School Enrollment","Elementary school (grades 1-8)",74516,"(+/- 2981 )",78042,"(+/- 3361 )",84444,"(+/- 2147 )",77488,"(+/- 2848 )",85986,"(+/- 4488 )",71251,"(+/- 2780 )",87808,"(+/- 3898 )",70673,"(+/- 2650 )",76144,"(+/- 3280 )"
Education,"School Enrollment","High school (grades 9-12)",38714,"(+/- 2280 )",40551,"(+/- 2471 )",40961,"(+/- 2035 )",42699,"(+/- 2520 )",47047,"(+/- 3041 )",34984,"(+/- 2181 )",42701,"(+/- 2811 )",33214,"(+/- 2056 )",39511,"(+/- 2722 )"
Education,"School Enrollment","College or graduate school",33576,"(+/- 3472 )",38179,"(+/- 2780 )",32768,"(+/- 2849 )",69448,"(+/- 4346 )",41301,"(+/- 3693 )",42336,"(+/- 3502 )",44937,"(+/- 4006 )",39288,"(+/- 3312 )",65486,"(+/- 4305 )"
Education,"Educational Attainment","Population 25 years and over",507743,"(+/- 2237 )",479097,"(+/- 3184 )",501740,"(+/- 2463 )",504212,"(+/- 4039 )",562132,"(+/- 7168 )",492374,"(+/- 3771 )",502616,"(+/- 6333 )",491591,"(+/- 2771 )",518126,"(+/- 3731 )"
Education,"Educational Attainment","Less than 9th grade",15588,"(+/- 2274 )",24449,"(+/- 2619 )",27978,"(+/- 3125 )",13056,"(+/- 2122 )",10758,"(+/- 1942 )",13467,"(+/- 2016 )",30295,"(+/- 4723 )",15196,"(+/- 2094 )",14380,"(+/- 2080 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",28053,"(+/- 2539 )",31771,"(+/- 3405 )",29379,"(+/- 2713 )",27375,"(+/- 3043 )",18906,"(+/- 2248 )",28637,"(+/- 2936 )",37868,"(+/- 4281 )",30425,"(+/- 3108 )",29153,"(+/- 2962 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",188066,"(+/- 5918 )",172859,"(+/- 6222 )",168005,"(+/- 5866 )",172892,"(+/- 6570 )",119607,"(+/- 7246 )",184446,"(+/- 5627 )",155630,"(+/- 7069 )",180082,"(+/- 5598 )",176409,"(+/- 6964 )"
Education,"Educational Attainment","Some college, no degree",105313,"(+/- 5897 )",93294,"(+/- 4567 )",102210,"(+/- 4332 )",97955,"(+/- 5722 )",90228,"(+/- 5581 )",100654,"(+/- 4176 )",96653,"(+/- 6609 )",93968,"(+/- 5539 )",103431,"(+/- 5814 )"
Education,"Educational Attainment","Associate's degree",42569,"(+/- 3690 )",40252,"(+/- 3590 )",48975,"(+/- 3876 )",47430,"(+/- 4475 )",47519,"(+/- 4412 )",47563,"(+/- 3943 )",37009,"(+/- 4144 )",59705,"(+/- 3465 )",43386,"(+/- 3346 )"
Education,"Educational Attainment","Bachelor's degree",81256,"(+/- 4538 )",73516,"(+/- 3609 )",82464,"(+/- 3601 )",97133,"(+/- 5269 )",173666,"(+/- 7798 )",76736,"(+/- 4570 )",94975,"(+/- 5708 )",72423,"(+/- 4782 )",90900,"(+/- 5098 )"
Education,"Educational Attainment","Graduate or professional degree",46898,"(+/- 3842 )",42956,"(+/- 2682 )",42729,"(+/- 2999 )",48371,"(+/- 3632 )",101448,"(+/- 6349 )",40871,"(+/- 3438 )",50186,"(+/- 4289 )",39792,"(+/- 3120 )",60467,"(+/- 4710 )"
Education,"Educational Attainment","Percent high school graduate or higher",91.4,"(+/- 0.7 )",88.3,"(+/- 1.0 )",88.6,"(+/- 0.8 )",92.0,"(+/- 0.7 )",94.7,"(+/- 0.6 )",91.4,"(+/- 0.7 )",86.4,"(+/- 1.2 )",90.7,"(+/- 0.7 )",91.6,"(+/- 0.7 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",25.2,"(+/- 1.3 )",24.3,"(+/- 1.0 )",25.0,"(+/- 0.9 )",28.9,"(+/- 1.1 )",48.9,"(+/- 1.4 )",23.9,"(+/- 1.1 )",28.9,"(+/- 1.4 )",22.8,"(+/- 1.1 )",29.2,"(+/- 1.2 )"

"Source: 2021 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",249245,G,324101,G,334023,G,274915,G,410776,G,239814,G,353238,G,284755,G,251616,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",19,J,230,H,161,G,308,H,95,G,204,G,37,H,164,J,136,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",96,H,184,H,399,H,320,H,332,J,375,G,157,H,2697,G,1021,H
Business,"Paid employees for pay period including March 12",Utilities,2289,J,733,J,920,H,1913,J,1393,H,1249,H,1614,J,3411,G,1428,G
Business,"Paid employees for pay period including March 12",Construction,16356,G,12422,G,16336,G,14487,G,19794,G,10795,G,23833,G,17522,G,15463,G
Business,"Paid employees for pay period including March 12",Manufacturing,35928,G,110085,G,89454,G,60722,G,26640,G,53414,G,31574,G,57996,G,44676,G
Business,"Paid employees for pay period including March 12","Wholesale trade",9171,G,15418,G,16669,G,11386,H,20491,G,9755,G,19902,G,11833,G,8887,G
Business,"Paid employees for pay period including March 12","Retail trade",35644,G,34724,H,38700,G,42400,H,43433,G,30191,H,29205,G,34954,G,38675,H
Business,"Paid employees for pay period including March 12","Transportation and warehousing",11795,G,8744,G,13116,G,18733,G,16416,G,10091,G,28310,G,14540,G,13630,G
Business,"Paid employees for pay period including March 12",Information,2444,H,4143,G,4242,G,2546,G,8755,G,2529,G,9993,G,3507,G,2928,G
Business,"Paid employees for pay period including March 12","Finance and insurance",5807,G,7668,G,11608,G,5871,G,31663,G,6493,H,15680,G,8797,G,7848,H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",3050,G,2792,G,3480,G,2892,G,7911,G,1941,G,8457,H,3053,G,3072,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",8742,G,8268,G,9119,G,7463,G,38489,G,9121,G,21000,G,10858,G,7099,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",2579,H,6491,G,6487,G,812,H,16564,G,7597,G,6491,G,4378,H,2038,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",11372,G,11944,G,13668,G,13449,G,29976,G,13083,G,24873,G,11274,G,11697,G
Business,"Paid employees for pay period including March 12","Educational services",4712,G,18553,H,6350,G,3488,G,12450,G,2677,G,10144,G,5039,G,2310,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",47993,G,41389,G,53286,G,42145,H,65292,G,41075,G,63953,G,50877,G,44037,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",5619,H,2277,G,3806,G,2194,G,7541,G,3344,G,7580,G,3381,G,2944,H
Business,"Paid employees for pay period including March 12","Accommodation and food services",32073,G,25512,G,28779,G,31360,G,44595,G,26798,G,32373,G,27801,G,32438,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",13540,G,12476,G,17429,G,12394,G,18911,G,9073,G,18048,G,12656,G,11270,G
Business,"Paid employees for pay period including March 12","Industries not classified",16,G,48,J,14,J,32,J,35,J,9,G,14,J,17,J,19,J
Business,"Annual payroll ($1,000)","Total for all sectors",11381219,G,14572109,G,15208019,G,11585278,G,21383373,G,10439654,G,20631223,G,12735739,G,10176719,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",423,H,14733,J,6887,G,16212,G,5701,G,9720,G,1308,J,8040,H,4995,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",6174,G,11029,H,26548,G,23144,H,24825,H,22890,G,11460,H,186349,G,65082,H
Business,"Annual payroll ($1,000)",Utilities,261653,J,69779,J,86492,H,191282,J,183793,H,105938,G,182847,J,331679,G,129373,G
Business,"Annual payroll ($1,000)",Construction,1117126,G,767206,G,991989,G,861620,G,1300316,G,617772,G,1573082,G,1067893,G,899971,G
Business,"Annual payroll ($1,000)",Manufacturing,2564886,G,5637358,G,4651626,G,3368837,G,1595043,G,2751939,G,2298239,G,3159711,G,2312022,G
Business,"Annual payroll ($1,000)","Wholesale trade",566303,G,848285,G,1144914,G,624561,G,1627579,H,596010,H,1428293,G,758400,G,540453,G
Business,"Annual payroll ($1,000)","Retail trade",989837,G,1020129,G,1150204,G,1274306,H,1269171,G,836971,G,889943,G,951568,G,1069840,H
Business,"Annual payroll ($1,000)","Transportation and warehousing",609614,G,415505,G,632341,G,941602,G,693936,G,496029,G,1365707,G,658069,G,645478,G
Business,"Annual payroll ($1,000)",Information,119020,H,254063,H,214952,G,100154,G,600581,G,128050,G,1415950,H,155506,G,147193,G
Business,"Annual payroll ($1,000)","Finance and insurance",366024,G,530199,G,915562,G,383490,G,2872382,G,434453,G,1384740,G,600497,G,516033,H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",132338,G,111516,G,145404,G,110093,G,492292,G,66946,G,497545,H,116405,G,127236,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",483297,G,478914,G,510437,G,405314,G,2975174,G,685264,G,1877306,G,630277,G,378329,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",185813,H,659171,G,726844,G,61090,G,1323475,G,639487,G,786742,G,407059,H,157154,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",444618,G,357216,G,412754,G,393571,G,1270594,G,454426,G,862362,G,353998,G,396696,G
Business,"Annual payroll ($1,000)","Educational services",133943,G,696234,H,153244,G,97973,H,348029,H,60544,G,373060,G,128362,G,58322,G
Business,"Annual payroll ($1,000)","Health care and social assistance",2374030,G,1916585,G,2500751,G,1916435,H,3319229,H,1843811,G,3922546,G,2400805,G,1860114,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",134293,J,45955,G,57487,G,44047,G,174861,G,64586,H,578933,G,50432,G,44983,G
Business,"Annual payroll ($1,000)","Accommodation and food services",485788,G,354947,G,407044,G,438569,G,718438,G,403528,G,515016,G,418635,G,501703,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",405771,G,382479,G,471954,G,332423,G,586803,G,220361,G,665701,G,351503,G,321381,G
Business,"Annual payroll ($1,000)","Industries not classified",268,G,806,G,585,G,555,H,1151,G,929,H,443,H,551,G,361,H
Business,"Total Establishments","Total for all sectors",14937,X,15817,X,17756,X,15535,X,22517,X,14241,X,15367,X,16168,X,15627,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",4,X,34,X,35,X,46,X,22,X,44,X,5,X,53,X,36,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",8,X,13,X,32,X,27,X,19,X,33,X,9,X,73,X,44,X
Business,"Total Establishments",Utilities,51,X,39,X,43,X,62,X,28,X,85,X,28,X,119,X,77,X
Business,"Total Establishments",Construction,1407,X,1458,X,1804,X,1563,X,1657,X,1459,X,1250,X,1611,X,1663,X
