Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
Housing,"Housing Tenure",Owner-occupied,"192,512","(+/-4,386)","182,193","(+/-5,224)","206,767","(+/-5,601)","186,067","(+/-5,194)","215,438","(+/-4,511)","196,078","(+/-5,047)","217,425","(+/-4,886)","210,929","(+/-5,787)","186,610","(+/-4,592)","219,599","(+/-4,564)","219,077","(+/-5,071)","169,961","(+/-5,992)","205,310","(+/-6,057)","186,245","(+/-4,964)"
Housing,"Housing Tenure",Renter-occupied,"113,738","(+/-4,106)","114,733","(+/-5,570)","90,955","(+/-5,675)","116,123","(+/-5,254)","92,848","(+/-4,894)","100,891","(+/-5,088)","98,606","(+/-3,999)","66,352","(+/-4,508)","103,931","(+/-4,147)","78,709","(+/-4,314)","87,864","(+/-5,230)","105,976","(+/-5,147)","76,901","(+/-4,894)","137,794","(+/-5,195)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.42,(+/-0.05),2.68,(+/-0.05),2.42,(+/-0.06),2.51,(+/-0.04),2.42,(+/-0.05),2.59,(+/-0.06),2.38,(+/-0.04),2.7,(+/-0.05),2.6,(+/-0.05),2.56,(+/-0.04),2.41,(+/-0.05),2.81,(+/-0.07),2.75,(+/-0.06),2.51,(+/-0.04)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.27,(+/-0.06),2.19,(+/-0.08),2.36,(+/-0.08),2.14,(+/-0.07),2.14,(+/-0.10),2.2,(+/-0.08),2.27,(+/-0.07),2.61,(+/-0.12),2.4,(+/-0.06),2.3,(+/-0.09),2.35,(+/-0.11),2.4,(+/-0.10),2.5,(+/-0.14),2.1,(+/-0.06)
Housing,"Year Householder Moved into Unit","Occupied housing units","306,250","(+/-4,200)","296,926","(+/-5,424)","297,722","(+/-5,422)","302,190","(+/-3,780)","308,286","(+/-5,412)","296,969","(+/-4,326)","316,031","(+/-4,258)","277,281","(+/-4,302)","290,541","(+/-4,734)","298,308","(+/-3,675)","306,941","(+/-5,600)","275,937","(+/-6,123)","282,211","(+/-6,239)","324,039","(+/-5,788)"
Housing,"Year Householder Moved into Unit","Moved in 2019 or later","76,291","(+/-4,927)","103,292","(+/-5,001)","88,149","(+/-4,747)","93,000","(+/-4,371)","75,992","(+/-4,464)","77,378","(+/-5,184)","91,386","(+/-5,170)","59,354","(+/-4,352)","91,233","(+/-4,860)","68,601","(+/-4,221)","74,149","(+/-4,525)","92,452","(+/-5,289)","78,111","(+/-5,119)","126,547","(+/-5,344)"
Housing,"Year Householder Moved into Unit","Moved in 2015 to 2018","62,552","(+/-4,317)","77,274","(+/-5,430)","63,604","(+/-4,606)","72,186","(+/-4,040)","62,266","(+/-3,903)","67,376","(+/-4,399)","72,425","(+/-4,704)","64,916","(+/-4,048)","66,667","(+/-3,741)","59,439","(+/-3,970)","70,406","(+/-4,585)","70,113","(+/-4,647)","68,151","(+/-5,342)","72,935","(+/-4,612)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014","37,543","(+/-3,618)","34,570","(+/-3,083)","31,474","(+/-2,591)","36,459","(+/-3,476)","35,795","(+/-3,268)","30,484","(+/-2,796)","38,375","(+/-2,819)","32,000","(+/-3,768)","29,654","(+/-2,537)","35,684","(+/-2,706)","40,456","(+/-3,015)","29,114","(+/-3,076)","37,367","(+/-4,134)","34,420","(+/-3,657)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","57,250","(+/-3,836)","46,415","(+/-3,058)","52,504","(+/-3,552)","46,539","(+/-3,195)","51,850","(+/-3,397)","57,349","(+/-3,684)","58,655","(+/-3,796)","53,857","(+/-4,035)","47,777","(+/-3,554)","56,940","(+/-3,656)","55,314","(+/-3,518)","49,447","(+/-4,100)","51,793","(+/-4,367)","48,063","(+/-4,130)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","34,386","(+/-2,993)","22,524","(+/-2,279)","30,255","(+/-2,700)","26,224","(+/-2,775)","34,255","(+/-2,857)","32,272","(+/-2,719)","28,867","(+/-2,677)","31,475","(+/-2,987)","26,315","(+/-2,013)","33,987","(+/-3,087)","32,892","(+/-3,182)","20,310","(+/-2,304)","27,847","(+/-3,131)","22,919","(+/-2,326)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","38,228","(+/-2,839)","12,851","(+/-1,571)","31,736","(+/-2,297)","27,782","(+/-2,441)","48,128","(+/-3,373)","32,110","(+/-2,652)","26,323","(+/-2,296)","35,679","(+/-2,440)","28,895","(+/-2,375)","43,657","(+/-2,974)","33,724","(+/-3,036)","14,501","(+/-1,866)","18,942","(+/-2,279)","19,155","(+/-1,834)"
Housing,Value,"Owner-occupied units","192,512","(+/-4,386)","182,193","(+/-5,224)","206,767","(+/-5,601)","186,067","(+/-5,194)","215,438","(+/-4,511)","196,078","(+/-5,047)","217,425","(+/-4,886)","210,929","(+/-5,787)","186,610","(+/-4,592)","219,599","(+/-4,564)","219,077","(+/-5,071)","169,961","(+/-5,992)","205,310","(+/-6,057)","186,245","(+/-4,964)"
Housing,Value,"Less than $50,000","24,132","(+/-2,879)","4,818","(+/-1,457)","24,187","(+/-2,722)","9,038","(+/-1,534)","16,026","(+/-1,891)","11,924","(+/-1,960)","19,632","(+/-2,275)","13,024","(+/-1,921)","12,591","(+/-1,863)","19,008","(+/-1,876)","14,510","(+/-2,002)","5,840","(+/-1,325)","10,029","(+/-1,889)","5,801","(+/-1,176)"
Housing,Value,"$50,000 to $99,999","35,134","(+/-3,085)",843,(+/-604),"26,360","(+/-2,946)","9,178","(+/-1,429)","24,527","(+/-2,435)","23,191","(+/-2,573)","22,284","(+/-2,080)","21,496","(+/-2,480)","28,576","(+/-2,757)","28,814","(+/-2,513)","20,276","(+/-2,596)","4,799","(+/-1,136)","10,415","(+/-1,738)","6,634","(+/-1,398)"
Housing,Value,"$100,000 to $149,999","35,331","(+/-2,779)","5,975","(+/-1,718)","25,376","(+/-2,459)","17,486","(+/-2,338)","34,382","(+/-3,282)","28,764","(+/-2,954)","20,334","(+/-2,259)","28,516","(+/-2,840)","29,855","(+/-2,364)","33,216","(+/-3,128)","19,370","(+/-2,043)","8,938","(+/-1,397)","16,645","(+/-2,466)","10,558","(+/-1,755)"
Housing,Value,"$150,000 to $199,999","31,918","(+/-3,125)","9,769","(+/-1,950)","36,782","(+/-3,755)","21,202","(+/-2,350)","38,585","(+/-3,154)","38,064","(+/-3,123)","28,802","(+/-2,633)","31,036","(+/-3,186)","31,914","(+/-2,872)","32,301","(+/-3,019)","25,339","(+/-2,652)","20,420","(+/-2,507)","22,733","(+/-2,628)","17,669","(+/-2,248)"
Housing,Value,"$200,000 to $299,999","33,014","(+/-3,126)","30,826","(+/-3,008)","42,472","(+/-3,963)","46,758","(+/-3,596)","47,023","(+/-3,046)","45,773","(+/-3,071)","52,097","(+/-3,835)","44,748","(+/-3,250)","36,052","(+/-3,054)","49,120","(+/-3,737)","47,718","(+/-3,367)","53,862","(+/-3,929)","51,741","(+/-4,800)","38,931","(+/-3,512)"
Housing,Value,"$300,000 to $499,999","24,909","(+/-2,491)","76,032","(+/-4,185)","34,172","(+/-2,891)","53,944","(+/-3,659)","37,547","(+/-2,754)","35,956","(+/-2,978)","48,618","(+/-3,255)","48,212","(+/-3,352)","30,888","(+/-2,734)","34,929","(+/-2,749)","57,192","(+/-4,125)","56,641","(+/-4,033)","67,366","(+/-4,541)","57,462","(+/-3,563)"
Housing,Value,"$500,000 to $999,999","7,238","(+/-1,329)","47,098","(+/-2,638)","15,740","(+/-2,213)","24,808","(+/-2,669)","15,256","(+/-1,895)","11,356","(+/-1,626)","21,610","(+/-1,938)","20,886","(+/-1,814)","14,014","(+/-1,847)","17,972","(+/-2,117)","29,108","(+/-2,706)","16,051","(+/-1,902)","24,069","(+/-3,002)","37,676","(+/-2,887)"
Housing,Value,"$1,000,000 or more",836,(+/-383),"6,832","(+/-1,224)","1,678",(+/-604),"3,653",(+/-841),"2,092",(+/-627),"1,050",(+/-604),"4,048","(+/-1,065)","3,011",(+/-930),"2,720",(+/-896),"4,239",(+/-924),"5,564","(+/-1,217)","3,410",(+/-912),"2,312",(+/-791),"11,514","(+/-1,604)"
Housing,Value,"Median (dollars)","152,200","(+/-4,747)","395,200","(+/-7,984)","185,200","(+/-6,668)","277,200","(+/-6,796)","190,900","(+/-5,356)","193,300","(+/-5,529)","230,800","(+/-5,662)","224,500","(+/-8,186)","179,400","(+/-7,579)","193,800","(+/-6,633)","260,700","(+/-9,246)","284,200","(+/-5,944)","283,000","(+/-7,648)","339,800","(+/-8,815)"
Housing,"Mortgage Status","Owner-occupied units","192,512","(+/-4,386)","182,193","(+/-5,224)","206,767","(+/-5,601)","186,067","(+/-5,194)","215,438","(+/-4,511)","196,078","(+/-5,047)","217,425","(+/-4,886)","210,929","(+/-5,787)","186,610","(+/-4,592)","219,599","(+/-4,564)","219,077","(+/-5,071)","169,961","(+/-5,992)","205,310","(+/-6,057)","186,245","(+/-4,964)"
Housing,"Mortgage Status","Housing units with a mortgage","108,739","(+/-4,880)","137,302","(+/-5,065)","119,121","(+/-5,789)","123,575","(+/-4,900)","118,249","(+/-4,557)","124,527","(+/-4,998)","124,275","(+/-5,059)","129,590","(+/-4,529)","115,086","(+/-4,112)","121,687","(+/-4,056)","110,337","(+/-4,667)","127,215","(+/-5,651)","142,404","(+/-5,955)","130,639","(+/-4,319)"
Housing,"Mortgage Status","Housing units without a mortgage","83,773","(+/-4,935)","44,891","(+/-2,901)","87,646","(+/-4,550)","62,492","(+/-3,367)","97,189","(+/-3,996)","71,551","(+/-3,841)","93,150","(+/-4,408)","81,339","(+/-4,249)","71,524","(+/-3,660)","97,912","(+/-3,831)","108,740","(+/-4,673)","42,746","(+/-3,417)","62,906","(+/-4,800)","55,606","(+/-3,109)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","108,739","(+/-4,880)","137,302","(+/-5,065)","119,121","(+/-5,789)","123,575","(+/-4,900)","118,249","(+/-4,557)","124,527","(+/-4,998)","124,275","(+/-5,059)","129,590","(+/-4,529)","115,086","(+/-4,112)","121,687","(+/-4,056)","110,337","(+/-4,667)","127,215","(+/-5,651)","142,404","(+/-5,955)","130,639","(+/-4,319)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500","2,837",(+/-864),751,(+/-445),"3,137","(+/-1,175)","1,068",(+/-510),"4,697","(+/-1,100)","2,277",(+/-693),"1,017",(+/-481),"2,671",(+/-798),"2,327",(+/-935),"2,353",(+/-815),"2,279",(+/-827),"1,477",(+/-641),"1,726",(+/-825),955,(+/-436)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","33,065","(+/-2,964)","11,240","(+/-1,677)","29,604","(+/-3,670)","21,671","(+/-2,712)","40,316","(+/-3,112)","33,969","(+/-3,166)","27,451","(+/-2,461)","32,960","(+/-3,279)","29,274","(+/-2,461)","41,527","(+/-2,974)","27,720","(+/-2,927)","20,941","(+/-2,492)","20,316","(+/-2,537)","16,634","(+/-2,013)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","40,046","(+/-3,524)","29,569","(+/-3,264)","46,696","(+/-3,559)","39,503","(+/-3,173)","36,814","(+/-3,103)","44,216","(+/-3,999)","43,854","(+/-3,848)","43,294","(+/-3,524)","41,928","(+/-3,420)","40,522","(+/-3,567)","36,900","(+/-3,213)","42,510","(+/-3,740)","48,535","(+/-4,710)","35,327","(+/-3,268)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","18,628","(+/-2,256)","37,592","(+/-3,369)","22,147","(+/-2,419)","30,875","(+/-3,454)","20,747","(+/-2,265)","25,095","(+/-2,914)","26,606","(+/-2,822)","23,545","(+/-2,547)","23,299","(+/-2,604)","19,157","(+/-2,146)","24,561","(+/-2,106)","36,781","(+/-3,820)","37,166","(+/-3,860)","30,591","(+/-2,729)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","8,125","(+/-1,726)","25,836","(+/-2,571)","8,904","(+/-1,451)","13,175","(+/-1,861)","7,231","(+/-1,169)","10,534","(+/-1,576)","12,859","(+/-1,686)","14,776","(+/-1,789)","9,121","(+/-1,712)","9,094","(+/-1,642)","8,977","(+/-1,483)","14,448","(+/-1,876)","18,551","(+/-2,775)","19,801","(+/-2,263)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","3,685",(+/-977),"12,653","(+/-2,018)","4,918","(+/-1,258)","7,570","(+/-1,503)","3,788","(+/-1,112)","4,857","(+/-1,012)","6,279","(+/-1,136)","5,460","(+/-1,335)","4,504","(+/-1,059)","4,180","(+/-1,083)","4,080",(+/-955),"5,439","(+/-1,386)","9,602","(+/-2,158)","10,448","(+/-1,636)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","2,353",(+/-799),"19,661","(+/-2,170)","3,715",(+/-905),"9,713","(+/-1,590)","4,656","(+/-1,225)","3,579",(+/-978),"6,209","(+/-1,157)","6,884","(+/-1,240)","4,633","(+/-1,218)","4,854","(+/-1,215)","5,820","(+/-1,436)","5,619","(+/-1,296)","6,508","(+/-1,413)","16,883","(+/-1,890)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","1,206",(+/-28),"1,848",(+/-45),"1,275",(+/-36),"1,494",(+/-45),"1,173",(+/-34),"1,276",(+/-40),"1,382",(+/-34),"1,326",(+/-39),"1,286",(+/-34),"1,155",(+/-22),"1,336",(+/-34),"1,485",(+/-35),"1,507",(+/-41),"1,710",(+/-49)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","83,773","(+/-4,935)","44,891","(+/-2,901)","87,646","(+/-4,550)","62,492","(+/-3,367)","97,189","(+/-3,996)","71,551","(+/-3,841)","93,150","(+/-4,408)","81,339","(+/-4,249)","71,524","(+/-3,660)","97,912","(+/-3,831)","108,740","(+/-4,673)","42,746","(+/-3,417)","62,906","(+/-4,800)","55,606","(+/-3,109)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250","11,815","(+/-2,044)","2,074",(+/-843),"11,136","(+/-1,979)","7,000","(+/-1,405)","21,374","(+/-2,595)","10,024","(+/-1,650)","9,894","(+/-1,737)","11,168","(+/-1,507)","10,465","(+/-1,880)","22,593","(+/-2,192)","24,491","(+/-2,231)","4,289","(+/-1,194)","6,587","(+/-1,419)","3,874",(+/-964)
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","27,257","(+/-2,754)","6,633","(+/-1,276)","27,171","(+/-2,590)","15,341","(+/-1,937)","38,447","(+/-2,773)","26,452","(+/-2,887)","25,937","(+/-2,746)","32,829","(+/-3,032)","20,643","(+/-2,152)","39,748","(+/-3,354)","35,769","(+/-2,732)","11,117","(+/-1,704)","17,474","(+/-2,476)","12,389","(+/-1,821)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","25,530","(+/-2,638)","15,107","(+/-2,253)","27,049","(+/-2,783)","22,369","(+/-2,729)","23,224","(+/-2,555)","21,802","(+/-2,357)","28,782","(+/-2,608)","24,287","(+/-2,856)","25,135","(+/-2,341)","22,808","(+/-2,436)","28,611","(+/-2,705)","15,047","(+/-2,056)","22,353","(+/-2,968)","17,637","(+/-1,747)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","12,410","(+/-1,982)","10,917","(+/-1,492)","13,817","(+/-2,216)","9,529","(+/-1,600)","8,174","(+/-1,586)","7,535","(+/-1,360)","15,963","(+/-2,070)","8,203","(+/-1,559)","8,537","(+/-1,365)","8,786","(+/-1,484)","11,611","(+/-1,802)","7,742","(+/-1,369)","9,856","(+/-1,834)","9,873","(+/-1,873)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","4,054",(+/-927),"4,708",(+/-976),"5,710","(+/-1,124)","3,840","(+/-1,083)","2,211",(+/-696),"3,025",(+/-928),"7,002","(+/-1,252)","2,156",(+/-650),"3,742",(+/-970),"1,695",(+/-613),"5,029","(+/-1,009)","2,706",(+/-793),"3,816","(+/-1,480)","5,302","(+/-1,330)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","2,707",(+/-829),"5,452","(+/-1,226)","2,763",(+/-855),"4,413",(+/-836),"3,759",(+/-966),"2,713",(+/-755),"5,572",(+/-783),"2,696",(+/-801),"3,002",(+/-774),"2,282",(+/-827),"3,229",(+/-823),"1,845",(+/-706),"2,820",(+/-944),"6,531","(+/-1,454)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",421,(+/-18),584,(+/-22),433,(+/-14),479,(+/-17),354,(+/-10),397,(+/-15),464,(+/-13),385,(+/-12),434,(+/-16),341,(+/-9),374,(+/-12),469,(+/-16),464,(+/-19),523,(+/-25)
Housing,"Gross Rent","Occupied units paying rent","105,321","(+/-4,066)","112,618","(+/-5,564)","82,056","(+/-5,335)","110,884","(+/-5,318)","84,220","(+/-4,774)","94,899","(+/-5,107)","87,879","(+/-3,940)","60,565","(+/-4,009)","97,797","(+/-4,255)","73,111","(+/-4,154)","78,053","(+/-4,919)","103,261","(+/-5,049)","72,720","(+/-5,061)","133,708","(+/-5,132)"
Housing,"Gross Rent","Less than $500","15,970","(+/-2,288)","2,547",(+/-998),"9,878","(+/-1,813)","9,915","(+/-1,864)","10,428","(+/-1,853)","7,801","(+/-1,411)","8,715","(+/-1,366)","5,197","(+/-1,275)","8,291","(+/-1,601)","9,300","(+/-1,909)","11,565","(+/-2,093)","2,983","(+/-1,152)","6,703","(+/-1,778)","5,517","(+/-1,079)"
Housing,"Gross Rent","$500 to $999","60,064","(+/-3,355)","16,213","(+/-2,606)","39,904","(+/-3,875)","35,031","(+/-3,367)","49,336","(+/-3,992)","46,592","(+/-4,263)","34,067","(+/-3,350)","35,377","(+/-3,518)","41,180","(+/-3,300)","40,377","(+/-3,103)","32,276","(+/-3,419)","22,602","(+/-2,815)","26,598","(+/-2,995)","25,745","(+/-2,894)"
Housing,"Gross Rent","$1,000 to $1,499","24,436","(+/-2,838)","57,033","(+/-4,670)","27,010","(+/-3,193)","42,385","(+/-3,670)","18,224","(+/-2,552)","31,814","(+/-3,391)","32,118","(+/-2,868)","13,432","(+/-2,354)","35,388","(+/-2,546)","16,307","(+/-2,394)","23,348","(+/-2,980)","50,374","(+/-3,750)","26,706","(+/-3,490)","59,064","(+/-4,183)"
Housing,"Gross Rent","$1,500 to $1,999","4,108","(+/-1,089)","26,570","(+/-3,054)","4,439","(+/-1,391)","17,501","(+/-2,503)","4,451","(+/-1,157)","6,525","(+/-2,172)","9,090","(+/-1,718)","4,761","(+/-1,528)","9,562","(+/-1,620)","5,068","(+/-1,133)","6,468","(+/-1,410)","21,291","(+/-2,918)","8,852","(+/-1,903)","32,096","(+/-3,493)"
Housing,"Gross Rent","$2,000 to $2,499",316,(+/-283),"6,978","(+/-1,730)",540,(+/-500),"4,025","(+/-1,226)",916,(+/-518),797,(+/-463),"2,690","(+/-1,134)","1,090",(+/-544),"2,254","(+/-1,028)","1,822",(+/-876),"2,584",(+/-760),"5,092","(+/-1,362)","2,707","(+/-1,213)","6,880","(+/-1,532)"
Housing,"Gross Rent","$2,500 to $2,999",311,(+/-304),"1,682","(+/-1,053)",124,(+/-155),463,(+/-336),209,(+/-149),532,(+/-382),488,(+/-543),421,(+/-305),549,(+/-317),86,(+/-141),446,(+/-237),458,(+/-343),575,(+/-426),"2,774","(+/-1,258)"
Housing,"Gross Rent","$3,000 or more",116,(+/-177),"1,595",(+/-557),161,(+/-232),"1,564",(+/-677),656,(+/-373),838,(+/-412),711,(+/-287),287,(+/-264),573,(+/-326),151,(+/-195),"1,366",(+/-670),461,(+/-287),579,(+/-378),"1,632",(+/-705)
Housing,"Gross Rent","Median (dollars)",825,(+/-22),"1,319",(+/-34),900,(+/-32),"1,104",(+/-24),803,(+/-25),938,(+/-27),"1,015",(+/-37),824,(+/-32),992,(+/-31),827,(+/-31),926,(+/-44),"1,250",(+/-33),"1,055",(+/-51),"1,300",(+/-25)
Housing,"Gross Rent","No rent paid","8,417","(+/-1,604)","2,115",(+/-736),"8,899","(+/-1,841)","5,239","(+/-1,644)","8,628","(+/-1,559)","5,992","(+/-1,631)","10,727","(+/-1,570)","5,787","(+/-1,518)","6,134","(+/-1,418)","5,598","(+/-1,368)","9,811","(+/-1,770)","2,715","(+/-1,089)","4,181","(+/-1,145)","4,086","(+/-1,109)"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Total households","306,250","(+/-4,200)","296,926","(+/-5,424)","297,722","(+/-5,422)","302,190","(+/-3,780)","308,286","(+/-5,412)","296,969","(+/-4,326)","316,031","(+/-4,258)","277,281","(+/-4,302)","290,541","(+/-4,734)","298,308","(+/-3,675)","306,941","(+/-5,600)","275,937","(+/-6,123)","282,211","(+/-6,239)","324,039","(+/-5,788)"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Less than $10,000","30,025","(+/-2,879)","14,461","(+/-2,803)","18,765","(+/-2,571)","19,180","(+/-3,042)","22,709","(+/-2,846)","21,795","(+/-2,733)","25,109","(+/-2,383)","16,246","(+/-2,458)","19,168","(+/-2,349)","16,970","(+/-2,396)","17,152","(+/-2,508)","14,282","(+/-2,248)","15,473","(+/-2,622)","14,320","(+/-2,069)"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$10,000 to $14,999","19,607","(+/-2,751)","6,408","(+/-1,367)","16,349","(+/-2,521)","10,659","(+/-1,900)","16,049","(+/-2,353)","13,325","(+/-2,156)","15,475","(+/-1,855)","11,092","(+/-2,374)","14,751","(+/-1,970)","14,581","(+/-2,330)","17,273","(+/-2,786)","7,360","(+/-1,369)","10,414","(+/-2,427)","10,190","(+/-1,624)"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$15,000 to $24,999","35,012","(+/-3,686)","16,270","(+/-2,434)","28,367","(+/-3,690)","22,628","(+/-2,817)","37,030","(+/-3,233)","27,222","(+/-3,144)","28,223","(+/-2,702)","25,131","(+/-2,726)","24,050","(+/-2,592)","27,069","(+/-2,658)","28,553","(+/-3,132)","17,966","(+/-2,322)","21,076","(+/-2,830)","20,819","(+/-2,537)"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$25,000 to $34,999","32,594","(+/-3,739)","18,838","(+/-2,591)","29,320","(+/-3,398)","30,258","(+/-3,866)","31,330","(+/-2,967)","26,718","(+/-3,221)","26,634","(+/-2,365)","24,017","(+/-3,100)","29,314","(+/-2,543)","27,228","(+/-2,092)","32,643","(+/-3,302)","19,881","(+/-2,377)","20,911","(+/-2,848)","23,486","(+/-2,712)"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$35,000 to $49,999","42,296","(+/-3,572)","26,963","(+/-3,290)","41,667","(+/-3,898)","34,094","(+/-3,467)","42,232","(+/-3,475)","39,186","(+/-3,405)","39,257","(+/-3,865)","33,302","(+/-3,120)","35,919","(+/-2,764)","41,919","(+/-3,041)","43,056","(+/-3,533)","38,548","(+/-4,406)","29,451","(+/-3,304)","36,571","(+/-3,247)"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$50,000 to $74,999","53,128","(+/-4,405)","38,966","(+/-3,604)","59,597","(+/-4,439)","50,148","(+/-4,026)","53,014","(+/-3,602)","52,220","(+/-4,413)","60,510","(+/-3,855)","53,336","(+/-3,852)","57,840","(+/-3,858)","54,870","(+/-4,019)","54,668","(+/-3,611)","50,920","(+/-3,664)","48,323","(+/-4,895)","54,780","(+/-3,956)"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$75,000 to $99,999","36,348","(+/-3,265)","38,140","(+/-3,417)","36,713","(+/-3,209)","38,299","(+/-3,940)","38,335","(+/-3,317)","39,075","(+/-3,644)","39,584","(+/-3,248)","36,310","(+/-3,339)","38,153","(+/-3,327)","39,231","(+/-3,479)","39,875","(+/-2,871)","37,442","(+/-3,434)","35,864","(+/-3,946)","38,841","(+/-4,028)"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$100,000 to $149,999","34,014","(+/-2,760)","54,716","(+/-4,620)","37,954","(+/-3,247)","48,152","(+/-3,938)","36,992","(+/-3,198)","43,979","(+/-3,650)","45,017","(+/-3,621)","39,940","(+/-3,329)","37,597","(+/-3,465)","43,389","(+/-3,503)","40,941","(+/-3,349)","47,511","(+/-3,962)","51,830","(+/-4,620)","54,367","(+/-3,923)"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$150,000 to $199,999","13,347","(+/-1,863)","32,054","(+/-3,012)","15,107","(+/-1,974)","22,765","(+/-2,851)","15,930","(+/-2,183)","15,084","(+/-2,062)","18,415","(+/-2,340)","19,688","(+/-2,182)","15,678","(+/-1,772)","16,081","(+/-2,198)","16,104","(+/-2,048)","20,304","(+/-2,207)","24,818","(+/-3,078)","28,155","(+/-2,523)"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$200,000 or more","9,879","(+/-1,717)","50,110","(+/-3,517)","13,883","(+/-2,268)","26,007","(+/-2,230)","14,665","(+/-1,822)","18,365","(+/-2,404)","17,807","(+/-1,996)","18,219","(+/-1,959)","18,071","(+/-2,253)","16,970","(+/-1,979)","16,676","(+/-2,190)","21,723","(+/-2,483)","24,051","(+/-2,868)","42,510","(+/-3,346)"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Median household income (dollars)","46,702","(+/-1,718)","92,635","(+/-3,628)","55,911","(+/-2,374)","66,293","(+/-3,203)","51,640","(+/-1,662)","59,118","(+/-1,959)","56,858","(+/-1,210)","63,115","(+/-1,541)","58,473","(+/-2,146)","58,845","(+/-1,787)","55,831","(+/-2,301)","69,019","(+/-2,439)","71,598","(+/-3,470)","76,176","(+/-3,170)"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Mean household income (dollars)","65,229","(+/-2,092)","123,289","(+/-3,662)","74,525","(+/-3,371)","92,965","(+/-3,018)","73,880","(+/-2,802)","81,088","(+/-2,617)","80,748","(+/-2,551)","85,543","(+/-2,650)","79,039","(+/-2,716)","78,868","(+/-2,218)","80,076","(+/-3,549)","91,255","(+/-2,949)","93,793","(+/-2,849)","114,581","(+/-4,218)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","733,577","(+/-5,521)","750,441","(+/-13,768)","692,663","(+/-7,733)","741,756","(+/-2,325)","736,024","(+/-8,735)","747,991","(+/-8,157)","743,486","(+/-4,654)","747,286","(+/-7,013)","706,715","(+/-7,901)","746,432","(+/-6,020)","741,661","(+/-3,375)","738,044","(+/-14,808)","760,061","(+/-16,488)","759,798","(+/-14,212)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","652,612","(+/-8,195)","696,423","(+/-13,364)","613,383","(+/-8,877)","668,028","(+/-6,056)","656,988","(+/-8,575)","676,828","(+/-9,797)","667,318","(+/-7,652)","670,812","(+/-8,855)","631,258","(+/-7,817)","669,181","(+/-8,288)","657,266","(+/-6,667)","648,829","(+/-14,993)","677,975","(+/-14,577)","680,925","(+/-13,960)"
