Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE"
Housing,"Gross Rent","$3,000 or more",1096,"(+/- 707 )",1915,"(+/- 719 )",2566,"(+/- 1113 )",7549,"(+/- 1460 )",12463,"(+/- 1874 )",3710,"(+/- 1124 )",24791,"(+/- 2365 )",13166,"(+/- 1828 )",2260,"(+/- 912 )"
Housing,"Gross Rent","Median (dollars)",1003,"(+/- 40 )",1242,"(+/- 39 )",1407,"(+/- 33 )",1521,"(+/- 74 )",1899,"(+/- 44 )",1583,"(+/- 55 )",1810,"(+/- 39 )",1777,"(+/- 34 )",1095,"(+/- 36 )"
Housing,"Gross Rent","No rent paid",5270,"(+/- 1404 )",4395,"(+/- 1235 )",3963,"(+/- 1118 )",4115,"(+/- 1075 )",4874,"(+/- 1374 )",3471,"(+/- 1056 )",4561,"(+/- 1203 )",3676,"(+/- 1132 )",3883,"(+/- 1135 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Total households",297314,"(+/- 3707 )",299526,"(+/- 4798 )",299843,"(+/- 5363 )",291375,"(+/- 4734 )",306305,"(+/- 4557 )",304882,"(+/- 3571 )",312412,"(+/- 5539 )",320679,"(+/- 4602 )",326682,"(+/- 6205 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Less than $10,000",18671,"(+/- 2486 )",16295,"(+/- 2053 )",15509,"(+/- 2242 )",10366,"(+/- 1621 )",12882,"(+/- 2068 )",13169,"(+/- 1934 )",29565,"(+/- 3082 )",16257,"(+/- 2227 )",16292,"(+/- 2465 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$10,000 to $14,999",14239,"(+/- 2147 )",10140,"(+/- 1819 )",12823,"(+/- 2246 )",8499,"(+/- 1811 )",8847,"(+/- 1851 )",9831,"(+/- 1895 )",18828,"(+/- 2435 )",10540,"(+/- 1674 )",11464,"(+/- 1825 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$15,000 to $24,999",28043,"(+/- 2662 )",22759,"(+/- 2512 )",17572,"(+/- 2174 )",14016,"(+/- 2323 )",15419,"(+/- 2374 )",16532,"(+/- 2263 )",22201,"(+/- 2712 )",16675,"(+/- 2324 )",24729,"(+/- 2982 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$25,000 to $34,999",25448,"(+/- 3103 )",20487,"(+/- 2381 )",16899,"(+/- 1897 )",15899,"(+/- 2357 )",12889,"(+/- 2042 )",11387,"(+/- 1588 )",19429,"(+/- 2519 )",13999,"(+/- 1989 )",20386,"(+/- 2517 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$35,000 to $49,999",31658,"(+/- 2806 )",24805,"(+/- 2587 )",24904,"(+/- 2927 )",19605,"(+/- 2218 )",21748,"(+/- 2494 )",24089,"(+/- 2361 )",24359,"(+/- 2504 )",22924,"(+/- 2543 )",31025,"(+/- 2509 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$50,000 to $74,999",50447,"(+/- 3462 )",43018,"(+/- 2802 )",46975,"(+/- 3906 )",31982,"(+/- 3197 )",30697,"(+/- 3953 )",38833,"(+/- 2845 )",40333,"(+/- 3513 )",41838,"(+/- 3151 )",45615,"(+/- 3389 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$75,000 to $99,999",34447,"(+/- 2471 )",36977,"(+/- 3649 )",35808,"(+/- 3023 )",30618,"(+/- 2456 )",32282,"(+/- 3571 )",35457,"(+/- 3004 )",32649,"(+/- 3020 )",38258,"(+/- 3055 )",39256,"(+/- 3099 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$100,000 to $149,999",47551,"(+/- 3880 )",55090,"(+/- 3821 )",54133,"(+/- 3461 )",52399,"(+/- 3335 )",53960,"(+/- 3678 )",55892,"(+/- 3713 )",49932,"(+/- 4194 )",56144,"(+/- 3975 )",58662,"(+/- 3584 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$150,000 to $199,000",22187,"(+/- 2289 )",33509,"(+/- 2984 )",31333,"(+/- 2633 )",37769,"(+/- 3269 )",38146,"(+/- 2916 )",39680,"(+/- 3493 )",28086,"(+/- 2897 )",37953,"(+/- 3281 )",34695,"(+/- 2910 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$200,000 or more",24623,"(+/- 2482 )",36446,"(+/- 2960 )",43887,"(+/- 3045 )",70222,"(+/- 3713 )",79435,"(+/- 3358 )",60012,"(+/- 3092 )",47030,"(+/- 3174 )",66091,"(+/- 4290 )",44558,"(+/- 3490 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Median household income (dollars)",64339,"(+/- 1791 )",82768,"(+/- 3003 )",84890,"(+/- 3809 )",112107,"(+/- 3107 )",115385,"(+/- 5410 )",101990,"(+/- 2563 )",76207,"(+/- 3995 )",99904,"(+/- 2814 )",83644,"(+/- 2209 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Mean household income (dollars)",88697,"(+/- 2497 )",106657,"(+/- 3169 )",114481,"(+/- 2857 )",160970,"(+/- 4529 )",156918,"(+/- 3995 )",133636,"(+/- 3497 )",109851,"(+/- 3238 )",139907,"(+/- 4137 )",112513,"(+/- 3271 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",722465,"(+/- 7061 )",771993,"(+/- 8876 )",780669,"(+/- 10721 )",760701,"(+/- 8790 )",775837,"(+/- 8572 )",767577,"(+/- 5308 )",775393,"(+/- 8957 )",782727,"(+/- 9731 )",778744,"(+/- 8490 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",701872,"(+/- 7294 )",754756,"(+/- 9479 )",760736,"(+/- 10859 )",746535,"(+/- 9170 )",758191,"(+/- 9455 )",753806,"(+/- 5958 )",748037,"(+/- 9231 )",762783,"(+/- 10029 )",756735,"(+/- 8557 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",476436,"(+/- 10359 )",582216,"(+/- 12242 )",547009,"(+/- 14122 )",625500,"(+/- 10543 )",612696,"(+/- 13651 )",605121,"(+/- 11553 )",507027,"(+/- 12801 )",595483,"(+/- 12948 )",559727,"(+/- 11534 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",335244,"(+/- 9779 )",281079,"(+/- 9120 )",317742,"(+/- 10635 )",227137,"(+/- 8146 )",240324,"(+/- 10297 )",261874,"(+/- 10047 )",303972,"(+/- 11752 )",269617,"(+/- 10927 )",344284,"(+/- 9612 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",20593,"(+/- 3452 )",17237,"(+/- 3212 )",19933,"(+/- 2821 )",14166,"(+/- 2907 )",17646,"(+/- 4087 )",13771,"(+/- 2897 )",27356,"(+/- 4085 )",19944,"(+/- 3080 )",22009,"(+/- 3270 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",157826,"(+/- 3504 )",168156,"(+/- 4773 )",187099,"(+/- 6177 )",173684,"(+/- 5651 )",163510,"(+/- 5510 )",159949,"(+/- 4638 )",140523,"(+/- 6100 )",164132,"(+/- 5196 )",153793,"(+/- 4923 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",3128,"(+/- 1508 )",1981,"(+/- 808 )",1371,"(+/- 627 )",1297,"(+/- 624 )",2045,"(+/- 1255 )",2061,"(+/- 1138 )",2459,"(+/- 1448 )",1633,"(+/- 926 )",2491,"(+/- 1008 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",9.3,"(+/- 1.1 )",7.0,"(+/- 1.2 )",8.6,"(+/- 1.2 )",4.4,"(+/- 0.8 )",5.3,"(+/- 0.9 )",4.3,"(+/- 0.8 )",13.9,"(+/- 1.8 )",6.3,"(+/- 0.9 )",6.9,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",15.1,"(+/- 2.3 )",11.2,"(+/- 2.1 )",12.6,"(+/- 2.0 )",6.7,"(+/- 1.5 )",6.6,"(+/- 1.4 )",5.7,"(+/- 1.6 )",19.8,"(+/- 3.2 )",9.8,"(+/- 1.8 )",10.9,"(+/- 1.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",10.2,"(+/- 4.9 )",7.9,"(+/- 4.1 )",10.2,"(+/- 4.2 )",3.7,"(+/- 2.0 )",3.5,"(+/- 2.0 )",5.9,"(+/- 3.1 )",12.4,"(+/- 6.3 )",12.6,"(+/- 5.0 )",14.5,"(+/- 5.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",3.6,"(+/- 0.8 )",4.0,"(+/- 1.1 )",4.2,"(+/- 0.9 )",1.6,"(+/- 0.5 )",3.9,"(+/- 1.0 )",2.1,"(+/- 0.8 )",7.0,"(+/- 1.4 )",3.1,"(+/- 0.7 )",2.7,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",3.8,"(+/- 1.5 )",5.0,"(+/- 1.6 )",5.2,"(+/- 1.5 )",1.8,"(+/- 0.8 )",3.7,"(+/- 1.3 )",1.9,"(+/- 1.2 )",6.7,"(+/- 2.2 )",3.1,"(+/- 1.3 )",2.9,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",1.2,"(+/- 1.6 )",4.5,"(+/- 3.5 )",4.1,"(+/- 3.6 )",1.2,"(+/- 1.4 )",2.3,"(+/- 2.5 )",1.7,"(+/- 2.1 )",2.0,"(+/- 2.6 )",0.9,"(+/- 1.0 )",2.8,"(+/- 2.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",26.5,"(+/- 4.0 )",15.7,"(+/- 3.4 )",23.5,"(+/- 4.3 )",16.9,"(+/- 3.9 )",14.4,"(+/- 4.5 )",12.8,"(+/- 3.3 )",29.2,"(+/- 4.5 )",16.5,"(+/- 3.5 )",20.0,"(+/- 3.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",35.0,"(+/- 5.5 )",24.8,"(+/- 5.6 )",32.3,"(+/- 5.6 )",28.6,"(+/- 7.0 )",23.9,"(+/- 7.9 )",17.4,"(+/- 5.3 )",37.0,"(+/- 6.0 )",24.7,"(+/- 5.2 )",28.3,"(+/- 5.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",25.4,"(+/- 15.6 )",16.6,"(+/- 11.3 )",34.5,"(+/- 16.2 )",30.7,"(+/- 19.2 )",20.3,"(+/- 16.5 )",18.9,"(+/- 11.3 )",47.9,"(+/- 20.4 )",50.8,"(+/- 15.3 )",35.3,"(+/- 12.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",14.1,"(+/- 1.1 )",10.9,"(+/- 1.1 )",11.0,"(+/- 1.1 )",6.9,"(+/- 0.8 )",7.7,"(+/- 0.8 )",6.6,"(+/- 0.7 )",18.8,"(+/- 1.3 )",8.4,"(+/- 0.7 )",9.6,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",19.7,"(+/- 2.6 )",12.9,"(+/- 2.5 )",15.4,"(+/- 2.7 )",8.0,"(+/- 1.7 )",7.4,"(+/- 1.6 )",6.4,"(+/- 1.8 )",25.7,"(+/- 3.8 )",9.7,"(+/- 1.8 )",11.3,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",19.2,"(+/- 2.6 )",12.7,"(+/- 2.5 )",15.1,"(+/- 2.7 )",7.4,"(+/- 1.7 )",7.2,"(+/- 1.6 )",6.2,"(+/- 1.8 )",25.2,"(+/- 3.8 )",9.7,"(+/- 1.8 )",11.2,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",18.3,"(+/- 4.9 )",12.6,"(+/- 3.8 )",17.0,"(+/- 4.0 )",7.2,"(+/- 2.6 )",6.5,"(+/- 2.5 )",6.6,"(+/- 3.2 )",26.8,"(+/- 6.2 )",11.9,"(+/- 3.4 )",13.7,"(+/- 3.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",19.5,"(+/- 2.5 )",12.7,"(+/- 2.6 )",14.5,"(+/- 2.8 )",7.5,"(+/- 1.9 )",7.4,"(+/- 2.0 )",6.1,"(+/- 1.9 )",24.5,"(+/- 3.9 )",8.9,"(+/- 2.3 )",10.3,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",12.7,"(+/- 0.9 )",10.4,"(+/- 0.9 )",9.8,"(+/- 0.9 )",6.6,"(+/- 0.7 )",7.8,"(+/- 0.8 )",6.7,"(+/- 0.7 )",17.4,"(+/- 1.1 )",8.0,"(+/- 0.6 )",9.2,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",11.8,"(+/- 1.5 )",8.6,"(+/- 1.4 )",10.0,"(+/- 1.4 )",7.5,"(+/- 1.4 )",11.4,"(+/- 1.7 )",7.5,"(+/- 1.3 )",22.8,"(+/- 2.3 )",11.9,"(+/- 1.6 )",8.7,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",10.7,"(+/- 1.2 )",7.3,"(+/- 1.2 )",8.9,"(+/- 1.3 )",4.3,"(+/- 0.8 )",5.0,"(+/- 0.9 )",3.9,"(+/- 0.8 )",14.7,"(+/- 1.9 )",5.9,"(+/- 0.9 )",6.9,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",26.3,"(+/- 2.0 )",23.5,"(+/- 2.3 )",20.4,"(+/- 2.0 )",18.9,"(+/- 2.2 )",16.8,"(+/- 1.6 )",18.5,"(+/- 2.0 )",25.9,"(+/- 1.6 )",16.1,"(+/- 1.4 )",20.0,"(+/- 1.9 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",168903,"(+/- 5074 )",211019,"(+/- 6002 )",188206,"(+/- 6839 )",196525,"(+/- 6566 )",191455,"(+/- 7506 )",165040,"(+/- 5060 )",221542,"(+/- 7236 )",173149,"(+/- 6579 )",153803,"(+/- 6834 )"
Education,"School Enrollment","Nursery school, preschool",6695,"(+/- 1333 )",8495,"(+/- 1484 )",10777,"(+/- 1774 )",11107,"(+/- 1603 )",10875,"(+/- 1904 )",10088,"(+/- 1642 )",8755,"(+/- 1883 )",11582,"(+/- 1807 )",8539,"(+/- 1403 )"
Education,"School Enrollment",Kindergarten,7680,"(+/- 1755 )",8260,"(+/- 1535 )",9354,"(+/- 1411 )",7205,"(+/- 1355 )",7223,"(+/- 1361 )",7791,"(+/- 1496 )",7953,"(+/- 1654 )",9865,"(+/- 1507 )",7856,"(+/- 1533 )"
Education,"School Enrollment","Elementary school (grades 1-8)",69198,"(+/- 3097 )",68710,"(+/- 3960 )",77547,"(+/- 4690 )",76007,"(+/- 4277 )",67367,"(+/- 4049 )",68500,"(+/- 3512 )",54045,"(+/- 3690 )",66023,"(+/- 4096 )",61411,"(+/- 3434 )"
Education,"School Enrollment","High school (grades 9-12)",35463,"(+/- 2298 )",40315,"(+/- 2678 )",44814,"(+/- 2996 )",43592,"(+/- 3486 )",37330,"(+/- 2969 )",35825,"(+/- 2596 )",27315,"(+/- 2604 )",36932,"(+/- 2732 )",39014,"(+/- 2678 )"
Education,"School Enrollment","College or graduate school",49867,"(+/- 3153 )",85239,"(+/- 4460 )",45714,"(+/- 3872 )",58614,"(+/- 4532 )",68660,"(+/- 4983 )",42836,"(+/- 3054 )",123474,"(+/- 6392 )",48747,"(+/- 4044 )",36983,"(+/- 3770 )"
Education,"Educational Attainment","Population 25 years and over",513211,"(+/- 4713 )",530999,"(+/- 7060 )",546071,"(+/- 9313 )",530572,"(+/- 7604 )",555783,"(+/- 8141 )",563601,"(+/- 5485 )",536315,"(+/- 8074 )",574712,"(+/- 8217 )",583491,"(+/- 6629 )"
Education,"Educational Attainment","Less than 9th grade",24040,"(+/- 2813 )",18023,"(+/- 2660 )",31241,"(+/- 3422 )",16251,"(+/- 2617 )",19708,"(+/- 2589 )",15802,"(+/- 2175 )",48993,"(+/- 4629 )",21858,"(+/- 3008 )",26656,"(+/- 3669 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",31501,"(+/- 3325 )",23276,"(+/- 2969 )",31050,"(+/- 3713 )",19483,"(+/- 2453 )",18532,"(+/- 2921 )",20000,"(+/- 2509 )",27200,"(+/- 3464 )",20364,"(+/- 2630 )",25214,"(+/- 2645 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",151151,"(+/- 5816 )",127587,"(+/- 5770 )",137001,"(+/- 6662 )",100702,"(+/- 5966 )",95421,"(+/- 5677 )",132487,"(+/- 6063 )",108209,"(+/- 6084 )",120292,"(+/- 6297 )",151284,"(+/- 6383 )"
Education,"Educational Attainment","Some college, no degree",81073,"(+/- 4452 )",85046,"(+/- 5157 )",81005,"(+/- 4875 )",73065,"(+/- 4083 )",57520,"(+/- 4881 )",78003,"(+/- 5014 )",65953,"(+/- 4675 )",77094,"(+/- 5240 )",95679,"(+/- 5438 )"
Education,"Educational Attainment","Associate's degree",51159,"(+/- 3755 )",46305,"(+/- 3534 )",43340,"(+/- 3412 )",35607,"(+/- 3380 )",29350,"(+/- 3131 )",47015,"(+/- 3409 )",28740,"(+/- 3334 )",41149,"(+/- 4009 )",53903,"(+/- 4990 )"
Education,"Educational Attainment","Bachelor's degree",100104,"(+/- 6018 )",129377,"(+/- 6159 )",122731,"(+/- 5479 )",142635,"(+/- 5434 )",163340,"(+/- 6379 )",155174,"(+/- 6054 )",133440,"(+/- 7165 )",166094,"(+/- 6424 )",137853,"(+/- 6158 )"
Education,"Educational Attainment","Graduate or professional degree",74183,"(+/- 4106 )",101385,"(+/- 5073 )",99703,"(+/- 5460 )",142829,"(+/- 5232 )",171912,"(+/- 6239 )",115120,"(+/- 4917 )",123780,"(+/- 5751 )",127861,"(+/- 6292 )",92902,"(+/- 4405 )"
Education,"Educational Attainment","Percent high school graduate or higher",89.2,"(+/- 0.8 )",92.2,"(+/- 0.7 )",88.6,"(+/- 1.0 )",93.3,"(+/- 0.6 )",93.1,"(+/- 0.8 )",93.6,"(+/- 0.6 )",85.8,"(+/- 1.1 )",92.7,"(+/- 0.7 )",91.1,"(+/- 0.7 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",34.0,"(+/- 1.2 )",43.5,"(+/- 1.2 )",40.7,"(+/- 1.3 )",53.8,"(+/- 1.2 )",60.3,"(+/- 1.3 )",48.0,"(+/- 1.3 )",48.0,"(+/- 1.2 )",51.1,"(+/- 1.3 )",39.5,"(+/- 1.2 )"

"Source: 2021 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",257772,G,291363,G,293984,G,354042,G,407418,G,369304,G,553870,G,547732,G,249237,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",75,G,84,H,193,G,75,H,49,H,264,G,37,J,28,G,283,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",106,G,148,H,7,G,81,H,4,G,101,H,0,N,154,G,96,J
Business,"Paid employees for pay period including March 12",Utilities,1701,H,1512,J,602,H,497,H,2818,J,745,H,725,J,2780,J,730,H
Business,"Paid employees for pay period including March 12",Construction,12036,G,12171,G,15993,G,15734,G,18623,G,21507,G,10713,G,27349,G,20468,G
Business,"Paid employees for pay period including March 12",Manufacturing,27872,G,27345,G,46895,G,30147,H,14612,G,43649,G,9385,G,19116,G,15693,G
Business,"Paid employees for pay period including March 12","Wholesale trade",9049,G,12235,G,17578,H,25750,G,17826,G,17585,G,13524,G,20240,G,9083,G
Business,"Paid employees for pay period including March 12","Retail trade",32857,G,38544,G,30294,G,44315,G,37257,G,47583,G,37826,G,51011,G,44914,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",10002,G,12750,G,9326,G,12639,G,7897,G,8971,G,23025,G,16165,G,6604,G
Business,"Paid employees for pay period including March 12",Information,3009,G,3514,G,9035,G,10119,G,23175,G,18826,H,28591,G,24011,G,3376,G
Business,"Paid employees for pay period including March 12","Finance and insurance",11339,H,14472,H,9921,G,13197,G,15199,G,11879,G,31262,G,65935,G,6953,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",3725,G,3244,G,3166,G,6426,G,6616,G,4411,G,10664,G,12968,G,3379,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",10417,G,16832,G,27392,G,20320,G,60486,G,31380,G,70679,G,72181,G,11837,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",3856,G,8347,G,8151,H,13819,H,19585,G,9348,G,19134,H,25141,H,5263,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",8543,G,12973,G,16320,G,21837,G,23505,G,22670,G,17969,G,28464,G,11552,G
Business,"Paid employees for pay period including March 12","Educational services",16230,G,23197,G,5571,G,27113,G,51379,H,11532,G,80307,G,9888,G,4229,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",61567,G,64193,G,53338,G,57469,G,56436,G,66327,G,114201,G,93581,G,53243,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",4791,G,4746,G,4611,G,9770,G,7602,G,6839,G,10938,G,9463,G,6993,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",28401,G,24709,G,24165,G,30203,G,28485,G,32556,G,57890,G,47758,G,32563,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",12117,G,10288,G,11319,G,14415,G,15767,G,13055,G,16917,G,21391,G,11788,G
Business,"Paid employees for pay period including March 12","Industries not classified",79,G,59,J,107,G,116,J,97,J,76,J,69,H,108,G,190,H
Business,"Annual payroll ($1,000)","Total for all sectors",11888744,G,14713502,G,20998057,G,22261924,G,31615816,G,24662977,G,51130264,G,48306046,G,11887651,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",3146,G,2865,G,6786,G,2964,G,2308,H,14545,G,3646,J,1586,H,14752,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",9221,G,12571,H,1060,H,4920,G,299,H,7433,H,0,N,11332,G,6461,H
Business,"Annual payroll ($1,000)",Utilities,213271,G,185047,J,65707,H,59303,H,420639,J,90418,H,116218,H,367640,J,87823,H
Business,"Annual payroll ($1,000)",Construction,818557,G,802528,G,1165930,G,1172484,G,1507594,G,1627012,G,1036382,G,2388264,G,1400843,G
Business,"Annual payroll ($1,000)",Manufacturing,1674654,G,1740740,G,4113925,G,2452765,H,1383392,G,4162097,G,745192,G,1757566,G,959651,G
Business,"Annual payroll ($1,000)","Wholesale trade",536577,G,804977,G,2288184,G,2436001,H,1724287,G,1614224,G,1487886,G,2626748,H,595934,G
Business,"Annual payroll ($1,000)","Retail trade",992038,G,1169357,G,988714,G,1384607,G,1359502,G,1428175,G,1906511,H,1741268,G,1509040,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",395972,G,527846,H,350871,G,587953,G,360377,H,422987,G,1278835,G,990451,G,239416,G
Business,"Annual payroll ($1,000)",Information,162396,G,263031,G,1224979,G,966545,G,3159823,G,2870046,H,5039194,G,3104710,G,195095,G
Business,"Annual payroll ($1,000)","Finance and insurance",1037559,H,1335537,H,979882,G,1655308,G,1742760,G,1294860,G,7629341,G,12525030,G,620987,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",144698,G,161540,G,177801,G,449702,G,409530,G,273864,G,743071,G,1469066,G,181668,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",731300,H,1494880,H,3606093,G,2546002,G,7826770,G,3614147,G,12393624,G,8628582,G,803820,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",287546,G,684830,G,1341024,H,1909454,H,2938103,H,1338562,G,2308239,H,3043296,H,500451,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",351831,G,496930,G,861039,G,1238473,G,1621196,G,1111189,G,869373,G,1516641,G,589016,G
Business,"Annual payroll ($1,000)","Educational services",549385,G,814387,G,233809,G,1047969,H,2964208,H,435330,G,4207518,G,464350,G,145440,G
Business,"Annual payroll ($1,000)","Health care and social assistance",3047521,G,3381503,G,2525032,G,2835353,G,2870022,G,3162189,G,8981808,G,5315314,G,2666901,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",105811,G,88815,G,84157,G,480368,H,142803,G,136442,G,520071,H,406875,G,191548,G
Business,"Annual payroll ($1,000)","Accommodation and food services",472783,G,426345,G,448595,G,561346,G,565841,G,639680,G,1240290,G,933872,G,790173,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",352658,G,317477,G,530664,H,465944,G,612106,G,414614,G,616593,G,1008869,G,383546,G
Business,"Annual payroll ($1,000)","Industries not classified",1820,G,2296,H,3805,G,4463,G,4256,G,5163,G,5417,G,4586,G,5086,G
Business,"Total Establishments","Total for all sectors",15789,X,16774,X,16830,X,20922,X,21011,X,21653,X,17588,X,25101,X,23048,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",28,X,28,X,34,X,25,X,15,X,65,X,6,X,7,X,125,X
